long,lat
-76.73775043228,38.2439283103911
-76.7174251204186,38.2990234235574
-76.6970442153724,38.3541806925481
-76.6766074898529,38.4094001162481
-76.656114715282,38.464681693143
-76.6355656617834,38.5200254213167
-76.6149600981732,38.5754312984494
-76.5942977919509,38.6308993218156
-76.5735785092899,38.6864294882816
-76.5528020150281,38.7420217943033
-76.531968072659,38.7976762359243
-76.5110764443215,38.8533928087733
-76.4901268907904,38.9091715080623
-76.4691191714672,38.965012328584
-76.4480530443699,39.0209152647095
-76.4269282661233,39.0768803103865
-76.4057445919491,39.1329074591366
-76.3845017756558,39.188996704053
-76.3631995696288,39.2451480377985
-76.34183772482,39.301361452603
-76.3204159907375,39.3576369402612
-76.2989341154358,39.4139744921303
-76.2773918455045,39.4703740991275
-76.2557889260586,39.5268357517279
-76.8075989118029,38.2598820527459
-76.7874060145034,38.3150085475504
-76.7671578511745,38.3701972808459
-76.7468541956533,38.425448251844
-76.7264948204927,38.4807614593588
-76.706079496952,38.5361369018047
-76.6856079949881,38.591574577194
-76.6650800832463,38.647074483135
-76.6444955290508,38.7026366168299
-76.6238540983955,38.7582609750723
-76.6031555559347,38.813947554245
-76.5823996649732,38.8696963503183
-76.5615861874574,38.9255073588473
-76.540714883965,38.9813805749698
-76.5197855136955,39.0373159934039
-76.4987978344604,39.0933136084461
-76.4777516026735,39.149373413969
-76.4566465733404,39.2054954034184
-76.4354825000489,39.2616795698119
-76.4142591349588,39.3179259057362
-76.3929762287913,39.3742344033445
-76.3716335308192,39.4306050543546
-76.350230788856,39.4870378500465
-76.3287677492458,39.54353278126
-76.8775024322566,38.2757279215993
-76.857442174405,38.3308855993687
-76.8373269789547,38.3861055978532
-76.8171566208776,38.4413879165899
-76.7969308738662,38.4967325547203
-76.776649510325,38.5521395109877
-76.7563123013608,38.6076087837354
-76.7359190167737,38.6631403709043
-76.7154694250482,38.7187342700312
-76.6949632933436,38.7743904782458
-76.6744003874844,38.8301089922694
-76.6537804719513,38.8858898084121
-76.6331033098715,38.941732922571
-76.6123686630086,38.9976383302276
-76.5915762917537,39.0536060264458
-76.5707259551148,39.1096360058698
-76.5498174107077,39.1657282627213
-76.5288504147453,39.2218827907981
-76.507824722028,39.2780995834709
-76.4867400859335,39.3343786336817
-76.4655962584066,39.3907199339411
-76.4443929899487,39.4471234763264
-76.4231300296078,39.5035892524788
-76.4018071249677,39.5601172536013
-76.9474606663412,38.2914658090834
-76.9275332716937,38.3466544706704
-76.9075512691485,38.4019055347514
-76.8875144348213,38.4572190011878
-76.8674225435535,38.512594869447
-76.8472753689034,38.5680331386002
-76.827072683137,38.6235338073202
-76.8068142572187,38.6790968738794
-76.7864998608024,38.7347223361476
-76.7661292622221,38.7904101915897
-76.7457022284824,38.8461604372637
-76.725218525249,38.9019730698187
-76.7046779168396,38.9578480854921
-76.6840801662138,39.013785480108
-76.6634250349636,39.0697852490747
-76.6427122833038,39.1258473873825
-76.6219416700618,39.1819718896016
-76.601112952668,39.2381587498796
-76.5802258871454,39.2944079619394
-76.5592802281001,39.3507195190771
-76.5382757287105,39.4070934141593
-76.5172121407173,39.463529639621
-76.4960892144131,39.5200281874637
-76.4749066986321,39.5765890492523
-77.0174732854951,38.3070956079402
-76.9976789766692,38.3623150537255
-76.977830390912,38.417596983336
-76.9579273054917,38.4729413969558
-76.9379694964077,38.5283482943771
-76.9179567383813,38.5838176749975
-76.8978888048466,38.6393495378181
-76.8777654679417,38.6949438814413
-76.8575864984991,38.7506007040688
-76.837351666037,38.8063200034993
-76.8170607387493,38.8621017771263
-76.7967134834965,38.9179460219361
-76.7763096657963,38.9738527345057
-76.7558490498138,39.029821911
-76.7353313983521,39.0858535471706
-76.7147564728421,39.1419476383526
-76.6941240333332,39.198104179463
-76.6734338384831,39.2543231649982
-76.6526856455477,39.3106045890319
-76.6318792103715,39.3669484452126
-76.6110142873767,39.4233547267617
-76.5900906295537,39.479823426471
-76.5691079884504,39.5363545367002
-76.5480661141617,39.5929480493751
-77.0875399599004,38.3226172115241
-77.0678789583661,38.3778672414191
-77.048164012127,38.4331798360196
-77.0283948996128,38.4885549958315
-77.0085713979898,38.5439927209702
-76.9886932831513,38.5994930111585
-76.9687603297088,38.6550558657245
-76.9487723109831,38.7106812835993
-76.9287289989948,38.766369263315
-76.9086301644553,38.8221198030028
-76.8884755767574,38.8779329003904
-76.8682650039659,38.9338085528001
-76.8479982128082,38.9897467571466
-76.8276749686645,39.045747509935
-76.8072950355585,39.1018108072582
-76.7868581761474,39.157936644795
-76.7663641517123,39.2141250178079
-76.7458127221482,39.2703759211406
-76.725203645954,39.3266893492161
-76.7045366802226,39.3830652960343
-76.6838115806307,39.4395037551699
-76.6630281014284,39.4960047197696
-76.6421859954292,39.5525681825506
-76.6212850139995,39.6091941357977
-77.1576603584877,38.3380305138056
-77.1381328845587,38.3933109272541
-77.1185517994062,38.4486539858351
-77.0989168826307,38.5040596903749
-77.0792279125739,38.5595280413108
-77.0594846663102,38.6150590386894
-77.0396869196377,38.6706526821643
-77.0198344470689,38.7263089709942
-76.9999270218219,38.7820279040402
-76.9799644158106,38.8378094797645
-76.9599463996362,38.8936536962277
-76.9398727425771,38.9495605510867
-76.9197432125799,39.0055300415929
-76.8995575762497,39.0615621645895
-76.8793155988406,39.1176569165098
-76.8590170442457,39.1738142933749
-76.8386616749877,39.230034290791
-76.818249252209,39.2863169039483
-76.7977795356614,39.3426621276174
-76.7772522836965,39.3990699561481
-76.7566672532555,39.4555403834669
-76.7360241998587,39.5120734030744
-76.7153228775957,39.5686690080436
-76.6945630391145,39.6253271910171
-77.2278341489416,38.3533354093741
-77.2084404217664,38.4086460053548
-77.1889934180989,38.464019326439
-77.1694929187186,38.5194553737717
-77.149938703152,38.5749541481112
-77.1303305496636,38.6305156498264
-77.110668235247,38.686139878895
-77.0909515356158,38.7418268349017
-77.0711802251943,38.7975765170356
-77.0513540771087,38.8533889240883
-77.0314728631776,38.9092640544518
-77.0115363539027,38.9652019061165
-76.9915443184594,39.0212024766688
-76.9714965246871,39.0772657632888
-76.95139273908,39.1333917627489
-76.9312327267769,39.1895804714106
-76.9110162515522,39.2458318852232
-76.8907430758052,39.3021459997211
-76.870412960551,39.3585228100215
-76.8500256654099,39.4149623108228
-76.8295809485976,39.4714644964017
-76.8090785669151,39.5280293606114
-76.7885182757382,39.5846568968789
-76.7678998290074,39.6413470982033
-77.2980609977058,38.368531793441
-77.2788012352592,38.4238723704697
-77.2594885322955,38.479275752114
-77.2401226707825,38.5347419398367
-77.2207034314401,38.5902709347151
-77.201230593732,38.6458627374392
-77.1817039358562,38.7015173483097
-77.1621232347364,38.7572347672357
-77.1424882660128,38.8130149937327
-77.1227988040328,38.8688580269206
-77.1030546218418,38.9247638655215
-77.0832554911743,38.9807325078574
-77.0634011824437,39.0367639518485
-77.0434914647336,39.0928581950107
-77.0235261057878,39.1490152344535
-77.0035048720008,39.205235066878
-76.9834275284081,39.2615176885746
-76.9632938386763,39.3178630954207
-76.9431035650934,39.3742712828788
-76.9228564685586,39.4307422459942
-76.9025523085724,39.4872759793925
-76.8821908432266,39.5438724772777
-76.8617718291937,39.6005317334299
-76.8412950217169,39.6572537412031
-77.3683405699886,38.3836195618429
-77.3492149890625,38.4389899179747
-77.3300368048335,38.4944231577729
-77.3108058004663,38.5499192830164
-77.2915217578831,38.6054782951003
-77.2721844577556,38.6611001950344
-77.2527936794955,38.7167849834406
-77.2333492012455,38.7725326605512
-77.2138507998708,38.8283432262069
-77.1942982509492,38.8842166798541
-77.1746913287626,38.9401530205436
-77.1550298062871,38.996152246928
-77.1353134551842,39.0522143572595
-77.1155420457909,39.1083393493883
-77.0957153471103,39.1645272207598
-77.0758331268023,39.220777968413
-77.0558951511733,39.2770915889781
-77.0359011851671,39.3334680786741
-77.0158509923545,39.3899074333072
-76.9957443349238,39.4464096482681
-76.9755809736704,39.5029747185299
-76.955360667987,39.559602638646
-76.9350831758531,39.6162934027481
-76.9147482538252,39.6730470045432
-77.438672529768,38.3985986110443
-77.4196813459631,38.4539985438762
-77.4006378973029,38.5094614389611
-77.3815419681574,38.5649872983925
-77.3623933416605,38.6205761238822
-77.3431917997004,38.6762279167579
-77.3239371229115,38.7319426779618
-77.3046290906649,38.7877204080478
-77.2852674810595,38.8435611071801
-77.2658520709131,38.8994647751305
-77.246382635753,38.955431411277
-77.2268589498067,39.011461014601
-77.2072807859928,39.0675535836857
-77.1876479159115,39.1237091167137
-77.1679601098348,39.1799276114653
-77.1482171366975,39.2362090653156
-77.1284187640869,39.2925534752331
-77.1085647582337,39.3489608377771
-77.0886548840017,39.4054311490959
-77.0686889048779,39.4619644049241
-77.0486665829629,39.5185606005809
-77.0285876789606,39.5752197309677
