,property_title,url,address,listing_class,plan_name,bedrooms,bathrooms,unit,price,size_sqft
1235,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.08,1,1,5065,2085.0,668.0
1236,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.08,1,1,4165,1985.0,668.0
1237,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.08,1,1,3165,1985.0,668.0
1238,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.03,1,1,5032,1995.0,647.0
1239,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.03,1,1,2132,2095.0,647.0
1240,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.13,1,1,5061,2095.0,683.0
1241,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.13,1,1,4161,1995.0,683.0
1242,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.13,1,1,3161,1995.0,683.0
1243,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A2,1,1,5007,2105.0,640.0
1244,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A2,1,1,4107,2005.0,640.0
1245,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.18,1,1,5042,2135.0,701.0
1246,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.18,1,1,4142,2035.0,701.0
1247,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.18,1,1,3142,2035.0,701.0
1248,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.19,1,1,5020,2145.0,712.0
1249,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.19,1,1,5022,2145.0,712.0
1250,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.19,1,1,4126,2045.0,712.0
1251,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.21,1,1,5057,2200.0,715.0
1252,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.21,1,1,5059,2200.0,715.0
1253,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.21,1,1,5063,2200.0,715.0
1254,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.20,1,1,5027,2220.0,715.0
1255,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.20,1,1,5025,2220.0,715.0
1256,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.20,1,1,5031,2220.0,715.0
1257,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B2,1,1,5039,2455.0,967.0
1258,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B2,1,1,4139,2355.0,967.0
1259,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B2,1,1,3139,2355.0,967.0
1260,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.10,1,1,4049,1970.0,676.0
1261,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.10,1,1,3049,1920.0,676.0
1262,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.10,1,1,2049,1920.0,676.0
1263,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.04,1,1,4041,1995.0,651.0
1264,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.04,1,1,3041,1945.0,651.0
1265,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.04,1,1,2041,1945.0,651.0
1266,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.14,1,1,4061,2030.0,683.0
1267,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.14,1,1,4039,2030.0,683.0
1268,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.14,1,1,3061,1980.0,683.0
1269,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.11,1,1,4051,2045.0,676.0
1270,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.11,1,1,3051,1995.0,676.0
1271,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.11,1,1,2051,1995.0,676.0
1272,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.17,1,1,4075,2060.0,699.0
1273,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.17,1,1,3075,2010.0,699.0
1274,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.17,1,1,2075,2010.0,699.0
1275,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.15,1,1,4072,2095.0,686.0
1276,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.15,1,1,3072,2045.0,686.0
1277,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.15,1,1,2072,2045.0,686.0
1278,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.16,1,1,4003,2110.0,687.0
1279,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.16,1,1,4064,2110.0,687.0
1280,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.16,1,1,4034,2135.0,687.0
1281,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.22,1,1,4036,2255.0,737.0
1282,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.22,1,1,3036,2205.0,737.0
1283,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.22,1,1,2036,2205.0,737.0
1284,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C1,1,2,4066,2695.0,1068.0
1285,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C1,1,2,3002,2645.0,1068.0
1286,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C1,1,2,3005,2645.0,1068.0
1287,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A5-ANSI,1,1,3152,1925.0,661.0
1288,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A5.1-ANSI,1,1,3126,2005.0,712.0
1289,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A5.1-ANSI,1,1,2126,2205.0,712.0
1290,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C2-ANSI,1,2,3066,2565.0,1068.0
1291,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.01,1,1,1037,1910.0,642.0
1292,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.07,1,1,1103,1950.0,664.0
1293,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1.23,1,1,1036,2170.0,737.0
1294,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A4,1,1,1020,2170.0,769.0
1295,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B1,1,1,1022,2320.0,805.0
1296,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",E4-ANSI,2,2,4020,3500.0,1284.0
1297,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D1,2,2,5066,2525.0,942.0
1298,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.15,2,2,5012,2775.0,1072.0
1299,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D7,2,2,5035,2975.0,1209.0
1300,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D7,2,2,4135,2875.0,1209.0
1301,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D7,2,2,3135,2875.0,1209.0
1302,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D5,2,2,5068,3025.0,1120.0
1303,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D5,2,2,4168,2925.0,1120.0
1304,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D5,2,2,3168,2925.0,1120.0
1305,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D4,2,2,5067,3060.0,1062.0
1306,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D4,2,2,4167,2960.0,1062.0
1307,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D4,2,2,3167,2960.0,1062.0
1308,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",E1,2,2,5034,3220.0,1112.0
1309,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",E1,2,2,4134,3120.0,1112.0
1310,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",E1,2,2,3134,3120.0,1112.0
1311,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.03,2,2,4155,2510.0,988.0
1312,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.03,2,2,3155,2510.0,988.0
1313,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.03,2,2,2155,2510.0,988.0
1314,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.09,2,2,4043,2595.0,1014.0
1315,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.09,2,2,3043,2545.0,1014.0
1316,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.09,2,2,2043,2545.0,1014.0
1317,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.07,2,2,4069,2595.0,1012.0
1318,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.07,2,2,4031,2695.0,1012.0
1319,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.07,2,2,3031,2545.0,1012.0
1320,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.04,2,2,4177,2550.0,991.0
1321,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.05,2,2,4027,2600.0,999.0
1322,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.05,2,2,4073,2600.0,999.0
1323,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.05,2,2,3073,2550.0,999.0
1324,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2,2,2,4010,2620.0,969.0
1325,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2,2,2,3010,2570.0,969.0
1326,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2,2,2,1010,2570.0,969.0
1327,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.01,2,2,4040,2620.0,979.0
1328,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.01,2,2,3040,2570.0,979.0
1329,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.01,2,2,2040,2570.0,979.0
1330,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.10,2,2,4076,2655.0,1015.0
1331,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.10,2,2,3076,2605.0,1015.0
1332,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.10,2,2,2076,2605.0,1015.0
1333,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.12,2,2,4065,2690.0,1028.0
1334,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.12,2,2,4035,2690.0,1028.0
1335,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.12,2,2,3065,2640.0,1028.0
1336,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.13,2,2,4023,2690.0,1059.0
1337,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.13,2,2,4025,2690.0,1059.0
1338,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.13,2,2,4077,2690.0,1059.0
1339,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.16,2,2,4079,2695.0,1074.0
1340,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.16,2,2,3079,2645.0,1074.0
1341,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.16,2,2,2079,2645.0,1074.0
1342,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.11,2,2,4012,2695.0,1015.0
1343,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.11,2,2,3011,2645.0,1015.0
1344,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.11,2,2,3012,2645.0,1015.0
1345,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.08,2,2,4032,2695.0,1012.0
1346,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.08,2,2,4014,2695.0,1012.0
1347,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.08,2,2,3032,2645.0,1012.0
1348,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D3,2,2,4029,2725.0,979.0
1349,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D3,2,2,4071,2825.0,979.0
1350,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D3,2,2,3029,2775.0,979.0
1351,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.18,2,2,4062,2830.0,1165.0
1352,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.18,2,2,4004,2830.0,1165.0
1353,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.18,2,2,4022,2855.0,1165.0
1354,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D6,2,2,4024,2945.0,1174.0
1355,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D6,2,2,3024,2895.0,1174.0
1356,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D6,2,2,2024,2895.0,1174.0
1357,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",D2.17,2,2,4050,2855.0,1100.0
1358,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",E2,2,2,4173,3145.0,1176.0
1359,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",E2,2,2,3173,3145.0,1176.0
1360,South Alex,https://www.apartments.com/south-alex-alexandria-va/wbreg9k/,"2803 Poag St, Alexandria, VA 22303","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",E2,2,2,2173,3145.0,1176.0
