,property_title,url,address,listing_class,plan_name,available,price_range,bedrooms,bathrooms,area_sq_ft,detail_text
0,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S1,True,"$1,992 – $2,103",0,1,515,"studio, 1 bath, 515 sq ft $250 deposit"
1,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A3,True,"$2,230 – $2,450",1,1,727,"1 bed, 1 bath, 727 sq ft $250 deposit"
2,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A8,True,"$2,230 – $2,455",1,1,756,"1 bed, 1 bath, 756 sq ft $250 deposit"
3,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C7,True,"$3,174 – $3,196",2,2,"1,066","2 beds, 2 baths, 1,066 sq ft $250 deposit"
4,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C4,True,"$3,296 – $3,297",2,2,"1,119","2 beds, 2 baths, 1,119 sq ft $250 deposit"
5,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S1,True,"$1,992 – $2,103",0,1,515,"studio, 1 bath, 515 sq ft $250 deposit"
6,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A3,True,"$2,230 – $2,450",1,1,727,"1 bed, 1 bath, 727 sq ft $250 deposit"
7,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A8,True,"$2,230 – $2,455",1,1,756,"1 bed, 1 bath, 756 sq ft $250 deposit"
8,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C7,True,"$3,174 – $3,196",2,2,"1,066","2 beds, 2 baths, 1,066 sq ft $250 deposit"
9,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C4,True,"$3,296 – $3,297",2,2,"1,119","2 beds, 2 baths, 1,119 sq ft $250 deposit"
10,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S4,False,Call for Rent,0,1,583,"studio, 1 bath, 583 sq ft not available"
11,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S3,False,Call for Rent,0,1,608,"studio, 1 bath, 608 sq ft $250 deposit, not available"
12,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S1.2,False,Call for Rent,0,1,623,"studio, 1 bath, 623 sq ft $250 deposit, not available"
13,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1,False,Call for Rent,1,1,613,"1 bed, 1 bath, 613 sq ft $250 deposit, not available"
14,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B1,False,Call for Rent,1,1,894,"1 bed, 1 bath, 894 sq ft $250 deposit, not available"
15,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A4,False,Call for Rent,1,1,663,"1 bed, 1 bath, 663 sq ft $250 deposit, not available"
16,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A2,False,Call for Rent,1,1,680,"1 bed, 1 bath, 680 sq ft $250 deposit, not available"
17,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A16,False,Call for Rent,1,1,730,"1 bed, 1 bath, 730 sq ft $250 deposit, not available"
18,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A14,False,Call for Rent,1,1,738,"1 bed, 1 bath, 738 sq ft $250 deposit, not available"
19,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A10,False,Call for Rent,1,1,774,"1 bed, 1 bath, 774 sq ft $250 deposit, not available"
20,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A9,False,Call for Rent,1,1,809,"1 bed, 1 bath, 809 sq ft $250 deposit, not available"
21,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A15,False,Call for Rent,1,1,851,"1 bed, 1 bath, 851 sq ft $250 deposit, not available"
22,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A5,False,Call for Rent,1,1,872,"1 bed, 1 bath, 872 sq ft $250 deposit, not available"
23,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A13,False,Call for Rent,1,1,888,"1 bed, 1 bath, 888 sq ft $250 deposit, not available"
24,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B2,False,Call for Rent,1,1,"1,045","1 bed, 1 bath, 1,045 sq ft $250 deposit, not available"
25,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A11,False,Call for Rent,1,1,"1,078","1 bed, 1 bath, 1,078 sq ft $250 deposit, not available"
26,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A12,False,Call for Rent,1,1,655,"1 bed, 1 bath, 655 sq ft $250 deposit, not available"
27,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A6,False,Call for Rent,1,1,749,"1 bed, 1 bath, 749 sq ft $250 deposit, not available"
28,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A17,False,Call for Rent,1,1,730,"1 bed, 1 bath, 730 sq ft $250 deposit, not available"
29,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A9.2,False,Call for Rent,1,1,935,"1 bed, 1 bath, 935 sq ft not available"
30,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C11,False,Call for Rent,2,2,"1,009","2 beds, 2 baths, 1,009 sq ft $250 deposit, not available"
31,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C6,False,Call for Rent,2,2,"1,020","2 beds, 2 baths, 1,020 sq ft $250 deposit, not available"
32,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C1,False,Call for Rent,2,2,"1,092","2 beds, 2 baths, 1,092 sq ft $250 deposit, not available"
33,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C8,False,Call for Rent,2,2,"1,096","2 beds, 2 baths, 1,096 sq ft $250 deposit, not available"
34,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C5,False,Call for Rent,2,2,"1,108","2 beds, 2 baths, 1,108 sq ft $250 deposit, not available"
35,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C9,False,Call for Rent,2,2,"1,230","2 beds, 2 baths, 1,230 sq ft $250 deposit, not available"
36,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C12,False,Call for Rent,2,2,"1,281","2 beds, 2 baths, 1,281 sq ft $250 deposit, not available"
37,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C13,False,Call for Rent,2,2,"1,296","2 beds, 2 baths, 1,296 sq ft $250 deposit, not available"
38,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C10,False,Call for Rent,2,2,"1,214","2 beds, 2 baths, 1,214 sq ft $250 deposit, not available"
39,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S4,False,Call for Rent,0,1,583,"studio, 1 bath, 583 sq ft not available"
40,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S3,False,Call for Rent,0,1,608,"studio, 1 bath, 608 sq ft $250 deposit, not available"
41,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S1.2,False,Call for Rent,0,1,623,"studio, 1 bath, 623 sq ft $250 deposit, not available"
42,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1,False,Call for Rent,1,1,613,"1 bed, 1 bath, 613 sq ft $250 deposit, not available"
43,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B1,False,Call for Rent,1,1,894,"1 bed, 1 bath, 894 sq ft $250 deposit, not available"
44,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A4,False,Call for Rent,1,1,663,"1 bed, 1 bath, 663 sq ft $250 deposit, not available"
45,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A2,False,Call for Rent,1,1,680,"1 bed, 1 bath, 680 sq ft $250 deposit, not available"
46,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A16,False,Call for Rent,1,1,730,"1 bed, 1 bath, 730 sq ft $250 deposit, not available"
47,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A14,False,Call for Rent,1,1,738,"1 bed, 1 bath, 738 sq ft $250 deposit, not available"
48,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A10,False,Call for Rent,1,1,774,"1 bed, 1 bath, 774 sq ft $250 deposit, not available"
49,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A9,False,Call for Rent,1,1,809,"1 bed, 1 bath, 809 sq ft $250 deposit, not available"
50,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A15,False,Call for Rent,1,1,851,"1 bed, 1 bath, 851 sq ft $250 deposit, not available"
51,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A5,False,Call for Rent,1,1,872,"1 bed, 1 bath, 872 sq ft $250 deposit, not available"
52,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A13,False,Call for Rent,1,1,888,"1 bed, 1 bath, 888 sq ft $250 deposit, not available"
53,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B2,False,Call for Rent,1,1,"1,045","1 bed, 1 bath, 1,045 sq ft $250 deposit, not available"
54,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A11,False,Call for Rent,1,1,"1,078","1 bed, 1 bath, 1,078 sq ft $250 deposit, not available"
55,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A12,False,Call for Rent,1,1,655,"1 bed, 1 bath, 655 sq ft $250 deposit, not available"
56,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A6,False,Call for Rent,1,1,749,"1 bed, 1 bath, 749 sq ft $250 deposit, not available"
57,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A17,False,Call for Rent,1,1,730,"1 bed, 1 bath, 730 sq ft $250 deposit, not available"
58,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A9.2,False,Call for Rent,1,1,935,"1 bed, 1 bath, 935 sq ft not available"
59,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C11,False,Call for Rent,2,2,"1,009","2 beds, 2 baths, 1,009 sq ft $250 deposit, not available"
60,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C6,False,Call for Rent,2,2,"1,020","2 beds, 2 baths, 1,020 sq ft $250 deposit, not available"
61,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C1,False,Call for Rent,2,2,"1,092","2 beds, 2 baths, 1,092 sq ft $250 deposit, not available"
62,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C8,False,Call for Rent,2,2,"1,096","2 beds, 2 baths, 1,096 sq ft $250 deposit, not available"
63,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C5,False,Call for Rent,2,2,"1,108","2 beds, 2 baths, 1,108 sq ft $250 deposit, not available"
64,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C9,False,Call for Rent,2,2,"1,230","2 beds, 2 baths, 1,230 sq ft $250 deposit, not available"
65,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C12,False,Call for Rent,2,2,"1,281","2 beds, 2 baths, 1,281 sq ft $250 deposit, not available"
66,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C13,False,Call for Rent,2,2,"1,296","2 beds, 2 baths, 1,296 sq ft $250 deposit, not available"
67,The Point at Reston,https://www.apartments.com/the-point-at-reston-reston-va/je6s9n7/,"1925 Roland Clarke Pl, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C10,False,Call for Rent,2,2,"1,214","2 beds, 2 baths, 1,214 sq ft $250 deposit, not available"
68,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Studio-A2,True,"$1,884",0,1,507,"studio, 1 bath, 507 sq ft"
69,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",2 Bed/2 Bath-E10,True,"$3,267",2,2,"1,256","2 beds, 2 baths, 1,256 sq ft"
70,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",2 Bed/2 Bath-E9,True,"$3,088 – $3,093",2,2,"1,182","2 beds, 2 baths, 1,182 sq ft"
71,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",2 Bed/2 Bath-E2.1,True,"$2,657",2,2,"1,070","2 beds, 2 baths, 1,070 sq ft"
72,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",2 Bed/2 Bath-E8,True,"$3,115",2,2,"1,190","2 beds, 2 baths, 1,190 sq ft"
73,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",3 Bed/2 Bath-G3 East,True,"$3,853 – $3,863",3,2,"1,288","3 beds, 2 baths, 1,288 sq ft"
74,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Studio-A2,True,"$1,884",0,1,507,"studio, 1 bath, 507 sq ft"
75,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",2 Bed/2 Bath-E10,True,"$3,267",2,2,"1,256","2 beds, 2 baths, 1,256 sq ft"
76,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",2 Bed/2 Bath-E9,True,"$3,088 – $3,093",2,2,"1,182","2 beds, 2 baths, 1,182 sq ft"
77,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",2 Bed/2 Bath-E2.1,True,"$2,657",2,2,"1,070","2 beds, 2 baths, 1,070 sq ft"
78,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",2 Bed/2 Bath-E8,True,"$3,115",2,2,"1,190","2 beds, 2 baths, 1,190 sq ft"
79,Faraday Park,https://www.apartments.com/faraday-park-reston-va/4xehkjk/,"11201 Reston Station Blvd, Reston, VA 20190","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",3 Bed/2 Bath-G3 East,True,"$3,853 – $3,863",3,2,"1,288","3 beds, 2 baths, 1,288 sq ft"
80,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A5,True,"$2,173 – $2,288",1,1,761,"1 bed, 1 bath, 761 sq ft"
81,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1,True,"$2,248",1,1,776,"1 bed, 1 bath, 776 sq ft"
82,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B3,True,"$3,043",2,2,"1,123","2 beds, 2 baths, 1,123 sq ft"
83,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B1,True,"$3,073 – $3,128",2,2,"1,110","2 beds, 2 baths, 1,110 sq ft"
84,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B2,True,"$3,138 – $3,213",2,2,"1,218","2 beds, 2 baths, 1,218 sq ft"
85,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C2,True,"$3,815",3,2,"1,436","3 beds, 2 baths, 1,436 sq ft"
86,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A5,True,"$2,173 – $2,288",1,1,761,"1 bed, 1 bath, 761 sq ft"
87,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",A1,True,"$2,248",1,1,776,"1 bed, 1 bath, 776 sq ft"
88,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B3,True,"$3,043",2,2,"1,123","2 beds, 2 baths, 1,123 sq ft"
89,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B1,True,"$3,073 – $3,128",2,2,"1,110","2 beds, 2 baths, 1,110 sq ft"
90,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",B2,True,"$3,138 – $3,213",2,2,"1,218","2 beds, 2 baths, 1,218 sq ft"
91,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",C2,True,"$3,815",3,2,"1,436","3 beds, 2 baths, 1,436 sq ft"
92,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S1 100,False,"$1,853",0,1,500,"studio, 1 bath, 500 sq ft not available"
93,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Studio,False,"$1,893",0,1,500,"studio, 1 bath, 500 sq ft not available"
94,Preserve at Westfields,https://www.apartments.com/preserve-at-westfields-chantilly-va/32w7l0d/,"4950 Westcroft Blvd, Chantilly, VA 20151","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",S1 80,False,"$1,958",0,1,500,"studio, 1 bath, 500 sq ft not available"
