,property_title,url,address,listing_class,plan_name,available,price_range,bedrooms,bathrooms,area_sq_ft,detail_text
2852,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom Loft A1EL,True,"$2,405",1,1,"1,019","1 bed, 1 bath, 1,019 sq ft $275 deposit"
2853,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1C,True,"$2,014",1,1,589,"1 bed, 1 bath, 589 sq ft $275 deposit"
2854,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1J,True,"$2,184",1,1,863,"1 bed, 1 bath, 863 sq ft $275 deposit"
2855,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1I,True,"$2,250",1,1,862,"1 bed, 1 bath, 862 sq ft $275 deposit"
2856,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1E,True,"$2,025 – $2,085",1,1,781,"1 bed, 1 bath, 781 sq ft $275 deposit"
2857,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom Loft A1AL,True,"$2,206",1,1,838,"1 bed, 1 bath, 838 sq ft $275 deposit"
2858,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1B,True,"$2,007",1,1,577,"1 bed, 1 bath, 577 sq ft $275 deposit"
2859,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2D,True,"$2,548 – $2,706",2,2,"1,177","2 beds, 2 baths, 1,177 sq ft $275 deposit"
2860,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2A,True,"$2,543 – $2,656",2,2,"1,080","2 beds, 2 baths, 1,080 sq ft $275 deposit"
2861,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2F,True,"$2,682 – $2,703",2,2,"1,227","2 beds, 2 baths, 1,227 sq ft $275 deposit"
2862,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2C,True,"$2,538 – $2,810",2,2,"1,168","2 beds, 2 baths, 1,168 sq ft $275 deposit"
2863,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Three Bedroom C2A,True,"$3,501",3,2,"1,384","3 beds, 2 baths, 1,384 sq ft $275 deposit"
2864,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1D,True,"$1,832 – $2,165",1,1,726,"1 bed, 1 bath, 726 sq ft $275 deposit"
2865,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom Loft A1BL,True,"$2,552",1,1,847,"1 bed, 1 bath, 847 sq ft $275 deposit"
2866,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom Loft A1EL,True,"$2,405",1,1,"1,019","1 bed, 1 bath, 1,019 sq ft $275 deposit"
2867,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1C,True,"$2,014",1,1,589,"1 bed, 1 bath, 589 sq ft $275 deposit"
2868,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1J,True,"$2,184",1,1,863,"1 bed, 1 bath, 863 sq ft $275 deposit"
2869,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1I,True,"$2,250",1,1,862,"1 bed, 1 bath, 862 sq ft $275 deposit"
2870,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1E,True,"$2,025 – $2,085",1,1,781,"1 bed, 1 bath, 781 sq ft $275 deposit"
2871,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom Loft A1AL,True,"$2,206",1,1,838,"1 bed, 1 bath, 838 sq ft $275 deposit"
2872,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1B,True,"$2,007",1,1,577,"1 bed, 1 bath, 577 sq ft $275 deposit"
2873,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2D,True,"$2,548 – $2,706",2,2,"1,177","2 beds, 2 baths, 1,177 sq ft $275 deposit"
2874,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2A,True,"$2,543 – $2,656",2,2,"1,080","2 beds, 2 baths, 1,080 sq ft $275 deposit"
2875,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2F,True,"$2,682 – $2,703",2,2,"1,227","2 beds, 2 baths, 1,227 sq ft $275 deposit"
2876,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2C,True,"$2,538 – $2,810",2,2,"1,168","2 beds, 2 baths, 1,168 sq ft $275 deposit"
2877,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Three Bedroom C2A,True,"$3,501",3,2,"1,384","3 beds, 2 baths, 1,384 sq ft $275 deposit"
2878,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Studio E1A,False,Call for Rent,0,1,655,"studio, 1 bath, 634 – 655 sq ft $275 deposit, not available"
2879,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1F,False,Call for Rent,1,1,811,"1 bed, 1 bath, 811 sq ft $275 deposit, not available"
2880,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom Loft A1CL,False,Call for Rent,1,1,"1,006","1 bed, 1 bath, 1,006 sq ft $275 deposit, not available"
2881,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1G,False,Call for Rent,1,1,843,"1 bed, 1 bath, 815 – 843 sq ft $275 deposit, not available"
2882,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom Loft A1DL,False,Call for Rent,1,1,"1,010","1 bed, 1 bath, 1,010 sq ft $275 deposit, not available"
2883,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1K,False,Call for Rent,1,1,869,"1 bed, 1 bath, 869 sq ft $275 deposit, not available"
2884,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1M,False,Call for Rent,1,1,917,"1 bed, 1 bath, 917 sq ft $275 deposit, not available"
2885,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2B,False,Call for Rent,2,2,"1,164","2 beds, 2 baths, 1,164 sq ft $275 deposit, not available"
2886,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2G,False,Call for Rent,2,2,"1,234","2 beds, 2 baths, 1,234 sq ft $275 deposit, not available"
2887,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom Loft B2AL,False,Call for Rent,2,2,"1,322","2 beds, 2 baths, 1,322 sq ft $275 deposit, not available"
2888,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2I,False,Call for Rent,2,2,"1,442","2 beds, 2 baths, 1,442 sq ft $275 deposit, not available"
2889,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2E,False,Call for Rent,2,2,"1,203","2 beds, 2 baths, 1,203 sq ft $275 deposit, not available"
2890,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2H,False,Call for Rent,2,2,"1,302","2 beds, 2 baths, 1,302 sq ft $275 deposit, not available"
2891,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom Loft B2CL,False,Call for Rent,2,2,"1,335","2 beds, 2 baths, 1,335 sq ft $275 deposit, not available"
2892,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom Loft B2CL,False,Call for Rent,2,2,"1,335","2 beds, 2 baths, 1,335 sq ft not available"
2893,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Three Bedroom C2B,False,Call for Rent,3,2,"1,490","3 beds, 2 baths, 1,490 sq ft $275 deposit, not available"
2894,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1F,False,Call for Rent,1,1,811,"1 bed, 1 bath, 811 sq ft $275 deposit, not available"
2895,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom Loft A1CL,False,Call for Rent,1,1,"1,006","1 bed, 1 bath, 1,006 sq ft $275 deposit, not available"
2896,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1G,False,Call for Rent,1,1,843,"1 bed, 1 bath, 815 – 843 sq ft $275 deposit, not available"
2897,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom Loft A1DL,False,Call for Rent,1,1,"1,010","1 bed, 1 bath, 1,010 sq ft $275 deposit, not available"
2898,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1K,False,Call for Rent,1,1,869,"1 bed, 1 bath, 869 sq ft $275 deposit, not available"
2899,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1M,False,Call for Rent,1,1,917,"1 bed, 1 bath, 917 sq ft $275 deposit, not available"
2900,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2B,False,Call for Rent,2,2,"1,164","2 beds, 2 baths, 1,164 sq ft $275 deposit, not available"
2901,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2G,False,Call for Rent,2,2,"1,234","2 beds, 2 baths, 1,234 sq ft $275 deposit, not available"
2902,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom Loft B2AL,False,Call for Rent,2,2,"1,322","2 beds, 2 baths, 1,322 sq ft $275 deposit, not available"
2903,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2I,False,Call for Rent,2,2,"1,442","2 beds, 2 baths, 1,442 sq ft $275 deposit, not available"
2904,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2E,False,Call for Rent,2,2,"1,203","2 beds, 2 baths, 1,203 sq ft $275 deposit, not available"
2905,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2H,False,Call for Rent,2,2,"1,302","2 beds, 2 baths, 1,302 sq ft $275 deposit, not available"
2906,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom Loft B2CL,False,Call for Rent,2,2,"1,335","2 beds, 2 baths, 1,335 sq ft $275 deposit, not available"
2907,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom Loft B2CL,False,Call for Rent,2,2,"1,335","2 beds, 2 baths, 1,335 sq ft not available"
2908,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Three Bedroom C2B,False,Call for Rent,3,2,"1,490","3 beds, 2 baths, 1,490 sq ft $275 deposit, not available"
2909,Sullivan Place,https://www.apartments.com/sullivan-place-alexandria-va/p87l93t/,"5575 Vincent Gate Ter, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Studio E1A,False,Call for Rent,0,1,655,"studio, 1 bath, 634 – 655 sq ft $275 deposit, not available"
2910,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Studio E1A,True,"$1,498",0,1,415,"studio, 1 bath, 415 sq ft $325 deposit"
2911,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1B,True,"$1,642 – $1,875",1,1,785,"1 bed, 1 bath, 785 sq ft $325 deposit"
2912,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom with Den A1BD,True,"$1,748 – $1,810",1,1,850,"1 bed, 1 bath, 850 sq ft $325 deposit"
2913,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1A,True,"$1,587 – $1,677",1,1,725,"1 bed, 1 bath, 725 sq ft $325 deposit"
2914,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom Townhome B2.5T,True,"$2,359 – $2,559",2,5,"1,140","2 beds, 2.5 baths, 1,140 sq ft $325 deposit"
2915,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B1B,True,"$1,878 – $2,042",2,1,920,"2 beds, 1 bath, 920 sq ft $325 deposit"
2916,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2B,True,"$2,389 – $2,665",2,2,"1,115","2 beds, 2 baths, 1,065 – 1,115 sq ft $325 deposit"
2917,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2B ADA,True,"$2,333",2,5,"1,115","2 beds, 1.5 baths, 1,115 sq ft $325 deposit"
2918,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2A,True,"$2,290 – $2,407",2,2,"1,065","2 beds, 2 baths, 1,065 sq ft $325 deposit"
2919,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Three Bedroom Townhome C2.5T,True,"$2,858 – $3,101",3,5,"1,380","3 beds, 2.5 baths, 1,380 sq ft $325 deposit"
2920,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Studio E1A,True,"$1,498",0,1,415,"studio, 1 bath, 415 sq ft $325 deposit"
2921,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1B,True,"$1,642 – $1,875",1,1,785,"1 bed, 1 bath, 785 sq ft $325 deposit"
2922,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom with Den A1BD,True,"$1,748 – $1,810",1,1,850,"1 bed, 1 bath, 850 sq ft $325 deposit"
2923,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1A,True,"$1,587 – $1,677",1,1,725,"1 bed, 1 bath, 725 sq ft $325 deposit"
2924,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom Townhome B2.5T,True,"$2,359 – $2,559",2,5,"1,140","2 beds, 2.5 baths, 1,140 sq ft $325 deposit"
2925,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B1B,True,"$1,878 – $2,042",2,1,920,"2 beds, 1 bath, 920 sq ft $325 deposit"
2926,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2B,True,"$2,389 – $2,665",2,2,"1,115","2 beds, 2 baths, 1,065 – 1,115 sq ft $325 deposit"
2927,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2B ADA,True,"$2,333",2,5,"1,115","2 beds, 1.5 baths, 1,115 sq ft $325 deposit"
2928,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B2A,True,"$2,290 – $2,407",2,2,"1,065","2 beds, 2 baths, 1,065 sq ft $325 deposit"
2929,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Three Bedroom Townhome C2.5T,True,"$2,858 – $3,101",3,5,"1,380","3 beds, 2.5 baths, 1,380 sq ft $325 deposit"
2930,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1C,False,Call for Rent,1,1,890,"1 bed, 1 bath, 890 sq ft $325 deposit, not available"
2931,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B1A,False,Call for Rent,2,1,850,"2 beds, 1 bath, 850 sq ft $325 deposit, not available"
2932,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B1C,False,Call for Rent,2,1,"1,005","2 beds, 1 bath, 1,005 sq ft $325 deposit, not available"
2933,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B1D,False,Call for Rent,2,1,"1,065","2 beds, 1 bath, 1,065 sq ft $325 deposit, not available"
2934,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",One Bedroom A1C,False,Call for Rent,1,1,890,"1 bed, 1 bath, 890 sq ft $325 deposit, not available"
2935,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B1A,False,Call for Rent,2,1,850,"2 beds, 1 bath, 850 sq ft $325 deposit, not available"
2936,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B1C,False,Call for Rent,2,1,"1,005","2 beds, 1 bath, 1,005 sq ft $325 deposit, not available"
2937,Arbor Park of Alexandria,https://www.apartments.com/arbor-park-of-alexandria-alexandria-va/f5x0n9t/,"6340 Wingate St, Alexandria, VA 22312","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Two Bedroom B1D,False,Call for Rent,2,1,"1,065","2 beds, 1 bath, 1,065 sq ft $325 deposit, not available"
2938,Lerner Springs at Reston,https://www.apartments.com/lerner-springs-at-reston-reston-va/w332dkl/,"12065-12065 Greywing Sq, Reston, VA 20191","['placard', 'placard-option-diamond', 'has-header', 'js-diamond']",Malibu Jr.,True,"$1,565 – $1,788",1,1,761,"1 bed, 1 bath, 761 sq ft $500 deposit"
