"","x"
"1",51.5195564732827
"2",56.6286383929725
"3",58.6248432536042
"4",64.1830550409611
"5",51.9625023306587
"6",73.4490702802457
"7",55.580669254468
"8",53.5885175771475
"9",50.9469905151897
"10",64.4127478228051
"11",57.3439953996752
"12",65.0433705331994
"13",73.2896309757708
"14",78.3883027776219
"15",85.9202432575547
"16",57.17907070178
"17",60.9388901702262
"18",68.4419322044997
"19",66.4786113667835
"20",77.4893596165962
"21",65.4649484774882
"22",57.4912430294325
"23",53.0979303061803
"24",61.8965455844452
"25",52.5470846119444
"26",58.4128829830592
"27",71.614906746947
"28",80.5995320895061
"29",64.9863417991193
"30",81.9697052173897
"31",67.2334579874474
"32",60.9008369474761
"33",50.155186245956
"34",61.1043405324874
"35",81.4516720965441
"36",61.024927336462
"37",65.3628983406619
"38",59.2061053482896
"39",79.5529852526269
"40",63.2355039887387
"41",62.2422431751268
"42",63.0258888108554
"43",50.1674549640355
"44",70.1655439515527
"45",60.1480885513174
"46",71.4341805516143
"47",62.0915539060488
"48",71.9325022186869
"49",62.9209350386184
"50",76.0293839384075
"51",67.2129731913525
"52",70.462836829086
"53",66.8757490433697
"54",64.9534946867637
"55",68.3737219425668
"56",65.1689981421117
"57",70.9287424622847
"58",62.192206110691
"59",69.5694530626417
"60",71.4506386690062
"61",66.3784900892833
"62",68.8734712320789
"63",84.7131488004708
"64",71.0917991130128
"65",56.3212493800029
"66",81.8458977723619
"67",78.3056380269582
"68",63.52596392838
"69",72.4974164878985
"70",77.8110308200774
"71",71.3986203963545
"72",66.374223299852
"73",76.5382652821805
"74",82.5935655729075
"75",75.6865039798898
"76",76.0872149939725
"77",76.6958955025928
"78",59.3234396212477
"79",67.0921514565424
"80",65.6815436759989
"81",80.2197776053479
"82",75.5820577046683
"83",76.9231628003322
"84",71.9304099005578
"85",73.8412340297747
"86",66.3544040236686
"87",57.832098662332
"88",71.1921076816842
"89",72.6544292434069
"90",48.2864713567562
"91",83.0785540723283
"92",73.728504207599
"93",72.4546856885676
"94",65.4674779305241
"95",73.2120582988687
"96",76.0269517303576
"97",83.4970394250323
"98",79.6625356470875
"99",70.4501130597646
"100",80.5167508578712
"101",70.0383426703084
"102",60.896410248307
"103",78.3654862295107
"104",77.8055621853266
"105",83.8148393533817
"106",74.5156955964448
"107",76.1470184715761
