"","x"
"1",48.2716079376871
"2",58.402905544333
"3",55.7447807390198
"4",61.8197514483938
"5",56.2170478208851
"6",73.4145306600553
"7",55.9700208685462
"8",58.1745555483384
"9",52.5414791644366
"10",67.0088448375459
"11",58.9063416047729
"12",60.257935682593
"13",68.6097893011323
"14",79.2737140528768
"15",86.7096210495109
"16",58.3333013615034
"17",62.2500629595657
"18",69.2322680971331
"19",64.2948026234584
"20",76.3583206294011
"21",63.7140871963118
"22",56.7083902969396
"23",53.6148606245844
"24",61.0851996126182
"25",51.2929240734835
"26",58.6261128440956
"27",74.193623377389
"28",80.7602182178324
"29",68.0680637487478
"30",83.4263833254586
"31",69.2320157052865
"32",60.4234927710507
"33",58.9399009472652
"34",62.3542814572442
"35",82.470431349085
"36",65.9612285712337
"37",63.0708477722117
"38",64.9093528300802
"39",74.1052010950492
"40",65.2187403783289
"41",65.428516230112
"42",62.4550424682705
"43",56.1330654106134
"44",63.8801285613381
"45",59.4609399062385
"46",71.0035941784529
"47",62.5873070706758
"48",71.2056190426232
"49",62.0733580788542
"50",73.0636050857976
"51",68.8678549936933
"52",68.2729345252134
"53",67.9359659597636
"54",64.2559804323032
"55",64.1534163532525
"56",66.3488162069568
"57",74.6964775495157
"58",64.5380134266398
"59",70.6338281330454
"60",74.0293552994482
"61",63.7270668216294
"62",66.703507867718
"63",85.6795502978854
"64",72.9309156761759
"65",60.3658041097278
"66",81.5247826594123
"67",76.9696738175004
"68",66.4163344876972
"69",80.4913258450196
"70",77.3700808394269
"71",71.9294001180358
"72",67.8970130651365
"73",75.534896815012
"74",83.4789768481621
"75",76.0952804342052
"76",74.347183433342
"77",76.8643210205024
"78",57.5855987200413
"79",70.1593175782761
"80",67.9311124482624
"81",82.5056456847433
"82",75.8373787831026
"83",76.059412719162
"84",70.9055644706936
"85",74.0346518828176
"86",67.2735811193641
"87",60.8531846823272
"88",73.7093252652426
"89",70.5663112405311
"90",50.7177381967751
"91",85.2674777337866
"92",72.6188743050233
"93",72.0380271001619
"94",65.616246885618
"95",73.963198861321
"96",73.6765810718914
"97",82.4210206159625
"98",77.2838565233797
"99",67.5737185995294
"100",79.953135994595
"101",66.76268812718
"102",63.6403853782739
"103",78.526172357837
"104",78.214338639642
"105",83.5701319069087
"106",75.6491517358012
"107",75.9006004107548
"108",77.0478688929133
"109",75.4315471082568
"110",68.0537513100229
"111",77.5132962671258
"112",73.0930172063716
"113",70.4261869170899
"114",79.8346965533085
"115",65.2748705900688
"116",76.7034874619215
"117",65.5246643880136
"118",72.0669761763792
"119",77.6347630905489
"120",71.5127366424734
"121",76.7091232480213
"122",69.1299963793775
"123",83.803308837093
"124",75.0388270942545
"125",76.6724084899488
"126",76.2581733218632
"127",71.1788888207773
"128",69.7702397718941
"129",75.133599807787
"130",74.0198099049138
"131",77.9731084534009
"132",46.6896648187548
"133",75.5440167671687
"134",59.3005143104105
"135",81.3295494928994
"136",66.7354233190708
"137",78.2174234735925
"138",71.0085779599243
"139",80.611127883709
"140",61.6703443693938
"141",72.1271770020087
"142",77.3002261279819
"143",72.26712071005
"144",69.084235801244
"145",63.0870890613159
"146",76.8418496689689
"147",76.7773083425232
"148",66.314652695669
"149",73.843693105488
"150",83.5218430520197
"151",77.8779899796417
"152",84.4900331433772
"153",76.2979604178725
"154",84.9817729144747
"155",81.5998619702486
"156",73.7194975482232
"157",78.3382096490527
"158",66.4903982234683
"159",79.7997562410298
"160",65.8735392859084
"161",65.4912968646569
"162",71.3612186971038
"163",78.3741540242576
"164",77.0160792566877
"165",73.2578179463862
"166",80.0133110436797
"167",74.3594725204429
"168",77.4185511700838
"169",82.6710389253805
"170",67.497191839809
"171",74.5589480079444
"172",76.6972887174848
"173",76.1056166788823
"174",82.8375838904152
"175",76.128543610837
"176",75.3659957912171
"177",75.371501704464
"178",69.9883425772443
"179",70.7683265532888
"180",74.9370269980819
"181",64.9708459349935
"182",43.7393830172715
"183",79.8837767861512
"184",74.5137654209181
"185",68.0546650599317
"186",72.6791835225397
"187",68.8890445161014
"188",77.908681537512
"189",64.8107877295377
"190",85.7430514601927
"191",67.8110944615801
"192",68.5979891264786
"193",64.4630825078153
"194",78.0886714635796
"195",77.8278165910996
"196",72.6450759092306
"197",68.2325020893484
"198",75.4813979827071
"199",67.7683887465292
"200",70.665746320142
"201",76.1633493981908
"202",76.6960169841086
"203",68.2267950242704
"204",81.4673095103113
"205",67.6726478799455
"206",76.577216150372
"207",67.8948708181599
"208",82.9347934316365
"209",73.4970056000756
"210",74.3715470101514
"211",67.4963945266382
"212",81.7784706869893
"213",73.990655167307
"214",80.6380621580747
"215",66.1951107791442
"216",69.4032395979816
"217",79.4879067711522
"218",56.7598186494173
"219",70.468190154689
"220",86.9191362733837
"221",72.1939798863355
"222",85.2751019858789
"223",73.2074827006239
"224",77.2110429649799
"225",78.0668301240242
"226",82.5118859823457
"227",83.0299629152236
"228",66.9261617268554
"229",83.8847694843307
"230",69.324770507399
"231",76.3679611447717
"232",77.2991919265869
"233",66.003687447282
"234",74.6229950895762
"235",78.1251095381414
"236",73.0185647324734
"237",72.7696599356533
"238",68.5337220542603
"239",70.2529715886306
"240",68.3829772975616
"241",70.6957573858889
"242",79.333401383397
"243",72.6079630327332
"244",70.2934088957934
"245",64.1767858714072
"246",82.3230757149152
"247",77.0801039223096
"248",78.2770774072508
"249",81.248189811968
"250",68.2629174282274
"251",71.9334029599497
"252",76.6343237267689
"253",74.7146681308864
"254",75.6559826722978
"255",63.953018281771
"256",73.2013940103322
"257",68.7074258545459
"258",81.3378317754115
"259",81.3109165621511
"260",79.4623949238242
"261",72.1702819209656
"262",66.0505988010764
"263",72.4823912690531
"264",66.7219695331065
"265",76.863200249021
"266",80.1789359419422
"267",77.8438462848327
"268",74.2897411920194
"269",78.3868486485678
"270",71.58690404583
"271",65.660771862345
"272",77.2895368257949
"273",81.5625125074082
"274",77.8797101129912
"275",76.3403317411168
"276",59.5866541450755
"277",82.2937228359498
"278",74.8765415915854
"279",81.2540048273516
"280",60.9656873738145
"281",76.087208604982
"282",77.0749773849082
"283",63.9840905132927
"284",84.2159360505235
"285",68.3618981070355
"286",77.0641990878406
"287",72.4516062190135
"288",69.5965256358775
"289",78.8890195830063
"290",70.0629520398459
"291",87.0705335119586
"292",63.6436607401686
"293",59.6845757496226
"294",76.8204112712561
"295",78.0471861211635
"296",77.6364437581112
"297",77.157737259534
"298",73.5768397641251
"299",76.8866647442355
"300",79.8832534016487
"301",66.5875820429014
"302",81.5717482724283
"303",70.9379716837577
"304",74.9151906295554
"305",75.1564990056501
"306",78.238043518516
"307",65.3260851202496
"308",83.5351461480021
"309",83.8524311130516
"310",67.9162594530051
