"","x"
"1",52.3549812666257
"2",58.6401466620194
"3",60.9083510184997
"4",66.1235172482232
"5",54.4765177916297
"6",75.1443919311983
"7",55.8972658563539
"8",56.8434933110771
"9",52.570134198802
"10",67.7330534236678
"11",59.146523273172
"12",66.6973806982023
"13",75.9688568409155
"14",81.301086420084
"15",88.6979559582091
"16",59.0632882801766
"17",62.7588882135757
"18",71.4462468306034
"19",67.6345656336244
"20",79.7547274758951
"21",67.0386221515564
"22",59.157667412246
"23",51.1876305675685
"24",60.8727425429657
"25",53.2021348555149
"26",58.7166964509276
"27",72.6266422350317
"28",83.0273758049123
"29",68.0328500965743
"30",82.7565943638494
"31",68.3565141351476
"32",63.322028579786
"33",52.094855214518
"34",61.5493350565553
"35",83.0492196927131
"36",64.3031280167346
"37",65.3723429185625
"38",62.6636088201157
"39",78.2579874978329
"40",67.3042489909405
"41",66.1637083309848
"42",63.8758046915287
"43",53.9554910018731
"44",71.0310667009747
"45",61.4532156897113
"46",72.2323562747295
"47",64.0034976492234
"48",72.7973405587494
"49",66.1139046176208
"50",76.4138485711295
"51",69.4500173132785
"52",69.2719452850503
"53",69.1594443228071
"54",65.7649502703292
"55",68.8795407713544
"56",66.159003546194
"57",72.8936038135955
"58",65.6084182160341
"59",73.1450177143225
"60",72.4623741570908
"61",64.6965665168012
"62",71.1119710720544
"63",87.3294673664911
"64",73.2813223841843
"65",58.3933963960792
"66",83.1031411156849
"67",77.9548136133143
"68",64.7228080330219
"69",80.8044377412157
"70",79.8531825956298
"71",72.4381906588991
"72",67.5907861722796
"73",77.4750468472985
"74",85.5063492153696
"75",77.9884293893907
"76",75.5942316290686
"77",78.1593594901008
"78",59.7482129589405
"79",69.36912792084
"80",70.7687166573949
"81",83.157944063287
"82",77.1871624763784
"83",79.7011174589547
"84",70.7270871526083
"85",75.7076588788387
"86",67.6967440712588
"87",59.7804353154778
"88",74.0361415241382
"89",74.4123898043225
"90",49.2614299853005
"91",86.47300632612
"92",75.4701235800429
"93",73.2675970026173
"94",68.1910361911209
"95",74.6528176281325
"96",76.9586921019952
"97",85.6563944579391
"98",79.5051384088273
"99",72.2122337541023
"100",82.3268044066628
"101",70.5674506340568
"102",64.0477493558607
"103",80.793329944917
"104",80.1074875948273
"105",86.2134667319637
"106",75.8869717715876
"107",77.4610507723973
"108",79.1293251250205
"109",78.0588470237551
"110",68.352618567426
"111",79.6702611263081
"112",71.8240407586395
"113",70.0913846545946
"114",77.8488788290999
"115",64.3498727910979
"116",78.0202521006293
"117",66.3589664457331
"118",75.7917765330719
"119",80.5833643023281
"120",73.5808791491621
"121",76.8730920553227
"122",70.5043674820564
"123",85.067497444306
"124",74.7788776932922
"125",75.5337232586425
"126",74.6770285549364
"127",73.058265099116
"128",68.772452714603
"129",75.7124511535635
"130",73.9305171118423
"131",77.5081950956431
"132",46.3478674364589
"133",76.8845721105135
"134",60.612477738888
"135",81.2834146411866
"136",66.6562806222555
"137",79.8048969590582
"138",75.6687066473199
"139",78.9273130155956
"140",59.4313841818736
"141",71.2669707420417
"142",79.8689967635951
"143",74.7361890545168
"144",70.3133030013317
"145",67.2392560348804
"146",76.8482984670785
"147",80.1018464811308
"148",69.7902154974585
"149",75.5346775933283
"150",84.6949423739489
"151",79.2281814906474
"152",87.1333679684325
"153",75.6827943244004
"154",86.8579026937975
"155",84.2907849265069
"156",73.7895896824242
"157",79.6421996721861
"158",69.4520154616095
"159",78.6480166562637
"160",67.544208743501
"161",67.2291967510401
"162",67.7573684518657
"163",83.8330864894877
"164",76.2136660826087
"165",74.6764997276162
"166",82.3952053965585
"167",75.999133929106
"168",77.1292843102368
"169",82.475774706798
"170",67.394447528173
"171",76.4131913435011
"172",73.7382580889189
"173",78.9945749676786
"174",87.0607813693047
"175",76.9321291891397
"176",78.1053641649824
"177",79.3973034421864
"178",70.8966275261801
"179",70.4567148167412
"180",78.4138006499386
"181",65.9169533856732
"182",42.8088267986288
"183",83.1723187282572
"184",75.5802030661346
"185",73.2254515638627
"186",73.3644482219487
"187",73.1111269187034
"188",79.5103828557409
"189",65.8453257754098
"190",87.3930233696521
"191",67.658145064517
"192",68.4716142965384
"193",63.2254897218596
"194",80.9289491400646
"195",77.4202866496998
"196",74.315898916409
"197",71.3155085764061
"198",78.3703562715034
"199",71.3615651999236
"200",70.0160253636247
"201",81.6826807698644
"202",78.8784356152889
"203",70.8763453143309
"204",83.6530510015338
"205",68.5185035446549
"206",75.9620500568999
"207",67.8648695642538
"208",84.39299853327
"209",74.9852084265389
"210",74.4249561855625
"211",69.0239090828036
"212",83.9799057987278
"213",72.2297235402975
"214",83.2814190533017
"215",68.1411615010271
"216",74.3354671572161
"217",82.96663414319
"218",60.0755654244406
"219",69.3930752489212
"220",88.915986907241
"221",73.4165927290021
"222",87.9935792401171
"223",74.007766162335
"224",80.7810808501139
"225",77.0349462833663
"226",81.543064940831
"227",83.8759480141866
"228",67.2149713637781
"229",84.216391407938
"230",71.1680093591597
"231",75.3596506292412
"232",76.2546456008507
"233",67.7763481502563
"234",74.9641490005488
"235",78.3175796480795
"236",74.3641339012943
"237",73.7723468131557
"238",68.100877230743
"239",69.4273393995457
"240",71.0925773520466
"241",74.5549461667707
"242",78.2034385926465
"243",74.9076118732238
"244",69.5962594906391
"245",63.1443858451915
"246",81.8030746021455
"247",79.5956545704052
"248",77.427101304727
"249",83.8291138703364
"250",69.0396617915848
"251",74.5360026234765
"252",77.2335210669684
"253",75.0322648340526
"254",75.1723590765275
"255",65.725891814386
"256",75.1923642105241
"257",68.5045547262246
"258",83.282507214168
"259",82.4483792900075
"260",83.7774479294683
"261",73.9213530561427
"262",66.4730934137182
"263",74.2334624042302
"264",66.4324309304645
"265",76.3978900346159
"266",82.9292902620979
"267",79.3049725577838
"268",78.624498885964
"269",76.7580915767385
"270",71.402523650875
"271",66.6068793130247
"272",79.8158846374698
"273",83.719712350668
"274",77.9112620553203
"275",77.8427053103398
"276",60.450998099325
"277",85.0521682219474
"278",76.6429816614894
"279",81.856662628531
"280",60.5075074424614
"281",75.5033263935348
"282",76.3168089850073
"283",72.93333334191
"284",84.5945248083171
"285",71.118482882961
"286",77.9849162093525
"287",72.3804767908731
"288",70.6446649499469
"289",80.057625456153
"290",75.1005905345684
"291",88.957721734443
"292",65.7706505587536
"293",63.4656835910412
"294",80.0821387223968
"295",79.9143108974175
"296",75.9682931199977
"297",79.2137571600321
"298",72.3528264255676
"299",77.1685054868107
"300",82.6336077218044
"301",68.2216658611376
"302",82.7581804919244
"303",73.8092665372263
"304",78.283650518891
"305",74.9100798029854
"306",77.7792484483442
"307",65.4313246001367
"308",85.2874545620759
"309",83.4106184288613
"310",68.4167845442824
"311",84.920581705729
"312",79.2202643569215
"313",82.0006011310102
"314",65.1895728575791
"315",80.0019158725606
"316",72.5409243496633
"317",74.0355444292134
"318",69.7764341093053
"319",80.7165602133787
"320",73.4531772741871
"321",80.4643554635929
"322",84.1841495180179
"323",83.1567453496309
"324",74.2906535792846
"325",77.344279211532
"326",81.683021273216
"327",72.3293275085299
"328",80.5757391744579
"329",84.2588379612937
"330",64.4143364500278
"331",78.021570752818
"332",74.693533963317
"333",78.3695649736646
"334",75.6901946341311
"335",71.8991258563311
"336",81.8181647126275
"337",77.9837933018626
"338",77.8076129031238
"339",88.7460006339415
"340",71.574867311356
"341",75.6309989575352
