"","X","Accees.to.Care","Education","Employment.Access","Labor.Force.Participation","Population.Density","Walkability","Spatial.Segregation","Income.Inequality","Affordability","Environmental","Food.Access","Townsend","Incarceration","Mobility","geoid"
"514",514,0.948,0.73,0.274,0.624,0.095,0.888,0.569,0.293,0.538,0.35,0.993,0.728,0.878147790079454,0.445,51740210900
"515",515,0.918,0.639,0.102,0.539,0.051,0.647,0.469,0.322,0.58,0.635,0.999,0.591,0.848539416757357,0.232,51650010602
"516",516,0.839,0.652,0.016,0.58,0.005,0.35,0.387,0.424,0.422,0.771,0.845,0.824,0.945116278601053,0.19,51193010401
"517",517,0.928,0.634,0.012,0.646,0.004,0.257,0.3,0.417,0.432,0.785,0.552,0.81,0.876716504654206,0.166,51165010801
"518",518,0.924,0.698,0.118,0.73,0.078,0.729,0.688,0.433,0.59,0.626,0.826,0.559,0.888223582366514,0.543,51650010315
"519",519,0.959,0.754,0.116,0.576,0.035,0.563,0.475,0.28,0.485,0.647,0.962,0.808,0.929832397516944,0.335,51003010603
"520",520,0.918,0.68,0.074,0.615,0.068,0.57,0.361,0.575,0.464,0.635,0.894,0.923,0.969038041460806,0.089,51710006602
"521",521,0.85,0.592,0.09,0.671,0.092,0.461,0.731,0.44,0.548,0.594,0.998,0.579,0.915843700134234,0.188,51840000101
"522",522,0.873,0.666,0.188,0.755,0.043,0.759,0.719,0.461,0.569,0.596,0.999,0.813,1.01208436605244,0.127,51810041002
"523",523,0.918,0.671,0.029,0.523,0.004,0.146,0.612,0.102,0.358,0.672,0.499,0.775,0.872288794735697,0.185,51590001200
"524",524,0.895,0.664,0.011,0.633,0.001,0.144,0.231,0.391,0.464,0.804,0.496,0.834,0.898972505930198,0.077,51079030102
"525",525,0.895,0.696,0.297,0.751,0.11,0.733,0.9,0.403,0.664,0.492,0.995,0.829,1.04175503894102,0.182,51510200600
"526",526,0.937,0.644,0.035,0.656,0.028,0.337,0.53,0.377,0.505,0.759,0.986,0.69,0.918321746805566,0.152,51820003300
"527",527,0.917,0.709,0.161,0.852,0.084,0.516,0.769,0.537,0.569,0.615,0.975,0.812,1.02655825602519,0.366,51087200411
"528",528,0.935,0.689,0.142,0.742,0.066,0.704,0.562,0.321,0.622,0.622,0.99,0.827,0.959379145923366,0.263,51683910201
"529",529,0.937,0.63,0.014,0.387,0.007,0.392,0.406,0.384,0.38,0.788,0.677,0.769,0.863933019462588,0.161,51195931200
"530",530,0.934,0.784,0.42,0.853,0.316,0.595,0.756,0.514,0.58,0.436,1,0.675,1.05189456222732,0.175,51013102702
"531",531,0.892,0.676,0.286,0.793,0.178,0.694,0.912,0.517,0.622,0.593,0.998,0.685,1.02342835536563,0.398,51059481000
"532",532,0.896,0.643,0.012,0.608,0.001,0.254,0.437,0.431,0.432,0.799,0.728,0.784,0.923220384859339,0.143,51171040700
"533",533,0.941,0.691,0.086,0.651,0.05,0.507,0.787,0.433,0.506,0.671,0.668,0.744,0.94800243017131,0.316,51650010306
"534",534,0.964,0.719,0.024,0.698,0.006,0.273,0.569,0.485,0.39,0.775,0.786,0.912,0.998359040916092,0.188,51093280107
"535",535,0.921,0.666,0.02,0.62,0.008,0.438,0.356,0.297,0.453,0.784,0.828,0.702,0.871095322158386,0.293,51720960100
"536",536,0.954,0.778,0.285,0.844,0.253,0.692,0.851,0.485,0.652,0.568,1,0.763,1.07908926795553,0.236,51059420502
"537",537,0.935,0.659,0.106,0.571,0.046,0.861,0.363,0.335,0.58,0.659,0.511,0.348,0.735106336859086,0.238,51650010601
"538",538,0.771,0.624,0.004,0.527,0,0.081,0.012,0.432,0.274,0.764,0.121,0.759,0.815005905488665,0.141,51105950400
"539",539,0.939,0.645,0.014,0.592,0.002,0.237,0.575,0.37,0.464,0.722,0.67,0.878,0.933067670859519,0.135,51033030300
"540",540,0.874,0.632,0.012,0.591,0.001,0.192,0.556,0.37,0.432,0.795,0.611,0.844,0.944157999719144,0.155,51109950202
"541",541,0.976,0.781,0.18,0.668,0.108,0.686,0.775,0.464,0.548,0.634,0.984,0.809,1.0364688425541,0.212,51059421102
"542",542,0.922,0.648,0.125,0.619,0.034,0.497,0.444,0.425,0.569,0.493,0.962,0.742,0.868447055574614,0.279,51087201104
"543",543,0.91,0.71,0.11,0.747,0.07,0.583,0.619,0.498,0.495,0.667,0.897,0.697,0.968034278136849,0.238,51650010311
"544",544,0.966,0.703,0.096,0.68,0.079,0.617,0.748,0.349,0.507,0.638,1,0.794,0.972510187344992,0.304,51710006606
"545",545,0.935,0.642,0.006,0.597,0.001,0.087,0.069,0.501,0.358,0.853,0.373,0.851,0.854265344670682,0.139,51173030702
"546",546,0.977,0.656,0.048,0.48,0.009,0.413,0.694,0.439,0.453,0.742,0.852,0.879,0.950222513885835,0.285,51800075401
"547",547,0.934,0.629,0.008,0.56,0.002,0.179,0.437,0.395,0.39,0.755,0.391,0.872,0.883355684507855,0.167,51143010200
"548",548,0.926,0.696,0.033,0.722,0.009,0.35,0.776,0.466,0.518,0.675,0.42,0.833,0.967990187093732,0.19,51700032400
"549",549,0.95,0.81,0.468,0.792,0.101,0.641,0.775,0.504,0.622,0.474,1,0.789,1.05855547498958,0.209,51059471204
"550",550,0.83,0.601,0.007,0.594,0,0.201,0.537,0.382,0.369,0.782,0.18,0.774,0.884765977441206,0.175,51081880200
"551",551,0.94,0.006,0,0.005,0,0.355,0.003,0.999,0.996,0.93,0.996,0.999,0.69563489873749,0,51019050102
"552",552,0.889,0.594,0.005,0.408,0.001,0.169,0.125,0.349,0.443,0.757,0.343,0.766,0.778708041342264,0.22,51169030200
"553",553,0.918,0.688,0.046,0.774,0.042,0.653,0.882,0.415,0.619,0.697,0.982,0.778,1.02044189282183,0.244,51153900804
"554",554,0.916,0.642,0.13,0.695,0.082,0.624,0.637,0.401,0.538,0.616,0.336,0.635,0.857627865337118,0.264,51550020002
"555",555,0.988,0.859,0.304,0.84,0.159,0.845,0.631,0.581,0.58,0.505,0.995,0.767,1.0157379112523,0.587,51510200705
"556",556,0.875,0.631,0.007,0.637,0,0.093,0.537,0.408,0.401,0.814,0.513,0.796,0.93518972204547,0.097,51175200500
"557",557,0.925,0.621,0.011,0.562,0.002,0.18,0.481,0.394,0.485,0.774,0.29,0.727,0.843887463213736,0.223,51067020200
"558",558,0.984,0.622,0.037,0.06,0.013,0.141,0.762,0.31,0.548,0.626,0.722,0.741,0.822010667333942,0.391,51149850100
"559",559,0.912,0.637,0.122,0.533,0.076,0.778,0.356,0.302,0.517,0.491,1,0.725,0.834516476520844,0.298,51740211900
"560",560,0.942,0.674,0.116,0.716,0.104,0.629,0.662,0.511,0.517,0.645,0.995,0.758,0.96637776399158,0.331,51810040801
"561",561,0.945,0.665,0.083,0.679,0.022,0.445,0.394,0.468,0.527,0.676,0.858,0.807,0.913683589282535,0.214,51770002800
"562",562,0.907,0.677,0.015,0.721,0.002,0.283,0.456,0.401,0.664,0.796,0.571,0.861,0.944181267357634,0.265,51187020602
"563",563,0.931,0.659,0.125,0.685,0.047,0.593,0.625,0.504,0.506,0.69,0.988,0.827,0.991524738127334,0.108,51700031602
"564",564,0.916,0.761,0.102,0.852,0.113,0.688,0.925,0.47,0.59,0.554,1,0.788,1.06061941978023,0.253,51059422101
"565",565,0.818,0.636,0.007,0.537,0.001,0.298,0.513,0.333,0.348,0.781,0.554,0.677,0.891200220141159,0.196,51025930203
"566",566,0.929,0.668,0.097,0.676,0.037,0.662,0.781,0.455,0.496,0.695,0.93,0.736,0.96521101296224,0.332,51770002302
"567",567,0.919,0.681,0.034,0.673,0.022,0.531,0.431,0.405,0.495,0.707,0.864,0.82,0.925709137379331,0.312,51031020401
"568",568,0.953,0.713,0.028,0.578,0.009,0.339,0.219,0.373,0.432,0.763,0.914,0.818,0.902126447549384,0.217,51191010501
"569",569,0.886,0.621,0.046,0.588,0.014,0.46,0.712,0.576,0.58,0.574,0.517,0.874,0.946697642101652,0.096,51041100407
"570",570,0.868,0.694,0.122,0.832,0.071,0.454,0.862,0.506,0.601,0.59,0.883,0.805,1.04595517212896,0.165,51153901602
"571",571,0.961,0.857,0.412,0.783,0.091,0.888,0.605,0.448,0.58,0.54,1,0.865,1.06481869532269,0.214,51510201804
"572",572,0.959,0.753,0.439,0.795,0.143,0.667,0.856,0.364,0.601,0.44,1,0.73,1.01726769050827,0.179,51013103100
"573",573,0.891,0.666,0.011,0.617,0.001,0.156,0.394,0.279,0.411,0.802,0.542,0.85,0.917553266559419,0.149,51109950102
"574",574,0.89,0.666,0.131,0.665,0.097,0.742,0.7,0.348,0.548,0.581,0.98,0.632,0.918061539643852,0.348,51710003100
"575",575,0.948,0.719,0.042,0.772,0.061,0.348,0.569,0.557,0.58,0.696,0.984,0.893,1.01819247252929,0.257,51179010214
"576",576,0.94,0.73,0.053,0.697,0.036,0.748,0.674,0.341,0.485,0.697,0.886,0.747,0.942451153593355,0.497,51680001603
"577",577,0.866,0.6,0.009,0.459,0.005,0.148,0.081,0.214,0.39,0.797,0.278,0.861,0.809657631247961,0.131,51185020500
"578",578,0.882,0.719,0.329,0.807,0.094,0.766,0.869,0.478,0.59,0.442,0.79,0.816,1.0244350711413,0.256,51059452600
"579",579,0.914,0.641,0.011,0.574,0.001,0.155,0.162,0.394,0.443,0.782,0.274,0.795,0.833152560621602,0.087,51121021400
"580",580,0.938,0.75,0.091,0.703,0.093,0.688,0.7,0.435,0.517,0.557,0.982,0.819,0.973907945806114,0.538,51710001500
"581",581,0.926,0.696,0.049,0.679,0.043,0.577,0.806,0.442,0.601,0.672,0.839,0.839,1.00146386753104,0.269,51179010215
"582",582,0.929,0.728,0.15,0.791,0.119,0.68,0.911,0.524,0.6,0.609,0.989,0.891,1.0815682181031,0.265,51107611300
"583",583,0.951,0.699,0.145,0.65,0.054,0.502,0.7,0.408,0.453,0.658,0.99,0.787,0.977690733305158,0.233,51810045801
"584",584,0.945,0.639,0.137,0.63,0.062,0.665,0.232,0.296,0.569,0.508,0.604,0.555,0.749907164099432,0.155,51550020200
"585",585,0.92,0.654,0.011,0.619,0,0.11,0.544,0.282,0.295,0.783,0.458,0.894,0.937535313268402,0.041,51057950600
"586",586,0.897,0.646,0.088,0.626,0.05,0.696,0.373,0.406,0.549,0.639,0.595,0.729,0.865861902276672,0.169,51650011900
"587",587,0.871,0.621,0.007,0.275,0.004,0.232,0.525,0.344,0.306,0.765,0.494,0.704,0.842595655165351,0.262,51105950302
"588",588,0.961,0.688,0.114,0.732,0.063,0.357,0.644,0.445,0.474,0.561,0.9,0.845,0.96516280328881,0.177,51740210300
"589",589,0.915,0.708,0.069,0.745,0.082,0.364,0.756,0.445,0.569,0.712,0.616,0.754,0.974928933793786,0.374,51087200123
"590",590,0.943,0.751,0.102,0.705,0.061,0.778,0.544,0.363,0.495,0.568,0.973,0.767,0.947202554700692,0.246,51740210400
"591",591,0.892,0.668,0.186,0.74,0.038,0.363,0.838,0.502,0.569,0.587,0.989,0.85,1.04030537274085,0.103,51107611502
"592",592,0.914,0.705,0.133,0.65,0.076,0.625,0.569,0.409,0.517,0.715,0.966,0.793,0.969559683092994,0.405,51700031702
"593",593,0.94,0.744,0.162,0.73,0.059,0.601,0.706,0.48,0.474,0.635,0.965,0.836,1.02332148144065,0.223,51550020813
"594",594,0.977,0.784,0.242,0.758,0.048,0.79,0.75,0.441,0.517,0.603,0.994,0.831,1.03302593176249,0.214,51600300300
"595",595,0.942,0.713,0.032,0.575,0.002,0.274,0.513,0.317,0.506,0.765,0.846,0.88,0.964612773396302,0.182,51199051000
"596",596,0.918,0.724,0.101,0.667,0.087,0.631,0.6,0.182,0.58,0.634,0.812,0.643,0.905837782833614,0.263,51710001700
"597",597,0.867,0.628,0.075,0.762,0.095,0.429,0.881,0.556,0.601,0.68,0.547,0.735,0.980184623313638,0.317,51153900409
"598",598,0.943,0.687,0.087,0.649,0.047,0.932,0.469,0.441,0.548,0.62,0.992,0.833,0.933089051562907,0.281,51680000801
"599",599,0.903,0.644,0.021,0.584,0.005,0.287,0.35,0.355,0.422,0.807,0.601,0.767,0.867604091035502,0.358,51171040501
"600",600,0.904,0.656,0.011,0.625,0.001,0.126,0.581,0.341,0.464,0.786,0.333,0.745,0.902391496858175,0.113,51181860100
"601",601,0.955,0.736,0.091,0.788,0.042,0.637,0.919,0.503,0.58,0.569,0.987,0.766,1.01830138433236,0.247,51059422102
"602",602,0.892,0.635,0.163,0.738,0.108,0.33,0.812,0.502,0.58,0.604,0.992,0.858,1.04036168180146,0.074,51107611400
"603",603,0.943,0.69,0.032,0.677,0.018,0.304,0.507,0.366,0.57,0.633,0.664,0.73,0.879525676403123,0.296,51730811000
"604",604,0.868,0.678,0.239,0.735,0.257,0.645,0.85,0.42,0.675,0.458,0.95,0.704,1.01813955994501,0.103,51059452301
"605",605,0.962,0.834,0.422,0.853,0.23,0.931,0.606,0.504,0.559,0.398,0.998,0.776,1.01426070096712,0.483,51510201601
"606",606,0.975,0.772,0.073,0.567,0.008,0.568,0.419,0.358,0.485,0.72,0.921,0.828,0.94576548266031,0.238,51003010502
"607",607,0.97,0.805,0.1,0.65,0.058,0.303,0.587,0.48,0.474,0.64,0.956,0.935,1.04485210540998,0.121,51107611202
"608",608,0.879,0.644,0.019,0.458,0.003,0.241,0.562,0.295,0.327,0.748,0.576,0.747,0.895740800305393,0.105,51083930601
"609",609,0.932,0.715,0.079,0.745,0.023,0.533,0.804,0.528,0.434,0.692,0.744,0.665,0.976272451572558,0.16,51650010304
"610",610,0.904,0.836,0.387,0.921,0.233,0.718,0.719,0.501,0.601,0.283,1,0.8,1.05481994189121,0.335,51013102904
"611",611,0.914,0.644,0.016,0.584,0.005,0.282,0.344,0.4,0.337,0.728,0.722,0.721,0.858178204879443,0.23,51089011100
"612",612,0.972,0.829,0.529,0.899,0.16,0.884,0.519,0.518,0.622,0.363,1,0.815,1.00769884593292,0.409,51013101401
"613",613,0.904,0.68,0.155,0.801,0.084,0.292,0.625,0.472,0.538,0.535,0.863,0.739,0.951532418053077,0.243,51087200600
"614",614,0.821,0.641,0.015,0.529,0.005,0.375,0.081,0.368,0.38,0.793,0.69,0.892,0.899509495508131,0.142,51185021000
"615",615,0.953,0.68,0.1,0.759,0.071,0.373,0.669,0.445,0.654,0.609,0.985,0.759,0.963599892966598,0.213,51107610603
"616",616,0.924,0.659,0.028,0.636,0.013,0.336,0.544,0.338,0.506,0.737,0.84,0.86,0.954224933637998,0.132,51009010504
"617",617,0.909,0.666,0.127,0.64,0.092,0.716,0.67,0.399,0.506,0.622,0.901,0.77,0.956273071356317,0.233,51710006000
"618",618,0.922,0.769,0.116,0.721,0.08,0.739,0.775,0.401,0.538,0.642,0.97,0.895,1.07410523300796,0.062,51059432000
"619",619,0.929,0.733,0.244,0.813,0.131,0.665,0.85,0.472,0.601,0.499,0.995,0.739,1.0182486295256,0.264,51059420600
"620",620,0.913,0.788,0.329,0.753,0.135,0.793,0.825,0.42,0.601,0.479,0.995,0.839,1.06352269436458,0.242,51510200802
"621",621,0.957,0.717,0.137,0.715,0.049,0.699,0.719,0.437,0.506,0.648,0.983,0.824,0.991176706341879,0.333,51550020912
"622",622,0.946,0.696,0.047,0.646,0.007,0.62,0.3,0.35,0.443,0.734,0.869,0.775,0.890252986028514,0.248,51121020802
"623",623,0.891,0.698,0.051,0.765,0.075,0.569,0.875,0.446,0.58,0.644,0.965,0.752,1.01323524547284,0.341,51153901016
"624",624,0.899,0.674,0.103,0.585,0.062,0.574,0.394,0.358,0.548,0.674,0.909,0.681,0.895394479765452,0.174,51650010400
"625",625,0.931,0.569,0.005,0.352,0.001,0.129,0.069,0.306,0.232,0.789,0.13,0.879,0.766684991164234,0.065,51027010200
"626",626,0.921,0.75,0.147,0.804,0.051,0.845,0.462,0.401,0.506,0.66,0.944,0.843,0.99692326468687,0.162,51540000302
"627",627,0.945,0.692,0.041,0.667,0.078,0.612,0.731,0.433,0.527,0.684,0.969,0.739,0.964657448504396,0.321,51700032228
"628",628,0.966,0.7,0.051,0.747,0.044,0.33,0.737,0.554,0.506,0.697,0.864,0.83,0.99259684850575,0.353,51041100934
"629",629,0.994,0.899,0.727,0.946,0.383,0.998,0.551,0.456,0.549,0.358,0.998,0.824,1.08844518304957,0.364,51013101801
"630",630,0.92,0.713,0.06,0.63,0.025,0.719,0.644,0.295,0.517,0.718,0.992,0.728,0.958565882811162,0.208,51680000204
"631",631,0.906,0.774,0.207,0.656,0.06,0.614,0.549,0.172,0.537,0.461,0.586,0.663,0.869602672538276,0.348,51760010402
"632",632,0.904,0.705,0.1,0.76,0.105,0.463,0.621,0.385,0.517,0.659,0.986,0.828,0.998489285810525,0.328,51810044808
"633",633,0.885,0.613,0.046,0.514,0.017,0.327,0.625,0.28,0.401,0.682,0.682,0.665,0.866999100146716,0.177,51690000100
"634",634,0.797,0.631,0.009,0.416,0.001,0.25,0.544,0.353,0.348,0.79,0.081,0.722,0.869808258620601,0.188,51135000300
"635",635,0.923,0.717,0.236,0.736,0.048,0.577,0.85,0.542,0.538,0.538,0.997,0.895,1.06128410613038,0.115,51059430700
"636",636,0.924,0.671,0.097,0.609,0.052,0.755,0.35,0.455,0.506,0.625,0.998,0.913,0.948232928058305,0.137,51770000400
"637",637,0.95,0.671,0.051,0.561,0.011,0.328,0.619,0.427,0.548,0.68,0.922,0.795,0.926189586775781,0.353,51085320601
"638",638,0.82,0.631,0.009,0.532,0.001,0.218,0.019,0.301,0.337,0.802,0.465,0.868,0.855131747510563,0.156,51185020400
"639",639,0.957,0.854,0.398,0.736,0.124,0.654,0.575,0.45,0.464,0.484,1,0.915,1.06510991860612,0.189,51510201100
"640",640,0.911,0.71,0.091,0.701,0.085,0.652,0.531,0.387,0.506,0.691,0.855,0.64,0.92228493929494,0.28,51650011600
"641",641,0.958,0.754,0.121,0.795,0.037,0.24,0.731,0.533,0.59,0.581,0.943,0.855,1.01921997924965,0.305,51107611101
"642",642,0.969,0.799,0.097,0.813,0.045,0.36,0.825,0.564,0.517,0.652,0.992,0.904,1.07951210238563,0.344,51107611032
"643",643,0.845,0.679,0.006,0.646,0,0.145,0.244,0.269,0.358,0.882,0.429,0.862,0.922613746467168,0.157,51017920102
"644",644,0.948,0.7,0.032,0.708,0.011,0.381,0.462,0.565,0.538,0.677,0.915,0.816,0.942336146639473,0.325,51730811100
"645",645,0.814,0.6,0.006,0.439,0.001,0.157,0.1,0.342,0.358,0.81,0.236,0.796,0.82191144943358,0.109,51185020302
"646",646,0.936,0.799,0.349,0.765,0.124,0.358,0.756,0.401,0.58,0.517,0.985,0.782,1.04677843644286,0.191,51059471303
"647",647,0.977,0.749,0.048,0.638,0.012,0.325,0.569,0.277,0.401,0.718,0.825,0.86,0.966734786494599,0.148,51041100928
"648",648,0.949,0.847,0.354,0.854,0.124,0.805,0.806,0.569,0.601,0.417,0.981,0.8,1.05993544051325,0.375,51059461605
"649",649,0.924,0.786,0.285,0.842,0.145,0.84,0.894,0.49,0.611,0.603,0.996,0.746,1.06697760337565,0.418,51059491706
"650",650,0.975,0.797,0.291,0.895,0.128,0.823,0.819,0.505,0.633,0.597,0.99,0.774,1.04650986726662,0.484,51059491703
"651",651,0.972,0.86,0.289,0.711,0.127,0.797,0.35,0.234,0.59,0.377,1,0.853,0.947067712603028,0.325,51510202002
"652",652,0.975,0.689,0.051,0.472,0.04,0.373,0.444,0.381,0.633,0.692,0.962,0.787,0.903699334780639,0.234,51177020109
"653",653,0.928,0.667,0.11,0.63,0.023,0.756,0.531,0.344,0.548,0.139,0.996,0.722,0.815391418059833,0.156,51087201406
"654",654,0.927,0.691,0.016,0.715,0.004,0.178,0.206,0.472,0.601,0.783,0.623,0.91,0.936285259462041,0.105,51187020101
"655",655,0.879,0.675,0.13,0.642,0.027,0.545,0.9,0.367,0.643,0.647,0.892,0.708,0.98812074124027,0.205,51153900403
"656",656,0.973,0.791,0.097,0.828,0.059,0.807,0.919,0.551,0.517,0.597,1,0.923,1.09319111254492,0.241,51153900502
"657",657,0.931,0.601,0.011,0.608,0.002,0.188,0.244,0.386,0.411,0.799,0.486,0.797,0.835541845803501,0.225,51165010900
"658",658,0.959,0.877,0.658,0.787,0.118,0.814,0.381,0.514,0.432,0.442,0.998,0.917,1.05899138582772,0.22,51013101900
"659",659,0.899,0.606,0.005,0.496,0.001,0.213,0.002,0.442,0.285,0.806,0.39,0.865,0.824694785043539,0.084,51195930800
"660",660,0.911,0.707,0.064,0.62,0.04,0.596,0.587,0.427,0.517,0.665,0.62,0.827,0.938418963504354,0.351,51680000802
"661",661,0.954,0.639,0.01,0.553,0.001,0.259,0.462,0.391,0.527,0.808,0.812,0.807,0.915512627067403,0.128,51183870400
"662",662,0.946,0.784,0.157,0.729,0.125,0.772,0.719,0.391,0.453,0.603,0.988,0.812,1.01829369083808,0.361,51710002800
"663",663,0.94,0.713,0.022,0.683,0.001,0.338,0.481,0.183,0.611,0.754,0.683,0.918,0.959457745222212,0.093,51061930101
"664",664,0.946,0.68,0.084,0.695,0.021,0.332,0.45,0.418,0.527,0.447,0.635,0.793,0.86916422763775,0.103,51087201504
"665",665,0.901,0.621,0.008,0.422,0.002,0.218,0.187,0.267,0.369,0.796,0.449,0.764,0.807309524140445,0.19,51195931500
"666",666,0.956,0.729,0.096,0.78,0.12,0.607,0.938,0.635,0.39,0.689,1,0.878,1.09570074861175,0.238,51810046219
"667",667,0.809,0.698,0.009,0.581,0.006,0.331,0.219,0.354,0.306,0.848,0.789,0.853,0.961690704086279,0.128,51001090102
"668",668,0.905,0.693,0.049,0.725,0.113,0.613,0.625,0.417,0.527,0.436,0.956,0.715,0.925899745379427,0.181,51710000500
"669",669,0.96,0.781,0.121,0.816,0.172,0.903,0.862,0.616,0.611,0.645,1,0.862,1.0910700011299,0.378,51059432201
"670",670,0.953,0.743,0.203,0.529,0.072,0.542,0.806,0.389,0.538,0.53,0.913,0.718,0.969692177505726,0.112,51059431602
"671",671,0.856,0.657,0.009,0.551,0.002,0.221,0.569,0.365,0.348,0.835,0.205,0.807,0.933714043819476,0.024,51001090500
"672",672,0.869,0.637,0.008,0.63,0,0.031,0.512,0.432,0.527,0.81,0.282,0.836,0.929845346844835,0.107,51029930101
"673",673,0.863,0.662,0.039,0.624,0.035,0.615,0.634,0.497,0.567,0.667,0.932,0.607,0.928016872882844,0.187,51820003100
"674",674,0.919,0.671,0.011,0.526,0.002,0.267,0.106,0.34,0.264,0.804,0.618,0.885,0.879329628310524,0.08,51167030404
"675",675,0.885,0.666,0.014,0.598,0.001,0.255,0.531,0.448,0.348,0.775,0.566,0.879,0.965723463331204,0.069,51193010200
"676",676,0.814,0.6,0.006,0.439,0.001,0.157,0.1,0.342,0.358,0.808,0.236,0.796,0.82151797348003,0.109,51185020301
"677",677,0.932,0.661,0.291,0.422,0.088,0.628,0.431,0.364,0.517,0.489,0.59,0.613,0.775116478042288,0.587,51710004700
"678",678,0.931,0.75,0.108,0.66,0.013,0.435,0.706,0.427,0.559,0.654,0.937,0.818,1.01452072163498,0.115,51059490104
"679",679,0.964,0.719,0.024,0.698,0.006,0.273,0.569,0.485,0.39,0.769,0.786,0.912,0.997178613055443,0.188,51093280108
"680",680,0.897,0.61,0.137,0.61,0.048,0.717,0.419,0.481,0.569,0.56,0.845,0.759,0.868823611009074,0.304,51770002700
"681",681,0.927,0.658,0.01,0.561,0.002,0.262,0.419,0.346,0.432,0.78,0.55,0.853,0.911926944261784,0.062,51011040102
"682",682,0.934,0.787,0.26,0.832,0.043,0.638,0.88,0.546,0.58,0.595,1,0.678,1.02544469446529,0.459,51059482506
"683",683,0.876,0.656,0.011,0.51,0.001,0.185,0.519,0.308,0.485,0.787,0.274,0.777,0.899071754652461,0.035,51193010101
"684",684,0.914,0.661,0.008,0.597,0.001,0.175,0.219,0.413,0.306,0.789,0.51,0.861,0.891239881641888,0.077,51035080401
"685",685,0.917,0.687,0.027,0.686,0.011,0.382,0.769,0.484,0.496,0.676,0.768,0.761,0.967464172362449,0.253,51149850301
"686",686,0.839,0.652,0.016,0.58,0.005,0.35,0.387,0.424,0.422,0.756,0.845,0.824,0.942165208949432,0.19,51193010402
"687",687,0.984,0.741,0.027,0.706,0.013,0.322,0.688,0.465,0.411,0.761,0.955,0.855,1.01770006964274,0.173,51800075406
"688",688,0.934,0.669,0.008,0.583,0.002,0.323,0.181,0.202,0.306,0.799,0.673,0.794,0.847002930455988,0.203,51195931400
"689",689,0.883,0.689,0.261,0.825,0.108,0.86,0.825,0.443,0.548,0.573,0.999,0.751,1.03036442216919,0.175,51059480901
"690",690,0.936,0.678,0.057,0.64,0.042,0.631,0.294,0.45,0.495,0.646,0.992,0.827,0.913816187219069,0.17,51161031102
"691",691,0.96,0.704,0.036,0.716,0.039,0.294,0.656,0.574,0.422,0.717,0.828,0.93,1.03177807597789,0.059,51700032211
"692",692,0.905,0.634,0.017,0.655,0.001,0.213,0.544,0.459,0.622,0.759,0.564,0.795,0.933205516965117,0.058,51047930400
"693",693,0.968,0.84,0.048,0.594,0.019,0.472,0.412,0.199,0.369,0.749,0.68,0.838,0.940335937259309,0.365,51121020600
"694",694,0.963,0.851,0.415,0.798,0.159,0.827,0.431,0.423,0.611,0.523,0.999,0.863,1.0424423666492,0.185,51510201400
"695",695,0.949,0.659,0.057,0.642,0.036,0.783,0.344,0.407,0.548,0.68,0.997,0.742,0.87227668521255,0.37,51161031101
"696",696,0.928,0.676,0.054,0.656,0.028,0.27,0.656,0.405,0.495,0.663,0.836,0.844,0.973167258891866,0.118,51041100819
"697",697,0.944,0.695,0.068,0.628,0.034,0.323,0.762,0.388,0.476,0.602,0.97,0.868,0.998723381353454,0.088,51041100804
"698",698,0.908,0.729,0.093,0.809,0.092,0.661,0.956,0.503,0.601,0.619,0.925,0.773,1.05419355215992,0.244,51153900701
"699",699,0.974,0.832,0.303,0.788,0.116,0.779,0.711,0.417,0.537,0.508,0.999,0.869,1.05984266119171,0.168,51610500200
"700",700,0.96,0.862,0.153,0.534,0.044,0.751,0.469,0.185,0.401,0.665,0.982,0.811,0.957375422587319,0.472,51540000700
"701",701,0.931,0.711,0.317,0.692,0.041,0.606,0.931,0.358,0.517,0.467,0.956,0.809,1.01816624581228,0.063,51059420100
"702",702,0.95,0.731,0.037,0.753,0.043,0.288,0.831,0.396,0.548,0.685,0.771,0.831,1.02156029605041,0.13,51153900905
"703",703,0.907,0.693,0.127,0.799,0.089,0.465,0.931,0.486,0.537,0.622,0.991,0.874,1.07485568834937,0.173,51107611205
"704",704,0.948,0.678,0.037,0.695,0.02,0.258,0.694,0.515,0.453,0.738,0.869,0.792,0.979823490366697,0.206,51800075205
"705",705,0.944,0.723,0.086,0.764,0.059,0.629,0.856,0.429,0.464,0.631,0.994,0.869,1.04337202863329,0.191,51710006605
"706",706,0.929,0.692,0.069,0.735,0.061,0.224,0.806,0.435,0.559,0.67,0.799,0.768,0.99690102907701,0.15,51153900702
"707",707,0.976,0.83,0.282,0.825,0.07,0.75,0.844,0.512,0.559,0.584,0.998,0.88,1.09930760083969,0.192,51059461202
"708",708,0.944,0.825,0.423,0.703,0.089,0.698,0.819,0.445,0.485,0.488,0.891,0.845,1.07103891463248,0.108,51059460503
"709",709,0.92,0.656,0.103,0.645,0.065,0.609,0.506,0.458,0.527,0.641,0.947,0.787,0.93878457491277,0.173,51740211600
"710",710,0.923,0.706,0.16,0.86,0.119,0.69,0.769,0.445,0.569,0.62,0.99,0.741,0.995531995747936,0.457,51810045606
"711",711,0.961,0.71,0.042,0.695,0.008,0.429,0.294,0.434,0.306,0.634,0.842,0.765,0.837167802892052,0.715,51650011100
"712",712,0.934,0.66,0.012,0.601,0,0.071,0.425,0.369,0.453,0.776,0.54,0.86,0.905724204128759,0.216,51033030202
