"","X","Accees.to.Care","Education","Employment.Access","Labor.Force.Participation","Population.Density","Walkability","Spatial.Segregation","Income.Inequality","Affordability","Environmental","Food.Access","Townsend","Incarceration","Mobility","geoid"
"1774",1774,0.906,0.662,0.014,0.644,0.002,0.184,0.512,0.325,0.411,0.776,0.564,0.843,0.928702741510994,0.188,51031020101
"1775",1775,0.967,0.794,0.167,0.683,0.075,0.791,0.637,0.476,0.506,0.612,0.994,0.924,1.05657812233797,0.06,51059430801
"1776",1776,0.969,0.68,0.028,0.562,0.003,0.17,0.35,0.493,0.401,0.726,0.719,0.905,0.924187315824505,0.105,51161030300
"1777",1777,0.975,0.772,0.073,0.567,0.008,0.568,0.419,0.358,0.485,0.742,0.921,0.828,0.950093718149354,0.238,51003010501
"1778",1778,0.98,0.776,0.015,0.702,0.008,0.325,0.362,0.457,0.422,0.778,0.892,0.933,0.996762322947722,0.161,51003011101
"1779",1779,0.888,0.633,0.007,0.555,0,0.221,0.469,0.34,0.285,0.791,0.346,0.781,0.884744312324311,0.075,51037930102
"1780",1780,0.975,0.712,0.036,0.64,0.032,0.357,0.737,0.408,0.401,0.751,0.877,0.895,1.01354857333889,0.155,51650010103
"1781",1781,0.992,0.86,0.114,0.543,0.005,0.202,0.456,0.333,0.264,0.641,0.916,0.936,1.00530174793321,0.105,51059480100
"1782",1782,0.978,0.728,0.017,0.657,0.001,0.223,0.45,0.418,0.38,0.776,0.706,0.949,0.979975422542248,0.079,51075400200
"1783",1783,0.924,0.716,0.067,0.662,0.048,0.687,0.525,0.475,0.432,0.71,0.965,0.837,0.991617239628144,0.147,51740213002
"1784",1784,0.718,0.664,0.009,0.627,0.001,0.231,0.469,0.389,0.306,0.852,0.458,0.907,1.01965634969215,0.07,51001090201
"1785",1785,0.995,0.823,0.147,0.645,0.078,0.54,0.656,0.513,0.432,0.63,0.995,0.952,1.06771527910794,0.13,51059431900
"1786",1786,0.947,0.67,0.013,0.697,0.001,0.152,0.25,0.493,0.316,0.795,0.761,0.919,0.942798180924054,0.074,51800075405
"1787",1787,0.971,0.771,0.21,0.792,0.036,0.284,0.731,0.548,0.348,0.595,0.998,0.886,1.05192481254837,0.185,51059491705
"1788",1788,0.95,0.665,0.017,0.585,0.002,0.127,0.162,0.34,0.411,0.751,0.675,0.901,0.874151306174046,0.184,51023040502
"1789",1789,0.974,0.778,0.21,0.502,0.094,0.596,0.756,0.471,0.453,0.644,0.997,0.8,1.00891578780838,0.336,51059440505
"1790",1790,0.978,0.765,0.051,0.597,0.027,0.487,0.694,0.475,0.548,0.676,0.995,0.949,1.03977061438683,0.162,51153901012
"1791",1791,0.986,0.814,0.085,0.753,0.047,0.286,0.781,0.561,0.39,0.653,0.982,0.93,1.09159687042165,0.113,51107611208
"1792",1792,0.865,0.661,0.132,0.665,0.068,0.562,0.737,0.362,0.559,0.611,0.97,0.631,0.945284368304364,0.206,51087200152
"1793",1793,0.977,0.804,0.3,0.715,0.056,0.548,0.719,0.494,0.453,0.544,0.982,0.943,1.07054586260203,0.108,51059451300
"1794",1794,0.993,0.844,0.098,0.702,0.055,0.531,0.369,0.552,0.401,0.658,0.96,0.968,1.03576767221387,0.14,51059415800
"1795",1795,0.929,0.675,0.012,0.717,0.001,0.094,0.131,0.454,0.327,0.828,0.703,0.856,0.914060333144262,0.08,51069050401
"1796",1796,0.974,0.836,0.089,0.609,0.027,0.427,0.556,0.386,0.422,0.641,0.91,0.884,1.01649487982352,0.098,51059416100
"1797",1797,0.984,0.851,0.172,0.729,0.049,0.39,0.538,0.368,0.39,0.626,0.938,0.966,1.05965941195532,0.057,51059482001
"1798",1798,0.929,0.635,0.009,0.587,0.001,0.166,0.362,0.324,0.369,0.764,0.458,0.847,0.876044900202023,0.108,51031020600
"1799",1799,0.916,0.682,0.198,0.72,0.082,0.732,0.675,0.516,0.432,0.668,0.689,0.876,1.00492770672266,0.198,51810046010
"1800",1800,0.988,0.783,0.362,0.731,0.058,0.704,0.681,0.418,0.639,0.572,0.95,0.812,1.00966999414766,0.239,51059482205
"1801",1801,0.791,0.641,0.006,0.416,0,0.145,0.256,0.422,0.391,0.838,0.55,0.841,0.910577387881237,0.231,51021040100
"1802",1802,0.958,0.736,0.103,0.696,0.046,0.532,0.288,0.419,0.337,0.698,0.978,0.945,0.980781487026548,0.104,51810042202
"1803",1803,0.977,0.826,0.187,0.619,0.047,0.633,0.439,0.275,0.427,0.581,0.981,0.888,0.960244646210352,0.417,51760050500
"1804",1804,0.978,0.719,0.05,0.713,0.046,0.301,0.281,0.499,0.369,0.734,0.991,0.931,0.974562100066407,0.133,51550021012
"1805",1805,0.967,0.834,0.422,0.864,0.118,0.876,0.5,0.505,0.538,0.524,1,0.894,1.05663301402602,0.22,51510201300
"1806",1806,0.971,0.675,0.018,0.683,0.002,0.168,0.419,0.378,0.432,0.738,0.719,0.88,0.923057039467696,0.163,51041100704
"1807",1807,0.986,0.79,0.041,0.718,0.036,0.378,0.412,0.518,0.411,0.72,0.929,0.955,1.0245329674548,0.099,51041101007
"1808",1808,0.922,0.632,0.007,0.599,0,0.146,0.2,0.4,0.411,0.837,0.35,0.901,0.884451952604274,0.038,51063920202
"1809",1809,0.991,0.858,0.134,0.671,0.019,0.352,0.612,0.459,0.285,0.628,0.96,0.956,1.06446257313471,0.079,51059480401
"1810",1810,0.982,0.762,0.027,0.656,0.002,0.187,0.306,0.417,0.359,0.742,0.894,0.886,0.961373369376592,0.075,51107610201
"1811",1811,0.946,0.776,0.032,0.528,0.01,0.295,0.444,0.316,0.358,0.764,0.711,0.827,0.948401100848852,0.174,51095080203
"1812",1812,0.973,0.804,0.047,0.783,0.043,0.249,0.663,0.584,0.6,0.689,0.946,0.95,1.08267716797339,0.149,51153901505
"1813",1813,0.972,0.791,0.094,0.746,0.024,0.45,0.756,0.521,0.443,0.667,0.997,0.909,1.07357272015435,0.107,51107611804
"1814",1814,0.948,0.848,0.038,0.656,0.01,0.477,0.519,0.271,0.358,0.751,0.91,0.809,0.986106880341877,0.392,51121020500
"1815",1815,0.976,0.761,0.039,0.552,0.019,0.314,0.306,0.469,0.295,0.749,0.858,0.98,0.982164880422205,0.102,51199050304
"1816",1816,0.95,0.73,0.086,0.72,0.021,0.458,0.644,0.445,0.453,0.575,0.815,0.853,0.970503780608405,0.208,51087200908
"1817",1817,0.971,0.741,0.02,0.602,0.003,0.145,0.262,0.334,0.327,0.795,0.699,0.914,0.927469099534244,0.208,51161030602
"1818",1818,0.911,0.658,0.152,0.629,0.036,0.757,0.388,0.346,0.569,0.509,0.788,0.748,0.85543025451616,0.237,51760021100
"1819",1819,0.976,0.708,0.062,0.655,0.025,0.349,0.562,0.475,0.411,0.739,0.986,0.885,0.987324011844608,0.24,51550021505
"1820",1820,0.978,0.855,0.106,0.631,0.012,0.27,0.625,0.415,0.285,0.634,0.951,0.968,1.05998357530015,0.118,51059480402
"1821",1821,0.98,0.827,0.107,0.798,0.068,0.45,0.412,0.529,0.411,0.7,0.972,0.914,1.04364653344994,0.15,51087200142
"1822",1822,0.986,0.806,0.107,0.767,0.053,0.441,0.7,0.561,0.474,0.636,0.993,0.951,1.08090130106842,0.124,51107611019
"1823",1823,0.958,0.719,0.009,0.435,0.003,0.247,0.169,0.371,0.306,0.781,0.587,0.94,0.897032790406616,0.121,51067020103
"1824",1824,0.961,0.715,0.062,0.761,0.074,0.476,0.869,0.592,0.506,0.693,0.981,0.834,1.05846790931455,0.151,51153901230
"1825",1825,0.976,0.708,0.018,0.615,0.001,0.317,0.132,0.334,0.537,0.747,0.763,0.921,0.902673668664408,0.061,51187020200
"1826",1826,0.976,0.761,0.031,0.709,0.002,0.277,0.425,0.424,0.316,0.722,0.889,0.949,0.996094721456334,0.115,51107610300
"1827",1827,0.925,0.738,0.016,0.64,0.001,0.175,0.319,0.273,0.358,0.788,0.688,0.851,0.939319908963912,0.085,51003010401
"1828",1828,0.904,0.69,0.011,0.658,0.001,0.221,0.356,0.473,0.422,0.793,0.696,0.945,0.983955048124933,0.026,51073100101
"1829",1829,0.935,0.645,0.01,0.603,0.001,0.171,0.494,0.458,0.527,0.782,0.533,0.766,0.90352665192839,0.109,51053840601
"1830",1830,0.984,0.826,0.11,0.744,0.028,0.424,0.656,0.473,0.295,0.701,0.975,0.891,1.04653405276596,0.304,51087200147
"1831",1831,0.97,0.712,0.017,0.686,0.001,0.173,0.475,0.431,0.316,0.828,0.781,0.884,0.962884385855049,0.306,51550021200
"1832",1832,0.969,0.776,0.059,0.764,0.038,0.434,0.356,0.497,0.38,0.649,0.975,0.938,0.99822249826617,0.156,51085320804
"1833",1833,0.944,0.772,0.267,0.704,0.059,0.565,0.825,0.491,0.527,0.537,0.863,0.927,1.07116384919874,0.072,51059450701
"1834",1834,0.904,0.836,0.387,0.921,0.233,0.718,0.719,0.501,0.601,0.41,1,0.8,1.0798056649416,0.335,51013102903
"1835",1835,0.977,0.826,0.163,0.671,0.067,0.555,0.656,0.572,0.453,0.626,0.984,0.961,1.08552394387606,0.097,51059440701
"1836",1836,0.892,0.655,0.12,0.668,0.059,0.569,0.506,0.515,0.453,0.564,0.982,0.872,0.970414222114526,0.106,51550020600
"1837",1837,0.989,0.82,0.156,0.804,0.041,0.614,0.7,0.567,0.475,0.615,0.925,0.896,1.06205965336415,0.166,51059421103
"1838",1838,0.967,0.729,0.028,0.754,0.035,0.279,0.706,0.617,0.306,0.77,0.935,0.947,1.06940519189146,0.138,51800075203
"1839",1839,0.848,0.625,0.006,0.513,0,0.124,0.469,0.408,0.232,0.785,0.28,0.899,0.919801662025289,0.104,51037930200
"1840",1840,0.931,0.806,0.108,0.66,0.065,0.632,0.761,0.427,0.507,0.605,0.967,0.818,1.04259722369711,0.155,51059432701
"1841",1841,0.944,0.726,0.018,0.572,0.009,0.254,0.431,0.479,0.443,0.797,0.813,0.867,0.974048926127417,0.128,51137110107
"1842",1842,0.987,0.811,0.088,0.755,0.033,0.268,0.675,0.49,0.338,0.645,0.962,0.956,1.063188680936,0.162,51107611012
"1843",1843,0.949,0.662,0.008,0.649,0.001,0.265,0.081,0.448,0.43,0.843,0.526,0.826,0.866288000793444,0.1,51063920104
"1844",1844,0.929,0.671,0.01,0.667,0.001,0.078,0.549,0.405,0.463,0.8,0.6,0.906,0.970627083608878,0.13,51075400500
"1845",1845,0.931,0.732,0.108,0.66,0.002,0.435,0.549,0.427,0.517,0.749,0.855,0.818,0.984049767041963,0.193,51153901305
"1846",1846,0.989,0.785,0.016,0.741,0.002,0.216,0.387,0.498,0.285,0.749,0.917,0.984,1.01579327553563,0.172,51041101003
"1847",1847,0.925,0.668,0.014,0.612,0.004,0.188,0.369,0.325,0.316,0.766,0.656,0.899,0.925842632162327,0.094,51073100500
"1848",1848,0.947,0.73,0.08,0.623,0.053,0.638,0.55,0.37,0.453,0.669,0.789,0.795,0.949636382385684,0.155,51650011500
"1849",1849,0.983,0.809,0.042,0.656,0.011,0.36,0.556,0.358,0.232,0.715,0.98,0.966,1.02755626150771,0.217,51800075105
"1850",1850,0.948,0.661,0.018,0.624,0.002,0.274,0.569,0.37,0.285,0.742,0.495,0.825,0.908137843400801,0.177,51089010300
"1851",1851,0.923,0.678,0.018,0.644,0.006,0.198,0.356,0.418,0.316,0.709,0.699,0.884,0.91733031002669,0.224,51143011302
"1852",1852,0.992,0.815,0.093,0.695,0.068,0.32,0.594,0.513,0.467,0.637,0.992,0.918,1.04306418845952,0.183,51107611209
"1853",1853,0.978,0.776,0.057,0.71,0.023,0.319,0.576,0.547,0.411,0.733,0.976,0.944,1.05448932361002,0.088,51153901411
"1854",1854,0.948,0.738,0.034,0.725,0.024,0.2,0.638,0.507,0.422,0.683,0.703,0.944,1.02531285416455,0.075,51041100507
"1855",1855,0.918,0.741,0.011,0.491,0.003,0.265,0.356,0.344,0.401,0.811,0.574,0.859,0.936137007127186,0.133,51103030301
"1856",1856,0.961,0.809,0.123,0.771,0.062,0.545,0.712,0.612,0.485,0.64,0.952,0.942,1.09537154973065,0.113,51059432600
"1857",1857,0.891,0.666,0.011,0.617,0.001,0.156,0.394,0.279,0.411,0.803,0.542,0.85,0.917750004536194,0.149,51109950101
"1858",1858,0.938,0.69,0.015,0.675,0.007,0.413,0.325,0.514,0.464,0.751,0.812,0.843,0.935610898493571,0.159,51101950300
"1859",1859,0.964,0.704,0.04,0.623,0.021,0.253,0.294,0.45,0.443,0.61,0.891,0.925,0.924634609411415,0.144,51570830100
"1860",1860,0.986,0.755,0.05,0.721,0.06,0.389,0.712,0.539,0.569,0.663,0.956,0.929,1.04765776782926,0.16,51179010212
"1861",1861,0.99,0.802,0.069,0.673,0.058,0.278,0.581,0.493,0.369,0.642,0.964,0.915,1.02988057508124,0.136,51107610507
"1862",1862,0.98,0.82,0.051,0.602,0.024,0.613,0.431,0.318,0.095,0.704,0.96,0.916,0.994877786247528,0.112,51810043002
"1863",1863,0.893,0.626,0.008,0.595,0,0.17,0.469,0.383,0.274,0.808,0.326,0.797,0.897586460648546,0.03,51049930102
"1864",1864,0.969,0.743,0.078,0.679,0.04,0.444,0.556,0.607,0.39,0.737,0.877,0.907,1.02534580160561,0.135,51810045431
"1865",1865,0.996,0.818,0.165,0.721,0.078,0.483,0.619,0.524,0.485,0.611,0.952,0.887,1.04624281832522,0.109,51059480502
"1866",1866,0.879,0.63,0.005,0.523,0,0.099,0.056,0.275,0.39,0.763,0.283,0.849,0.810461715039048,0.176,51169030400
"1867",1867,0.942,0.749,0.01,0.575,0.001,0.245,0.282,0.303,0.485,0.834,0.676,0.879,0.942468960620592,0.123,51125950201
"1868",1868,0.975,0.797,0.077,0.722,0.059,0.282,0.619,0.611,0.39,0.689,0.964,0.907,1.05695927353093,0.195,51199050203
"1869",1869,0.974,0.784,0.06,0.697,0.009,0.271,0.525,0.537,0.422,0.692,0.96,0.966,1.03594737982456,0.179,51153901219
"1870",1870,0.941,0.677,0.012,0.57,0.001,0.264,0.356,0.351,0.516,0.792,0.602,0.821,0.892145355478087,0.214,51137110302
"1871",1871,0.972,0.84,0.116,0.632,0.01,0.251,0.45,0.467,0.39,0.649,0.95,0.94,1.03371451816352,0.059,51059492000
"1872",1872,0.981,0.702,0.027,0.62,0.006,0.347,0.306,0.336,0.59,0.732,0.943,0.873,0.92218771284213,0.139,51061930303
"1873",1873,0.95,0.722,0.024,0.631,0.003,0.168,0.288,0.344,0.538,0.722,0.702,0.928,0.934416079766771,0.118,51179010503
"1874",1874,0.962,0.728,0.028,0.512,0.006,0.248,0.619,0.414,0.443,0.717,0.833,0.916,0.973700063637063,0.306,51179010217
"1875",1875,0.979,0.759,0.053,0.617,0.027,0.315,0.262,0.512,0.348,0.747,0.974,0.942,0.979654213889558,0.156,51161030701
"1876",1876,0.994,0.776,0.039,0.741,0.058,0.246,0.631,0.623,0.495,0.698,0.974,0.895,1.04654901794964,0.172,51179010213
"1877",1877,0.992,0.845,0.235,0.799,0.064,0.33,0.85,0.636,0.453,0.633,0.995,0.977,1.15436943393231,0.054,51059481105
"1878",1878,0.958,0.693,0.105,0.751,0.129,0.675,0.781,0.549,0.464,0.681,0.992,0.828,1.02069651684231,0.358,51810046018
"1879",1879,0.904,0.674,0.016,0.723,0.003,0.129,0.112,0.512,0.401,0.83,0.687,0.844,0.921677293787016,0.08,51015071102
"1880",1880,0.981,0.787,0.051,0.744,0.008,0.255,0.637,0.462,0.39,0.708,0.99,0.969,1.06558314014717,0.065,51107610602
"1881",1881,0.966,0.723,0.029,0.482,0.003,0.145,0.25,0.294,0.338,0.736,0.646,0.933,0.89712636454918,0.195,51161030502
"1882",1882,0.964,0.727,0.011,0.702,0.001,0.211,0.263,0.266,0.453,0.794,0.613,0.901,0.928459676825854,0.061,51003011201
"1883",1883,0.994,0.863,0.076,0.553,0.007,0.229,0.187,0.358,0.021,0.657,0.849,0.984,0.967985450774714,0.113,51087200108
"1884",1884,0.958,0.682,0.097,0.669,0.066,0.493,0.587,0.537,0.495,0.701,0.957,0.902,1.00347514730665,0.171,51650010312
"1885",1885,0.972,0.729,0.037,0.838,0.05,0.349,0.512,0.646,0.422,0.716,0.929,0.946,1.04363761642523,0.071,51041101011
"1886",1886,0.953,0.755,0.016,0.691,0.003,0.2,0.544,0.456,0.39,0.797,0.795,0.965,1.03474360233836,0.111,51003010201
"1887",1887,0.911,0.655,0.006,0.57,0,0.139,0.075,0.47,0.337,0.863,0.589,0.861,0.884386939268645,0.142,51005080301
"1888",1888,0.966,0.727,0.076,0.734,0.06,0.487,0.831,0.52,0.358,0.73,0.976,0.948,1.08911074765084,0.054,51810046225
"1889",1889,0.979,0.801,0.102,0.688,0.028,0.502,0.681,0.563,0.474,0.653,0.974,0.945,1.07223900545511,0.059,51059415900
"1890",1890,0.969,0.743,0.078,0.679,0.04,0.444,0.556,0.607,0.39,0.746,0.877,0.907,1.02711644339658,0.135,51810045432
"1891",1891,0.974,0.785,0.183,0.797,0.089,0.601,0.869,0.588,0.527,0.61,0.938,0.906,1.09772949180317,0.139,51059421101
"1892",1892,0.919,0.715,0.015,0.677,0.002,0.154,0.225,0.489,0.358,0.777,0.568,0.886,0.927253069283971,0.194,51121021201
"1893",1893,0.977,0.731,0.057,0.7,0.009,0.308,0.575,0.584,0.359,0.605,0.894,0.933,1.00211273685869,0.073,51041100509
"1894",1894,0.921,0.683,0.068,0.738,0.068,0.213,0.762,0.577,0.548,0.692,0.983,0.827,1.04157878268154,0.101,51153901227
"1895",1895,0.953,0.654,0.013,0.671,0.001,0.177,0.369,0.526,0.411,0.777,0.675,0.92,0.947823007408874,0.049,51101950102
"1896",1896,0.877,0.622,0.007,0.545,0.001,0.108,0.462,0.374,0.274,0.772,0.166,0.841,0.884622941390286,0.063,51083930204
"1897",1897,0.989,0.865,0.283,0.62,0.063,0.541,0.5,0.319,0.411,0.579,0.974,0.929,1.02964485650084,0.153,51059470900
"1898",1898,0.94,0.726,0.028,0.651,0.007,0.174,0.281,0.485,0.517,0.76,0.842,0.904,0.968429753414534,0.083,51061930402
"1899",1899,0.982,0.848,0.093,0.841,0.026,0.374,0.75,0.618,0.306,0.672,0.987,0.971,1.12178584070293,0.15,51107611902
"1900",1900,0.993,0.883,0.318,0.639,0.048,0.589,0.456,0.358,0.348,0.541,0.995,0.962,1.03850126756587,0.12,51510200202
"1901",1901,0.866,0.664,0.042,0.642,0.076,0.632,0.556,0.404,0.538,0.72,0.907,0.658,0.93605128585429,0.193,51650011001
"1902",1902,0.989,0.855,0.339,0.818,0.107,0.634,0.312,0.538,0.474,0.482,1,0.945,1.02530507047921,0.204,51013101100
"1903",1903,0.932,0.667,0.01,0.674,0.001,0.106,0.306,0.484,0.443,0.804,0.711,0.909,0.948864999387049,0.087,51145500400
"1904",1904,0.977,0.731,0.023,0.662,0.001,0.198,0.394,0.419,0.337,0.764,0.794,0.895,0.96166971433427,0.095,51085320300
"1905",1905,0.947,0.686,0.008,0.597,0.002,0.146,0.081,0.28,0.253,0.808,0.695,0.904,0.880737317912955,0.135,51191011000
"1906",1906,0.97,0.755,0.045,0.739,0.025,0.236,0.744,0.612,0.169,0.749,0.94,0.974,1.09156994795961,0.066,51810046016
"1907",1907,0.916,0.686,0.031,0.485,0.028,0.583,0.4,0.186,0.495,0.672,0.814,0.597,0.812503935779845,0.373,51520020202
"1908",1908,0.976,0.776,0.083,0.64,0.05,0.256,0.331,0.448,0.358,0.724,0.879,0.915,0.976568152828597,0.228,51810042201
"1909",1909,0.955,0.692,0.014,0.625,0.001,0.267,0.537,0.461,0.337,0.775,0.748,0.889,0.968695118221133,0.144,51127700301
"1910",1910,0.949,0.713,0.04,0.703,0.002,0.376,0.488,0.465,0.58,0.736,0.918,0.902,0.996533686522265,0.094,51061930405
"1911",1911,0.99,0.802,0.049,0.759,0.004,0.257,0.556,0.519,0.316,0.729,0.937,0.955,1.05128956942075,0.121,51107611029
"1912",1912,0.949,0.709,0.025,0.728,0.013,0.351,0.356,0.526,0.369,0.746,0.955,0.927,0.989230392284544,0.104,51069050805
"1913",1913,0.99,0.726,0.022,0.678,0.014,0.27,0.412,0.506,0.306,0.775,0.849,0.981,0.996138651723364,0.12,51800075207
"1914",1914,0.976,0.839,0.497,0.787,0.078,0.773,0.612,0.492,0.495,0.502,1,0.933,1.07866614879436,0.146,51013102301
"1915",1915,0.965,0.695,0.056,0.668,0.016,0.257,0.213,0.448,0.453,0.631,0.816,0.962,0.91311022384105,0.217,51085321201
"1916",1916,0.966,0.724,0.039,0.713,0.02,0.219,0.7,0.537,0.337,0.758,0.94,0.9,1.04198889081421,0.123,51550021305
"1917",1917,0.897,0.688,0.01,0.653,0.001,0.149,0.507,0.487,0.453,0.793,0.631,0.822,0.965013155119288,0.133,51065020200
"1918",1918,0.985,0.763,0.098,0.736,0.05,0.43,0.519,0.475,0.495,0.699,1,0.91,1.02015661735229,0.17,51087200138
"1919",1919,0.923,0.717,0.028,0.756,0.038,0.193,0.406,0.494,0.432,0.713,0.834,0.805,0.957088514111518,0.213,51069050807
"1920",1920,0.977,0.817,0.26,0.616,0.034,0.506,0.469,0.522,0.453,0.57,0.908,0.911,1.0134626517946,0.098,51059440300
"1921",1921,0.943,0.697,0.014,0.7,0.001,0.124,0.294,0.475,0.337,0.772,0.685,0.912,0.941383013678811,0.168,51085320100
"1922",1922,0.983,0.866,0.255,0.611,0.054,0.548,0.575,0.275,0.411,0.561,0.998,0.887,1.02303089697557,0.155,51059470500
"1923",1923,0.903,0.684,0.056,0.708,0.029,0.238,0.4,0.428,0.401,0.723,0.938,0.875,0.970194676905307,0.188,51069051001
"1924",1924,0.977,0.788,0.104,0.795,0.08,0.461,0.637,0.514,0.527,0.642,0.99,0.925,1.06080982602108,0.147,51107611005
"1925",1925,0.965,0.727,0.015,0.683,0.003,0.211,0.481,0.501,0.348,0.779,0.789,0.881,0.979449844991322,0.174,51095080404
"1926",1926,0.966,0.751,0.051,0.656,0.011,0.465,0.444,0.435,0.432,0.78,0.831,0.91,0.992965713207592,0.132,51550021016
"1927",1927,0.978,0.77,0.025,0.644,0.003,0.255,0.3,0.343,0.464,0.759,0.876,0.868,0.948822153088478,0.152,51061930304
"1928",1928,0.962,0.721,0.045,0.687,0.011,0.343,0.469,0.504,0.411,0.653,0.876,0.922,0.98267081122794,0.063,51085321300
"1929",1929,0.979,0.772,0.022,0.763,0.005,0.254,0.356,0.578,0.422,0.751,0.859,0.925,1.00667824866719,0.093,51107610202
"1930",1930,0.946,0.68,0.015,0.719,0.002,0.241,0.569,0.472,0.432,0.735,0.634,0.848,0.946163423011848,0.244,51033030501
"1931",1931,0.974,0.763,0.061,0.66,0.031,0.25,0.269,0.413,0.411,0.733,0.913,0.95,0.979092228719541,0.119,51161030802
"1932",1932,0.979,0.741,0.064,0.659,0.045,0.334,0.55,0.504,0.369,0.743,0.994,0.947,1.03197337509405,0.122,51550021604
"1933",1933,0.975,0.866,0.299,0.845,0.247,0.749,0.587,0.59,0.485,0.424,0.978,0.905,1.07626606887557,0.276,51510200404
"1934",1934,0.973,0.768,0.026,0.71,0.016,0.254,0.344,0.436,0.348,0.733,0.814,0.961,0.987318472838559,0.141,51041101015
"1935",1935,0.93,0.632,0.005,0.481,0,0.164,0.212,0.425,0.348,0.85,0.313,0.845,0.849890720222542,0.152,51077060202
"1936",1936,0.975,0.681,0.016,0.74,0.002,0.252,0.318,0.546,0.411,0.697,0.868,0.914,0.944512762644782,0.101,51127700100
"1937",1937,0.965,0.768,0.276,0.749,0.062,0.507,0.625,0.545,0.485,0.599,0.891,0.972,1.06410066236918,0.089,51059430500
"1938",1938,0.931,0.713,0.084,0.621,0.026,0.391,0.281,0.408,0.453,0.623,0.707,0.892,0.910382319301454,0.203,51085321100
"1939",1939,0.956,0.712,0.08,0.563,0.027,0.469,0.669,0.541,0.358,0.755,0.971,0.932,1.02866844497734,0.211,51550021005
"1940",1940,0.981,0.83,0.067,0.674,0.005,0.226,0.556,0.547,0.348,0.683,0.924,0.974,1.06005062385263,0.102,51059491000
"1941",1941,0.974,0.746,0.025,0.617,0.003,0.271,0.425,0.436,0.306,0.724,0.884,0.901,0.970734229753118,0.113,51041100821
"1942",1942,0.904,0.69,0.011,0.658,0.001,0.221,0.356,0.473,0.422,0.787,0.696,0.945,0.982774620264285,0.026,51073100102
"1943",1943,0.946,0.68,0.015,0.719,0.002,0.241,0.569,0.472,0.432,0.736,0.634,0.848,0.946360160988623,0.244,51033030502
"1944",1944,0.966,0.724,0.039,0.713,0.02,0.219,0.7,0.537,0.337,0.768,0.94,0.9,1.04395627058196,0.123,51550021306
"1945",1945,0.962,0.702,0.077,0.658,0.026,0.239,0.488,0.505,0.422,0.726,0.886,0.917,0.990594275565756,0.119,51161030201
"1946",1946,0.989,0.797,0.032,0.637,0.002,0.271,0.4,0.363,0.369,0.732,0.873,0.961,0.989943382166128,0.184,51107610703
"1947",1947,0.974,0.799,0.095,0.67,0.031,0.652,0.238,0.496,0.442,0.626,0.95,0.926,0.973707785880553,0.107,51041100902
"1948",1948,0.958,0.794,0.184,0.65,0.047,0.607,0.631,0.549,0.485,0.641,1,0.906,1.05687070037874,0.115,51059440501
"1949",1949,0.975,0.726,0.046,0.762,0.014,0.263,0.456,0.581,0.432,0.69,0.945,0.93,1.00265918782492,0.126,51085321004
"1950",1950,0.977,0.772,0.069,0.74,0.014,0.236,0.251,0.526,0.39,0.642,0.929,0.977,0.985726239799591,0.099,51085320805
"1951",1951,0.91,0.666,0.011,0.673,0.001,0.178,0.387,0.505,0.422,0.792,0.624,0.853,0.935186613233091,0.213,51109950302
"1952",1952,0.925,0.732,0.018,0.607,0.001,0.264,0.406,0.38,0.538,0.757,0.679,0.933,0.973337710955485,0.108,51043010200
"1953",1953,0.964,0.789,0.064,0.823,0.023,0.418,0.788,0.551,0.485,0.675,0.983,0.966,1.10106058608312,0.141,51107611811
"1954",1954,0.884,0.64,0.008,0.539,0,0.137,0.469,0.404,0.116,0.799,0.42,0.913,0.925687146635935,0.182,51135000200
"1955",1955,0.968,0.761,0.036,0.752,0.053,0.342,0.431,0.588,0.221,0.757,0.902,0.957,1.03892184171184,0.07,51550021013
"1956",1956,0.959,0.557,0.028,0.392,0.009,0.294,0.569,0.443,0.538,0.683,0.999,0.81,0.881562042870794,0.141,51053840400
"1957",1957,0.964,0.687,0.016,0.727,0.002,0.216,0.144,0.453,0.348,0.803,0.582,0.874,0.894325652830549,0.153,51165011900
"1958",1958,0.959,0.699,0.034,0.591,0.014,0.224,0.157,0.462,0.391,0.74,0.907,0.89,0.917071127360096,0.121,51161031201
"1959",1959,0.992,0.852,0.387,0.861,0.141,0.619,0.4,0.553,0.633,0.354,1,0.902,1.01859923976949,0.192,51510201000
"1960",1960,0.944,0.726,0.018,0.572,0.009,0.254,0.431,0.479,0.443,0.798,0.813,0.867,0.974245664104192,0.128,51137110108
"1961",1961,0.928,0.633,0.012,0.488,0.001,0.245,0.3,0.393,0.358,0.809,0.541,0.845,0.873916007994592,0.151,51139030200
"1962",1962,0.958,0.692,0.01,0.661,0.002,0.144,0,0.485,0.316,0.817,0.575,0.896,0.885763938461318,0.078,51165010700
"1963",1963,0.945,0.766,0.129,0.781,0.052,0.376,0.613,0.573,0.527,0.611,0.978,0.92,1.05624678488096,0.096,51107611102
"1964",1964,0.907,0.664,0.006,0.497,0.001,0.223,0.294,0.421,0.274,0.789,0.421,0.879,0.894173070422268,0.102,51117930104
"1965",1965,0.927,0.658,0.01,0.561,0.002,0.262,0.419,0.346,0.432,0.787,0.55,0.853,0.913304110099207,0.062,51011040101
"1966",1966,0.979,0.785,0.118,0.723,0.041,0.335,0.694,0.521,0.474,0.661,0.976,0.962,1.07771824914895,0.061,51059491102
