"","Accees to Care","Education","Employment Access","Labor Force Participation","Population Density","Walkability","Spatial Segregation","Income Inequality","Affordability","Environmental","Food Access","Townsend","Mobility","geoid","Incarceration"
"1",0.934,0.584,0.449,0.415,0.169,0.69,0.158,0.26,0.824,0.34,0.999,0,0.792,"51760030100",0.538183668632143
"2",0.897,0.62,0.291,0.587,0.104,0.729,0.259,0.314,0.759,0.395,0.856,0.272,0.813,"51710004800",0.647789570646158
"3",0.909,0.613,0.205,0.447,0.202,0.679,0.146,0.314,0.748,0.483,0.989,0.38,0.926,"51760020200",0.667282405405666
"4",0.894,0.601,0.145,0.616,0.053,0.736,0.587,0.401,0.593,0.563,0.487,0.507,0.617,"51770002502",0.766729642622252
"5",0.907,0.61,0.29,0.492,0.099,0.729,0.196,0.148,0.802,0.4,1,0.151,0.879,"51710004200",0.581128196341685
"6",0.891,0.796,0.47,0.647,0.09,0.915,0.848,0.281,0.633,0.152,0.918,0.564,0.456,"51760030501",0.897251835217636
"7",0.919,0.614,0.266,0.393,0.101,0.604,0.173,0.294,0.732,0.452,0.947,0.324,0.896,"51760020100",0.629194720762509
"8",0.911,0.627,0.299,0.659,0.22,0.661,0.335,0.383,0.807,0.349,1,0.243,0.881,"51710004100",0.680788650139745
"9",0.901,0.637,0.056,0.578,0.018,0.41,0.259,0.435,0.636,0.544,0.212,0.331,0.797,"51730810100",0.626603187305046
"10",0.924,0.617,0.092,0.64,0.044,0.751,0.759,0.435,0.712,0.623,0.771,0.254,0.617,"51700030100",0.75982944961991
"11",0.912,0.625,0.139,0.488,0.101,0.627,0.272,0.296,0.689,0.46,1,0.424,0.832,"51740211800",0.688096624621832
"12",0.895,0.626,0.26,0.647,0.108,0.678,0.304,0.343,0.647,0.522,0.959,0.455,0.855,"51710003501",0.742015904627818
"13",0.965,0.79,0.13,0.329,0.093,0.628,0.762,0.248,0.628,0.682,0.938,0.336,0.237,"51003010904",0.865459119096382
"14",0.968,0.89,1,0.835,0.584,0.832,0.766,0.477,0.613,0,1,0.6,0.712,"51013101704",1.01820237746367
"15",0.988,0.863,0.609,0.857,0.797,0.849,0.607,0.533,0.595,0.504,0.998,0.678,0.61,"51013101408",1.1132114826798
"16",0.889,0.591,0.353,0.358,0.123,0.614,0.296,0.275,0.777,0.461,0.999,0.368,0.686,"51760020400",0.691807495211606
"17",0.912,0.644,0.139,0.671,0.091,0.903,0.165,0.359,0.65,0.491,1,0.217,0.719,"51740210500",0.655079897000286
"18",0.804,0.55,0.355,0.696,0.286,0.946,0.728,0.25,0.678,0.472,0.986,0.327,0.947,"51059451400",0.791974510283951
"19",0.96,0.781,0.472,0.416,0.3,0.739,0.892,0.013,0.537,0.132,0.887,0.308,0,"51760040300",0.830068731158601
"20",0.859,0.695,0.441,0.815,0.373,0.634,0.911,0.41,0.717,0.5,1,0.543,0.935,"51013102701",0.978384286052757
"21",0.822,0.588,0.12,0.592,0.024,0.656,0.613,0.443,0.606,0.428,0.975,0.419,0.777,"51760060800",0.760655159395392
"22",0.909,0.613,0.034,0.474,0.022,0.252,0.513,0.261,0.506,0.628,0.608,0.477,0.814,"51590000400",0.716389620631661
"23",0.918,0.596,0.046,0.412,0.057,0.313,0.146,0.262,0.639,0.62,0.158,0.522,0.841,"51730810600",0.620197638296145
"24",0.746,0.443,0.331,0.673,0.274,0.863,0.525,0.402,0.658,0.49,0.992,0.247,0.887,"51059451601",0.728711665057811
"25",0.903,0.623,0.049,0.432,0.07,0.487,0.285,0.257,0.658,0.577,0.242,0.411,0.604,"51730810700",0.65053306109952
"26",0.88,0.676,0.14,0.646,0.056,0.565,0.196,0.395,0.627,0.575,0.121,0.527,0.864,"51760010300",0.698559078290646
"27",0.799,0.614,0.461,0.799,0.333,0.726,0.684,0.409,0.669,0.462,1,0.46,0.74,"51510201206",0.905670531573125
"28",0.968,0.837,0.675,0.761,0.279,0.902,0.829,0.456,0.636,0.351,1,0.595,0.6,"51013103505",1.00017383347365
"29",0.896,0.657,0.111,0.566,0.122,0.72,0.323,0.506,0.636,0.657,0.911,0.544,0.965,"51700030600",0.792951634776166
"30",0.953,0.873,0.692,0.844,0.895,0.708,0.804,0.542,0.624,0.2,1,0.527,0.65,"51013103503",1.08180960030272
"31",0.908,0.665,0.124,0.666,0.1,0.64,0.468,0.417,0.644,0.474,0.997,0.596,0.807,"51760021000",0.813261436989862
"32",0.93,0.647,0.158,0.621,0.071,0.721,0.443,0.343,0.627,0.549,0.051,0.49,0.812,"51710005100",0.69089884016602
"33",0.985,0.671,0.097,0.298,0.063,0.546,0.323,0,0.613,0.687,0.965,0.138,0.139,"51650011400",0.662760376628412
"34",0.915,0.649,0.13,0.649,0.03,0.661,0.259,0.17,0.627,0.594,0.537,0.495,0.883,"51087200805",0.687622733337337
"35",0.962,0.892,0.61,0.782,0.31,0.898,0.782,0.523,0.63,0.327,1,0.513,0.54,"51013103602",1.00315711623412
"36",0.834,0.637,0.148,0.506,0.045,0.613,0.267,0.353,0.599,0.609,0.998,0.437,0.838,"51700030800",0.747046345254457
"37",0.814,0.553,0.098,0.614,0.021,0.836,0.722,0.31,0.579,0.42,0.435,0.534,0.736,"51760060900",0.742257358690034
"38",0.922,0.606,0.056,0.429,0.031,0.47,0.551,0.345,0.571,0.613,0.998,0.521,0.662,"51590000500",0.774795825176266
"39",0.987,0.883,0.111,0.796,0.351,0.727,0.654,0.457,0.549,0.171,1,0.698,0.67,"51013101603",0.940885385436142
"40",0.772,0.537,0.119,0.666,0.078,0.517,0.69,0.443,0.619,0.573,0.983,0.434,0.733,"51760070601",0.821895607275704
"41",0.869,0.658,0.111,0.627,0.085,0.621,0.12,0.323,0.624,0.637,0.945,0.556,0.824,"51700030400",0.765577673052076
"42",0.877,0.623,0.008,0.316,0.004,0.232,0.5,0.35,0.293,0.762,0.494,0.725,0.768,"51105950301",0.803478995225131
"43",0.896,0.631,0.167,0.526,0.059,0.804,0.146,0.391,0.672,0.388,0.358,0.444,0.806,"51740212100",0.62215437261317
"44",0.859,0.685,0.257,0.775,0.187,0.353,0.779,0.514,0.661,0.479,0.477,0.416,0.867,"51059461902",0.840203884152337
"45",0.89,0.61,0.046,0.59,0.065,0.314,0.234,0.488,0.596,0.73,0.416,0.603,0.878,"51800065500",0.746879922032463
"46",0.994,0.723,0.066,0.984,0.037,0.487,0.734,0.515,0.414,0.386,0.468,0.773,0.373,"51710000902",0.896510925728891
"47",0.895,0.635,0.148,0.642,0.034,0.656,0.449,0.406,0.65,0.476,0.897,0.418,0.758,"51760060700",0.738681674094975
"48",0.925,0.65,0.197,0.679,0.089,0.774,0.5,0.376,0.588,0.569,0.97,0.609,0.759,"51710002900",0.83042871722785
"49",0.924,0.621,0.05,0.628,0.05,0.292,0.418,0.434,0.563,0.704,0.672,0.578,0.822,"51800065100",0.780331905798775
"50",0.921,0.684,0.09,0.794,0.186,0.637,0.766,0.513,0.619,0.511,0.878,0.651,0.665,"51710001300",0.921486800697956
"51",0.886,0.643,0.209,0.55,0.134,0.896,0.412,0.373,0.579,0.554,0.903,0.52,0.73,"51710002700",0.792015092154875
"52",0.871,0.65,0.086,0.604,0.07,0.858,0.481,0.447,0.515,0.593,0.636,0.512,0.731,"51680001100",0.785814665270794
"53",0.908,0.65,0.09,0.515,0.075,0.927,0.5,0.287,0.608,0.594,0.639,0.492,0.73,"51680000600",0.751978594919426
"54",0.868,0.654,0.222,0.659,0.109,0.715,0.186,0.407,0.653,0.554,0.856,0.589,0.845,"51710004300",0.78141088200174
"55",0.856,0.603,0.058,0.618,0.018,0.729,0.753,0.533,0.624,0.511,0.038,0.644,0.839,"51041100406",0.779336736869506
"56",0.903,0.632,0.044,0.53,0.048,0.356,0.665,0.311,0.467,0.641,0.982,0.467,0.811,"51590001000",0.794677564610778
"57",0.847,0.654,0.103,0.677,0.102,0.777,0.791,0.245,0.591,0.583,0.91,0.577,0.661,"51710005701",0.886616743867367
"58",0.809,0.546,0.056,0.679,0.036,0.529,0.856,0.485,0.612,0.48,0.593,0.519,0.82,"51041100404",0.799821881268146
"59",0.808,0.636,0.136,0.635,0.03,0.832,0.652,0.384,0.582,0.571,0.889,0.606,0.668,"51770001000",0.871176961721548
"60",0.799,0.614,0.461,0.799,0.333,0.726,0.684,0.409,0.669,0.452,1,0.46,0.74,"51510201205",0.903703151805377
"61",0.833,0.642,0.02,0.721,0.012,0.331,0.336,0.408,0.121,0.697,0.936,0.451,0.792,"51595890100",0.784170713852454
"62",0.905,0.67,0.131,0.664,0.127,0.63,0.389,0.402,0.593,0.631,0.741,0.565,0.856,"51550020100",0.803842472796106
"63",0.942,0.864,0.793,0.888,0.732,0.718,0.659,0.55,0.594,0.359,0.999,0.722,0.624,"51013101804",1.12848248504143
"64",0.932,0.695,0.111,0.654,0.175,0.435,0.728,0.457,0.546,0.589,0.333,0.809,0.415,"51710002500",0.93472094239047
"65",0.926,0.624,0.021,0.626,0.025,0.323,0.291,0.442,0.52,0.715,0.358,0.551,0.745,"51620090200",0.729318588100916
"66",0.861,0.711,0.343,0.749,0.176,0.838,0.861,0.442,0.619,0.574,0.979,0.571,0.764,"51510200102",0.965390896105145
"67",0.958,0.859,0.047,0.594,0.01,0.481,0.608,0.264,0.371,0.71,0.907,0.698,0.543,"51121020301",0.946338397360397
"68",0.833,0.606,0.14,0.523,0.079,0.73,0.551,0.355,0.591,0.496,0.622,0.583,0.667,"51770002600",0.788580788744715
"69",0.917,0.755,0.582,0.809,0.623,0.607,0.791,0.462,0.689,0.547,0.998,0.635,0.766,"51013102001",1.06823358582404
"70",0.945,0.751,0.322,0.749,0.256,0.683,0.848,0.419,0.677,0.401,0.997,0.732,0.717,"51510200304",0.97815257545908
"71",0.864,0.751,0.471,0.674,0.086,0.927,0.696,0.345,0.653,0.27,0.667,0.548,0.444,"51760030200",0.869546249571475
"72",0.928,0.673,0.067,0.527,0.041,0.719,0.652,0.392,0.534,0.668,0.275,0.555,0.832,"51680000400",0.777495737478057
"73",0.913,0.741,0.379,0.631,0.191,0.683,0.854,0.437,0.644,0.479,0.98,0.574,0.85,"51510200106",0.930897400021308
"74",0.968,0.89,1,0.835,0.584,0.832,0.766,0.477,0.613,0.256,1,0.6,0.712,"51013101705",1.068567299518
"75",0.818,0.743,0.32,0.806,0.314,0.62,0.835,0.426,0.639,0.298,0.958,0.65,0.844,"51510200108",0.972951559512022
"76",0.933,0.648,0.109,0.66,0.132,0.632,0.734,0.333,0.639,0.661,1,0.645,0.843,"51810045810",0.885452914198242
"77",0.945,0.806,0.585,0.738,0.251,0.462,0.867,0.433,0.655,0.337,1,0.59,0.863,"51013103300",0.962809458383174
"78",0.922,0.641,0.167,0.639,0.081,0.579,0.329,0.184,0.613,0.532,0.251,0.441,0.887,"51710004600",0.655738989411517
"79",0.926,0.611,0.085,0.577,0.06,0.668,0.563,0.251,0.602,0.67,0.932,0.525,0.747,"51770000900",0.787337594512975
"80",0.907,0.688,0.041,0.505,0.029,0.584,0.437,0.253,0.478,0.603,0.814,0.716,0.723,"51520020201",0.819661299967783
"81",0.893,0.695,0.176,0.726,0.09,0.772,0.823,0.523,0.549,0.658,0.973,0.726,0.66,"51810040600",0.986079187588141
"82",0.991,0.716,0.032,0.888,0.009,0.704,0.861,0.533,0.444,0.687,0.272,0.697,0.314,"51700032300",0.928847770387064
"83",0.898,0.709,0.161,0.784,0.134,0.683,0.81,0.416,0.639,0.61,0.99,0.601,0.793,"51059415401",0.938393985546606
"84",0.881,0.677,0.088,0.727,0.112,0.451,0.532,0.378,0.639,0.664,0.977,0.421,0.667,"51700032006",0.840517110148063
"85",0.937,0.724,0.103,0.568,0.084,0.659,0.722,0.334,0.585,0.61,0.926,0.662,0.794,"51710001400",0.889427671855946
"86",0.906,0.64,0.197,0.596,0.093,0.758,0.443,0.47,0.537,0.551,0.645,0.538,0.675,"51710003400",0.782935984379588
"87",0.864,0.605,0.044,0.654,0.055,0.351,0.499,0.457,0.603,0.598,0.442,0.508,0.482,"51730810400",0.782197880953933
"88",0.859,0.663,0.084,0.681,0.042,0.901,0.557,0.374,0.551,0.578,0.949,0.623,0.787,"51680000700",0.850430012099995
"89",0.955,0.662,0.143,0.557,0.085,0.623,0.672,0.438,0.649,0.586,0.996,0.585,0.712,"51760071004",0.849523035617967
"90",0.95,0.001,0.067,0.776,0.152,0.549,0.892,0.502,0.593,0.45,0.784,0.576,0.433,"51710001100",0.620278575465534
"91",0.972,0.858,0.846,0.795,0.784,0.758,0.703,0.454,0.596,0.327,1,0.659,0.487,"51013101701",1.10784737153496
"92",0.883,0.636,0.121,0.747,0.165,0.622,0.722,0.485,0.571,0.584,0.978,0.628,0.636,"51710005901",0.917395709318535
"93",0.768,0.621,0.263,0.812,0.166,0.701,0.835,0.352,0.591,0.537,0.984,0.348,0.842,"51059450702",0.87093212843545
"94",0.905,0.635,0.053,0.551,0.013,0.655,0.475,0.322,0.534,0.643,0.674,0.656,0.842,"51680001900",0.783771179443467
"95",0.954,0.703,0.181,0.71,0.095,0.661,0.361,0.443,0.523,0.539,0.928,0.789,0.822,"51710004400",0.861763463786043
"96",0.922,0.644,0.09,0.736,0.063,0.684,0.854,0.438,0.549,0.595,0.995,0.568,0.781,"51710005500",0.880027623128834
"97",0.989,0.851,0.568,0.581,0.319,0.884,0.741,0.441,0.588,0.556,0.991,0.615,0.742,"51059480203",0.998509246679962
"98",0.944,0.733,0.054,0.662,0.021,0.335,0.753,0.565,0.551,0.674,0.904,0.886,0.799,"51177020313",0.983062200123383
"99",0.901,0.704,0.175,0.65,0.094,0.836,0.278,0.303,0.506,0.545,0.825,0.654,0.834,"51710004500",0.801580308409104
"100",0.885,0.735,0.303,0.794,0.269,0.817,0.898,0.505,0.661,0.439,0.955,0.58,0.78,"51510200409",0.968458410148801
"101",0.931,0.686,0.039,0.634,0.011,0.324,0.627,0.352,0.577,0.655,0.631,0.664,0.729,"51730811200",0.843630600247109
"102",0.896,0.658,0.043,0.549,0.048,0.458,0.652,0.395,0.622,0.412,0.547,0.695,0.722,"51670820100",0.804705030042705
"103",0.968,0.837,0.675,0.761,0.279,0.902,0.829,0.456,0.636,0.215,1,0.595,0.6,"51013103504",0.973417468632286
"104",0.818,0.743,0.32,0.806,0.314,0.62,0.835,0.426,0.639,0.427,0.958,0.65,0.844,"51510200109",0.998330758515965
"105",0.974,0.876,0.594,0.795,0.061,0.727,0.734,0.482,0.591,0.531,1,0.694,0.501,"51059480205",1.03278190634203
"106",0.893,0.606,0.414,0.723,0.42,0.661,0.899,0.377,0.684,0.513,0.993,0.575,0.857,"51013102200",0.939715515569522
"107",0.935,0.684,0.194,0.417,0.246,0.824,0.665,0.274,0.61,0.66,0.88,0.611,0.314,"51540000202",0.91164135790958
"108",0.917,0.717,0.16,0.678,0.109,0.792,0.753,0.311,0.585,0.644,0.905,0.708,0.889,"51540000401",0.922347829427311
"109",0.909,0.698,0.066,0.629,0.033,0.719,0.576,0.398,0.509,0.698,0.992,0.713,0.742,"51680000205",0.902394537625874
"110",0.939,0.667,0.105,0.688,0.133,0.622,0.456,0.402,0.591,0.617,0.999,0.494,0.635,"51710005800",0.821192713929152
"111",0.969,0.737,0.064,0.767,0.137,0.289,0.81,0.572,0.498,0.722,0.994,0.683,0.684,"51199050207",0.986780444085479
"112",0.908,0.693,0.252,0.598,0.104,0.855,0.614,0.218,0.65,0.513,1,0.573,0.756,"51760020700",0.840772414083403
"113",0.915,0.682,0.088,0.572,0.162,0.76,0.525,0.403,0.596,0.555,0.646,0.646,0.73,"51710001600",0.831735290518524
"114",0.863,0.653,0.132,0.684,0.071,0.73,0.816,0.461,0.577,0.636,0.986,0.743,0.653,"51700032126",0.964252944934035
"115",0.931,0.653,0.167,0.624,0.045,0.839,0.437,0.376,0.653,0.415,0.898,0.597,0.682,"51740211100",0.772614073048288
"116",0.978,0.742,0.098,0.706,0.037,0.476,0.633,0.388,0.461,0.6,0.962,0.824,0.844,"51550020910",0.916887999783195
"117",0.905,0.676,0.058,0.636,0.041,0.57,0.425,0.3,0.641,0.517,0.555,0.691,0.529,"51730811300",0.806180643813677
"118",0.875,0.626,0.107,0.774,0.208,0.442,0.898,0.532,0.661,0.607,0.985,0.587,0.72,"51153900203",0.947192052828872
"119",0.977,0.827,0.293,0.649,0.105,0.815,0.633,0.238,0.518,0.443,1,0.736,0.56,"51710004002",0.931340268504263
"120",0.804,0.6,0.102,0.751,0.015,0.555,0.804,0.32,0.515,0.509,0.981,0.617,0.765,"51550020500",0.872924116525618
"121",0.844,0.609,0.146,0.736,0.173,0.771,0.753,0.428,0.678,0.61,0.983,0.609,0.851,"51059421500",0.903977633125421
"122",0.953,0.691,0.165,0.651,0.065,0.627,0.589,0.438,0.523,0.554,0.663,0.728,0.881,"51710006400",0.84405519430692
"123",0.961,0.848,0.424,0.858,0.318,0.929,0.727,0.444,0.552,0.336,0.998,0.714,0.662,"51510201602",1.00608236453763
"124",0.896,0.719,0.038,0.749,0.06,0.568,0.81,0.379,0.518,0.665,0.455,0.663,0.729,"51700032123",0.90425478461878
"125",0.821,0.601,0.098,0.719,0.128,0.553,0.804,0.509,0.644,0.619,0.944,0.61,0.875,"51153900602",0.909480745377598
"126",0.859,0.688,0.058,0.773,0.128,0.657,0.703,0.325,0.543,0.651,0.906,0.561,0.671,"51710006501",0.906284492452802
"127",0.984,0.719,0.033,0.698,0.01,0.248,0.851,0.585,0.481,0.644,0.406,0.711,0.578,"51149850200",0.90731099539297
"128",0.952,0.671,0.104,0.559,0.034,0.578,0.494,0.423,0.532,0.659,0.468,0.778,0.874,"51650010504",0.820798870150982
"129",0.909,0.723,0.079,0.71,0.054,0.623,0.777,0.354,0.655,0.556,0.774,0.689,0.716,"51630000400",0.906567579661252
"130",0.978,0.82,0.382,0.673,0.321,0.772,0.474,0.166,0.554,0.323,1,0.618,0.614,"51760040400",0.880469106507571
"131",0.978,0.889,0.104,0.293,0.052,0.584,0.646,0.216,0.655,0.697,0.972,0.747,0.543,"51003010901",0.959086351177209
"132",0.867,0,0.192,0.672,0.072,0.726,0.418,0.39,0.56,0.452,0.599,0.614,0.538,"51760060200",0.531117725839405
"133",0.798,0.68,0.345,0.792,0.209,0.576,0.899,0.457,0.658,0.477,0.979,0.51,0.627,"51510200104",0.968707224793059
"134",0.902,0.643,0.035,0.635,0.035,0.18,0.373,0.343,0.616,0.67,0.459,0.592,0.818,"51730810500",0.75980782732251
"135",0.941,0.814,0.388,0.815,0.154,0.916,0.661,0.409,0.607,0.374,0.91,0.727,0.585,"51760020501",0.962383469575623
"136",0.882,0.667,0.049,0.675,0.042,0.547,0.759,0.368,0.641,0.396,0.881,0.53,0.742,"51670820300",0.815843866983227
"137",0.869,0.688,0.138,0.75,0.033,0.69,0.847,0.446,0.594,0.606,0.942,0.698,0.624,"51041100107",0.961884924251617
"138",0.859,0.627,0.064,0.748,0.081,0.346,0.791,0.528,0.549,0.598,0.995,0.698,0.678,"51041100806",0.939911667482944
"139",0.887,0.706,0.378,0.673,0.126,0.974,0.848,0.482,0.624,0.489,0.985,0.643,0.823,"51059451502",0.941514782874632
"140",0.872,0.635,0.157,0.653,0.095,0.7,0.089,0.525,0.563,0.367,1,0.498,0.683,"51740212000",0.721711978874791
"141",0.88,0.641,0.17,0.659,0.069,0.626,0.538,0.528,0.585,0.645,0.692,0.715,0.682,"51700030900",0.883027469609072
"142",0.972,0.719,0.1,0.64,0.045,0.659,0.688,0.342,0.49,0.72,0.983,0.729,0.757,"51700031902",0.916418486838425
"143",0.868,0.633,0.083,0.6,0.052,0.737,0.582,0.371,0.523,0.665,0.999,0.626,0.661,"51660000302",0.867105759692015
"144",0.879,0.676,0.019,0.616,0.003,0.376,0.576,0.456,0.537,0.785,0.484,0.606,0.745,"51137110200",0.848920251059669
"145",0.884,0.604,0.144,0.619,0.05,0.747,0.596,0.399,0.592,0.587,0.527,0.517,0.621,"51770002501",0.782445504945031
"146",0.861,0.681,0.136,0.655,0.078,0.562,0.829,0.424,0.546,0.623,0.97,0.612,0.789,"51087200153",0.924708198828817
"147",0.875,0.678,0.337,0.712,0.181,0.647,0.88,0.341,0.636,0.534,0.994,0.613,0.832,"51059452700",0.938967415902717
"148",0.918,0.651,0.05,0.633,0.078,0.511,0.525,0.402,0.549,0.677,0.95,0.483,0.585,"51800065302",0.824401299614555
"149",0.87,0.692,0.071,0.61,0.066,0.729,0.633,0.421,0.543,0.678,0.976,0.587,0.752,"51650010900",0.888961088289796
"150",0.956,0.841,0.634,0.896,0.319,0.719,0.778,0.359,0.63,0.383,0.998,0.725,0.715,"51013102002",1.03588022033824
"151",0.861,0.701,0.16,0.756,0.023,0.68,0.804,0.404,0.594,0.666,0.957,0.642,0.586,"51700032128",0.960821039295019
"152",0.974,0.876,0.594,0.795,0.061,0.727,0.734,0.482,0.591,0.587,1,0.694,0.501,"51059480204",1.04379923304141
"153",0.852,0.662,0.23,0.704,0.112,0.701,0.886,0.431,0.599,0.528,1,0.539,0.713,"51087200417",0.917202941407353
"154",0.988,0.865,0.611,0.862,0.801,0.859,0.605,0.531,0.599,0.383,0.998,0.674,0.599,"51013101409",1.09078995072787
"155",0.939,0.787,0.307,0.786,0.213,0.675,0.824,0.502,0.627,0.48,0.995,0.738,0.673,"51059420503",1.01350060504585
"156",0.949,0.694,0.105,0.416,0.077,0.606,0.583,0.261,0.497,0.746,0.985,0.589,0.42,"51700031701",0.87224645798628
"157",0.885,0.757,0.376,0.645,0.214,0.713,0.842,0.388,0.624,0.496,0.979,0.608,0.831,"51059452801",0.958525074013494
"158",0.916,0.671,0.154,0.577,0.058,0.757,0.532,0.3,0.577,0.457,0.456,0.704,0.886,"51550020300",0.774941429894117
"159",0.946,0.734,0.578,0.665,0.3,0.816,0.809,0.242,0.698,0.5,0.997,0.566,0.729,"51013102003",0.941761519354581
"160",0.785,0.616,0.009,0.582,0.001,0.166,0.671,0.357,0.377,0.846,0.29,0.711,0.917,"51001090402",0.867331054236439
"161",0.886,0.647,0.008,0.572,0.001,0.112,0.405,0.454,0.304,0.773,0.313,0.872,0.847,"51143010301",0.846541745599528
"162",0.926,0.652,0.159,0.633,0.114,0.729,0.462,0.294,0.613,0.517,0.882,0.584,0.827,"51760060400",0.785379688759324
"163",0.908,0.698,0.148,0.728,0.056,0.777,0.955,0.448,0.66,0.617,0.992,0.75,0.779,"51153901403",0.981371964440676
"164",0.884,0.669,0.122,0.815,0.072,0.534,0.905,0.501,0.647,0.596,0.956,0.616,0.647,"51153901419",0.951393916308445
"165",0.878,0.608,0.12,0.751,0.274,0.652,0.766,0.519,0.63,0.61,0.997,0.468,0.885,"51059421701",0.87914026191504
"166",0.884,0.735,0.302,0.795,0.269,0.819,0.899,0.506,0.661,0.442,0.954,0.578,0.781,"51510200408",0.968922461421805
"167",0.926,0.758,0.335,0.704,0.048,0.838,0.709,0.436,0.591,0.236,0.983,0.69,0.544,"51760040201",0.896282789407313
"168",0.897,0.658,0.081,0.65,0.083,0.7,0.696,0.468,0.557,0.675,0.964,0.713,0.8,"51740212801",0.916284080694909
"169",0.926,0.701,0.325,0.82,0.307,0.726,0.791,0.434,0.7,0.462,0.997,0.683,0.698,"51510200500",0.970534324393882
"170",0.906,0.686,0.272,0.612,0.08,0.678,0.532,0.38,0.563,0.452,0.587,0.608,0.791,"51760011000",0.799643484079903
"171",0.855,0.61,0.113,0.871,0.144,0.458,0.74,0.524,0.653,0.596,0.985,0.617,0.659,"51107610505",0.929085593275181
"172",0.939,0.768,0.078,0.868,0.045,0.952,0.614,0.157,0.588,0.618,0.456,0.705,0.452,"51680000500",0.892140431301814
"173",0.915,0.713,0.084,0.798,0.155,0.568,0.506,0.499,0.56,0.705,0.987,0.606,0.656,"51810044005",0.921030383188688
"174",0.976,0.834,0.337,0.825,0.127,0.826,0.766,0.622,0.622,0.58,1,0.584,0.668,"51059481101",0.991479561316962
"175",0.932,0.724,0.111,0.654,0.013,0.435,0.874,0.457,0.632,0.677,0.528,0.809,0.544,"51153901102",0.967804733236522
"176",0.907,0.65,0.151,0.706,0.046,0.654,0.816,0.54,0.557,0.661,0.856,0.732,0.675,"51810040200",0.944877086375341
"177",0.88,0.674,0.089,0.786,0.11,0.737,0.81,0.273,0.529,0.624,0.862,0.658,0.721,"51660000101",0.919492871925353
"178",0.866,0.628,0.052,0.667,0.005,0.597,0.454,0.508,0.499,0.647,0.673,0.766,0.856,"51009010505",0.844298520463771
"179",0.867,0.648,0.085,0.612,0.052,0.43,0.614,0.384,0.565,0.598,0.883,0.676,0.746,"51760070803",0.867931713195906
"180",0.924,0.711,0.351,0.712,0.181,0.616,0.88,0.367,0.667,0.491,0.972,0.608,0.893,"51059451501",0.923919717054699
"181",0.901,0.626,0.045,0.659,0.063,0.378,0.335,0.435,0.563,0.7,0.833,0.534,0.609,"51800065401",0.798262483587965
"182",0.905,0,0.112,0.598,0.078,0.7,0.342,0.391,0.591,0.489,0.241,0.689,0.916,"51760021200",0.461854423481714
"183",0.848,0.712,0.414,0.762,0.359,0.585,0.873,0.489,0.639,0.47,0.988,0.673,0.819,"51013102804",1.0180730637822
"184",0.935,0.685,0.069,0.757,0.088,0.312,0.759,0.518,0.577,0.636,0.891,0.738,0.694,"51041100212",0.944201223576938
"185",0.97,0.753,0.2,0.552,0.046,0.697,0.513,0.37,0.512,0.359,0.864,0.697,0.789,"51760010202",0.813252185654041
"186",0.916,0.662,0.044,0.608,0.007,0.635,0.563,0.5,0.495,0.71,0.763,0.716,0.829,"51009010506",0.862280464066459
"187",0.859,0.637,0.014,0.552,0.003,0.379,0.507,0.367,0.387,0.735,0.726,0.732,0.897,"51117930202",0.842576079072742
"188",0.905,0.669,0.169,0.829,0.083,0.749,0.829,0.544,0.627,0.55,0.961,0.654,0.486,"51087200412",0.955639775440187
"189",0.949,0.664,0.067,0.481,0.047,0.504,0.538,0.312,0.532,0.623,0.987,0.624,0.928,"51590000600",0.798169495690237
"190",0.942,0.864,0.794,0.889,0.737,0.717,0.658,0.552,0.594,0.36,0.999,0.723,0.625,"51013101805",1.12986468926005
"191",0.89,0.642,0.154,0.573,0.128,0.757,0.253,0.361,0.579,0.516,0.789,0.655,0.692,"51760010800",0.783226128244788
"192",0.881,0.687,0.014,0.519,0.002,0.36,0.532,0.395,0.391,0.785,0.35,0.763,0.846,"51147930101",0.852251512684892
"193",0.908,0.621,0.043,0.663,0.053,0.197,0.481,0.468,0.596,0.541,0.954,0.655,0.683,"51670820700",0.826201644739304
"194",0.976,0.765,0.214,0.526,0.099,0.595,0.778,0.453,0.459,0.635,0.997,0.715,0.728,"51059440503",0.95045225967154
"195",0.942,0.817,0.158,0.509,0.229,0.868,0.792,0.285,0.583,0.588,0.759,0.548,0.352,"51710002600",0.944039918540634
"196",0.875,0.713,0.181,0.677,0.061,0.673,0.493,0.314,0.607,0.549,0.929,0.678,0.573,"51770001200",0.888234505858982
"197",0.953,0.669,0.05,0.568,0.043,0.395,0.677,0.468,0.577,0.585,0.969,0.643,0.763,"51570830200",0.852999410871977
"198",0.915,0.713,0.084,0.798,0.155,0.568,0.506,0.499,0.56,0.667,0.987,0.606,0.656,"51810044006",0.913554340071247
"199",0.966,0.698,0.05,0.533,0.049,0.439,0.696,0.451,0.557,0.665,0.372,0.675,0.703,"51041100410",0.841229266460684
"200",0.935,0.672,0.075,0.592,0.094,0.65,0.241,0.372,0.59,0.68,0.816,0.746,0.948,"51700030300",0.807901258084523
"201",0.845,0.758,0.318,0.761,0.122,0.559,0.886,0.326,0.608,0.511,0.992,0.586,0.912,"51059451602",0.956195019657949
"202",0.986,0.777,0.085,0.732,0.012,0.614,0.804,0.522,0.489,0.655,0.502,0.734,0.593,"51059416200",0.936613547289531
