blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""510019801001""",,1.00,0.00,0.00,7780.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,0.00,0.00,,,,,,,4853,,,,,
"""511539801001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,0.00,0.00,20920.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,0.00,0.00,,,,,,,3186,,,,,
"""510131014033""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1625.00,886.00,7.21,37,45,61,30,37,51,7,8,10,2.88,354.35,0.93,1,1,8121,6656,7073,43,40,44,6563,5589,5155,5327,4565,4063,1126,923,980,109,101,111,55,51,56,9.7,9.9,160.11,122.83,71420,1,126291,90,4,454,488,2294,,2294,0,100
"""510131018021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1402.00,805.00,28.99,38,46,62,30,38,52,8,8,10,3.19,88.63,0.96,1,1,10086,8410,8992,38,36,39,6971,5930,5540,5475,4672,4195,1398,1166,1246,98,92,99,49,46,49,9.7,10.0,50.13,27.77,73687,3,170122,91,2,773,336,2320,2054,2387,20,80
"""511076108003""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2075.00,725.00,22654.04,35,41,56,16,20,27,19,21,28,10.89,0.35,2.35,2,2,27308,24557,25691,0,0,0,17228,15827,15251,13438,12423,11691,3786,3404,3560,4,0,0,1,0,0,1.4,2.9,0.07,0.03,4499,96,5042,85,131,12,3097,1231,,1231,73,27
"""510131017012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1260.00,631.00,8.62,37,45,61,29,37,50,8,9,11,3.46,253.53,1.06,1,1,8817,7194,7732,36,33,36,7372,6315,5905,6059,5233,4742,1222,997,1071,91,84,93,46,42,46,9.7,10.0,103.24,73.19,72745,0,178606,91,9,594,864,2261,,2261,0,100
"""510131017021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1693.00,1141.00,24.69,27,32,43,19,23,32,8,9,11,3.12,144.08,1.05,1,1,9956,8260,8884,34,31,35,7456,6366,6057,5989,5141,4737,1380,1145,1231,87,80,89,44,40,44,9.6,10.0,65.30,46.22,74257,0,233203,91,8,415,707,1431,1250,1475,19,81
"""511959307002""","""Big Stone Gap, VA""",1.00,834.00,352.00,7771.96,69,83,50,33,41,22,36,42,28,9.45,0.43,1.90,2,2,22845,20311,25499,1,1,1,12962,11880,15029,9784,9054,11481,3167,2815,3534,11,11,15,10,9,13,1.5,1.7,0.09,0.05,1248,71,1211,80,152,24,3206,971,1029,675,84,16
"""510131035032""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1582.00,925.00,23.13,36,44,59,28,35,48,8,9,12,3.58,142.98,1.09,1,1,9924,8304,8838,39,36,39,7705,6678,6230,6231,5434,4906,1376,1151,1225,99,92,99,49,46,50,9.6,9.9,61.61,39.99,58109,0,127447,91,12,249,884,2140,,2140,0,100
"""510131018023""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1361.00,585.00,11.48,38,47,63,30,38,52,8,9,12,4.16,211.71,1.10,1,1,9791,8119,8698,34,32,35,7727,6609,6243,6283,5402,4949,1357,1126,1205,87,81,89,43,40,44,9.7,10.0,69.70,50.95,73962,0,169612,91,4,557,517,2317,,2317,10,90
"""510131017011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,785.00,343.00,21.19,28,33,45,19,24,33,8,9,12,3.98,64.42,1.10,1,1,10112,8498,9029,33,31,34,7746,6649,6257,6260,5392,4920,1402,1178,1251,83,79,85,42,40,43,9.7,10.0,27.21,16.19,72925,0,176141,91,3,695,626,1492,,1492,9,91
"""510131018024""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1562.00,523.00,21.82,29,35,47,20,25,35,8,9,12,4.09,97.95,1.10,1,1,10208,8348,9033,33,31,33,7786,6698,6276,6287,5463,4941,1415,1157,1252,83,78,83,42,39,41,9.7,10.0,29.57,23.97,74645,2,165731,91,5,466,719,1566,2629,1464,9,91
"""510131014034""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2008.00,1305.00,26.95,38,46,62,29,37,50,8,9,12,3.32,160.57,1.07,1,1,10544,8737,9452,41,39,41,7698,6623,6287,6131,5314,4872,1462,1211,1310,105,98,105,53,49,53,9.6,9.9,79.64,48.43,72069,0,127922,90,7,309,674,2249,2464,2193,21,79
"""510131018022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1337.00,825.00,8.83,43,52,70,34,43,59,8,9,12,3.59,335.80,1.05,1,1,11627,9495,10464,41,37,41,7722,6535,6298,6007,5124,4744,1612,1316,1450,103,95,104,52,47,52,9.5,10.0,136.37,93.46,74508,0,166884,91,4,725,587,2632,3068,2337,40,60
"""510131035012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1139.00,815.00,16.19,31,38,51,23,28,39,8,9,12,3.08,154.87,1.12,1,1,9484,7851,8397,37,35,38,7788,6752,6324,6379,5575,5065,1315,1088,1164,95,88,96,48,44,48,9.5,9.9,63.08,50.35,65598,0,134502,91,16,158,1247,1752,,1752,0,100
"""510131018032""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,954.00,672.00,28.94,31,38,51,23,29,39,9,9,12,3.26,75.59,1.12,1,1,9948,8178,8787,31,29,30,7862,6776,6326,6405,5569,5032,1379,1134,1218,78,73,77,39,37,39,9.7,10.0,23.26,23.22,75824,2,159773,91,7,334,784,1762,,1762,0,100
"""510131014041""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,4638.00,2738.00,76.98,42,51,69,33,42,57,8,9,12,3.71,132.06,1.07,1,1,11249,9385,10147,39,37,40,7779,6672,6371,6120,5278,4864,1559,1301,1406,100,93,101,50,47,50,9.6,9.9,118.64,35.57,73503,0,133663,90,4,359,504,2574,3003,2396,29,71
"""510131016032""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2157.00,1210.00,47.98,39,47,63,30,38,52,8,9,12,3.78,95.43,1.08,1,1,11089,9290,10004,34,32,35,7783,6675,6386,6158,5306,4911,1537,1288,1386,88,81,88,44,41,44,9.5,10.0,52.86,25.22,73991,1,209283,91,7,241,853,2314,3000,2034,29,71
"""510131017022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1370.00,834.00,44.67,42,51,69,33,42,57,8,9,12,3.60,67.22,1.06,1,1,12173,10292,11076,34,31,34,7817,6670,6425,6043,5164,4803,1688,1427,1535,86,80,87,43,40,44,9.5,10.0,53.52,18.67,73326,2,212301,91,3,516,579,2562,2843,2358,42,58
"""510131018025""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1156.00,636.00,26.36,33,39,53,24,30,41,9,9,12,3.97,95.82,1.11,1,1,10676,9004,9598,32,31,33,7903,6779,6434,6341,5453,5020,1480,1248,1330,82,77,83,41,39,42,9.6,10.0,62.39,24.13,75323,8,162045,91,3,555,459,1844,,1844,23,77
"""510131036021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,591.00,309.00,13.84,32,39,52,24,29,40,9,9,12,3.70,82.65,1.13,1,1,10315,8723,9233,36,34,37,7959,6895,6446,6436,5598,5074,1430,1209,1279,93,87,93,46,44,47,9.6,9.8,34.79,22.33,58047,0,122388,91,7,387,739,1809,,1809,0,100
"""510131015001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1432.00,776.00,43.75,32,38,52,23,29,40,9,9,12,3.63,64.35,1.11,1,1,10643,8841,9528,34,32,34,7914,6833,6451,6353,5527,5045,1475,1226,1320,85,80,86,43,40,43,9.6,10.0,30.70,17.74,72360,6,171606,91,5,400,584,1790,2167,1697,20,80
"""510131035021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2503.00,1553.00,114.37,39,47,64,30,38,52,9,9,12,3.41,46.28,1.12,1,1,9877,8358,8829,40,38,40,7890,6946,6468,6419,5692,5143,1369,1159,1223,102,96,102,51,48,51,9.4,9.9,42.30,13.58,60758,0,133722,91,23,101,1190,2338,,2338,0,100
"""510131034022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,959.00,523.00,20.52,39,47,63,30,37,51,9,9,12,3.87,98.65,1.13,1,1,10394,8789,9311,35,32,35,8006,6951,6496,6477,5650,5118,1441,1218,1290,88,82,88,44,41,44,9.6,9.8,83.29,25.48,56483,2,120451,91,10,263,872,2295,,2295,0,100
"""511838704002""","""Richmond, VA""",1.00,568.00,303.00,11265.28,48,58,53,23,28,25,25,29,28,9.26,0.25,2.15,2,2,25650,23250,25485,0,0,0,15264,14042,15030,11709,10820,11498,3554,3222,3532,0,0,0,0,0,0,2.6,0.9,1.11,0.03,1949,91,2032,83,75,18,1829,1128,1265,889,64,36
"""510853205001""","""Richmond, VA""",1.00,1083.00,380.00,4546.21,60,72,66,35,43,39,25,29,28,11.53,0.96,2.14,2,2,25989,23352,25829,0,0,0,15245,13939,15030,11644,10703,11451,3601,3236,3579,0,0,0,0,0,0,1.3,3.5,0.43,0.08,3868,98,5431,85,80,28,2484,1732,1930,964,79,21
"""510131035031""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1844.00,1192.00,26.51,34,42,56,26,32,44,9,9,12,3.84,172.49,1.13,1,1,10654,9063,9589,33,30,34,8003,6892,6527,6443,5558,5112,1477,1256,1329,83,77,85,42,39,43,9.6,9.9,61.32,44.97,57864,1,137361,91,7,410,724,1983,3131,1848,10,90
"""510131017014""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,965.00,623.00,21.81,46,56,76,37,47,64,9,9,12,3.70,105.70,1.08,1,1,12346,10158,11174,38,35,37,7955,6790,6541,6148,5293,4898,1712,1408,1548,95,88,95,48,44,47,9.4,10.0,75.73,28.56,72691,2,182456,91,4,499,637,2882,4001,1882,47,53
"""510131032001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1425.00,611.00,17.22,29,34,46,20,25,34,9,9,12,4.19,148.59,1.16,1,1,10098,8311,8941,33,31,33,8089,7017,6556,6604,5785,5233,1400,1152,1239,84,79,84,42,40,42,9.6,9.8,35.90,35.49,70107,2,117222,90,9,186,743,1524,,1524,0,100
"""510131017031""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,792.00,507.00,27.66,30,37,49,22,27,37,9,9,12,3.63,66.48,1.14,1,1,11177,9179,9972,29,27,29,8121,6975,6589,6498,5633,5134,1549,1272,1382,74,69,73,37,35,37,9.6,10.0,24.82,18.33,72588,4,190737,91,6,324,736,1668,1854,1627,18,82
"""510050803022""",,1.00,648.00,240.00,35719.78,59,70,52,26,32,22,34,37,30,10.43,0.07,2.16,2,2,24100,21492,26184,0,0,1,15078,13361,16068,11738,10382,12439,3340,2979,3628,0,0,1,1,0,1,0.3,2.1,0.06,0.01,1288,85,1381,80,305,7,3902,975,975,,88,12
"""510131020021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1479.00,621.00,44.14,30,36,49,21,26,36,9,9,12,4.33,60.96,1.15,1,1,10453,8878,9393,34,32,34,8081,7011,6604,6546,5698,5217,1449,1231,1302,86,82,86,43,41,43,9.6,9.9,16.09,14.07,73404,15,130141,90,4,418,562,1629,,1629,18,82
"""510131018011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2684.00,1468.00,69.10,43,52,71,35,43,59,9,9,12,4.06,86.26,1.11,1,1,11728,9778,10604,35,33,35,8077,6914,6626,6362,5475,5068,1626,1355,1469,89,84,89,44,42,44,9.5,10.0,74.51,21.24,76526,5,156817,91,3,415,498,2655,2986,2463,37,63
"""510131016033""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,762.00,353.00,44.64,37,44,60,28,35,48,9,9,12,4.25,33.63,1.10,1,1,11888,10064,10796,32,30,32,8035,6932,6636,6305,5460,5057,1648,1395,1496,81,76,82,41,38,41,9.5,10.0,21.64,7.91,75506,4,235301,92,4,431,669,2156,2853,1750,37,63
"""510131036022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,772.00,364.00,26.33,33,40,53,24,30,41,9,10,12,4.22,58.38,1.16,1,1,10465,8918,9389,32,31,33,8173,7107,6639,6640,5792,5255,1451,1236,1301,82,78,83,41,39,42,9.6,9.8,60.56,13.82,57838,4,115843,91,5,453,739,1839,,1839,0,100
"""510131020011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1756.00,550.00,25.11,32,39,52,23,29,40,9,10,12,5.30,116.09,1.17,1,1,10374,8531,9186,32,30,32,8185,7094,6670,6665,5834,5316,1438,1183,1273,82,77,82,41,39,41,9.6,9.9,17.11,21.90,71158,1,117168,90,8,229,759,1793,3273,1705,6,94
"""510131016031""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,702.00,443.00,20.85,38,46,62,29,36,50,9,10,12,3.72,78.99,1.15,1,1,11239,9136,10019,31,29,30,8184,7055,6683,6547,5716,5217,1558,1267,1388,78,73,77,39,37,39,9.4,10.0,25.62,21.25,73161,6,196864,91,10,338,987,2242,,2242,24,76
"""510131020012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1484.00,737.00,27.66,28,33,45,19,23,32,9,10,12,3.60,95.90,1.13,1,1,11410,9293,10181,39,36,38,8155,7045,6687,6474,5665,5180,1582,1288,1411,99,92,97,49,46,49,9.5,9.9,29.09,26.64,71416,0,120503,90,9,237,768,1441,1693,1361,24,76
"""510131017023""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1694.00,896.00,25.15,42,51,70,34,42,57,9,9,12,4.34,154.73,1.12,1,1,12334,10031,11092,34,31,34,8179,6937,6691,6383,5468,5069,1710,1391,1537,86,79,85,43,40,43,9.5,10.0,37.78,35.62,72934,0,196670,91,4,433,507,2580,3557,1809,44,56
"""510131016021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,953.00,577.00,22.50,31,37,51,22,28,38,9,9,12,3.53,90.47,1.13,1,1,11557,9511,10403,34,32,34,8134,6995,6693,6444,5595,5164,1602,1318,1442,88,81,88,44,41,44,9.4,10.0,27.32,25.64,72735,2,180959,91,8,313,693,1718,2188,1503,31,69
"""510594922011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1782.00,604.00,5147.73,70,86,117,52,65,89,18,21,28,11.20,1.31,2.33,2,2,26397,23258,24682,2,0,0,16969,15451,15030,13302,12225,11609,3659,3224,3420,8,2,1,4,1,0,0.2,7.1,0.17,0.12,13701,99,14447,87,123,14,3462,4001,4001,,100,0
"""510131018033""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,885.00,369.00,50.79,25,29,39,16,20,27,9,10,12,4.15,30.17,1.18,1,1,10716,8960,9562,29,28,29,8274,7168,6721,6715,5855,5323,1486,1242,1325,74,71,73,37,36,37,9.7,10.0,12.24,7.27,76112,6,150334,91,4,391,671,1201,,1201,7,93
"""510131034024""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1170.00,646.00,29.81,36,44,59,27,34,46,9,10,12,3.92,85.01,1.17,1,1,11120,9377,9963,31,29,31,8314,7218,6732,6694,5845,5273,1541,1300,1381,78,74,78,39,37,39,9.6,9.8,40.79,21.67,57301,5,114824,91,6,439,690,2080,,2080,0,100
"""510131033002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1268.00,679.00,24.78,29,35,48,20,26,35,9,10,13,3.74,102.52,1.18,1,1,10589,8633,9403,35,33,35,8284,7219,6777,6726,5938,5385,1468,1197,1303,90,84,89,45,42,45,9.4,9.8,31.17,27.40,69792,0,120033,91,25,104,1489,1575,,1575,5,95
"""510131014031""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1444.00,914.00,33.57,38,46,63,29,36,50,9,10,13,3.16,86.10,1.13,1,1,12077,10041,10944,39,36,38,8224,7128,6824,6452,5645,5211,1674,1392,1516,98,91,97,49,46,49,9.2,9.9,66.94,27.23,70661,6,122905,90,8,282,784,2240,2408,2133,39,61
"""515102016002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2174.00,1180.00,75.87,37,45,61,28,35,48,9,10,13,4.28,66.54,1.13,1,1,12376,10525,11251,35,33,35,8360,7220,6838,6473,5600,5109,1716,1459,1559,171,161,170,113,106,113,9.5,9.9,20.87,15.55,46069,1,92928,89,5,256,588,2155,3049,1944,19,81
"""510131016022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,721.00,440.00,28.68,32,39,52,23,29,39,9,10,13,3.51,53.79,1.15,1,1,11988,9781,10811,38,36,38,8321,7231,6910,6562,5785,5316,1662,1356,1498,98,91,96,49,46,48,9.1,10.0,16.85,15.34,72751,2,180930,91,14,223,966,1768,,1768,40,60
"""510131020033""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,972.00,434.00,34.38,31,38,51,22,28,38,9,10,13,3.94,49.69,1.21,1,1,10768,9074,9604,30,29,30,8470,7364,6916,6900,6033,5510,1493,1258,1331,77,74,76,38,37,38,9.6,9.9,15.92,12.62,74636,19,126723,90,4,378,541,1711,3421,1447,13,87
"""510131016012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,553.00,297.00,56.21,43,52,71,34,43,58,9,10,13,4.52,23.87,1.16,1,1,12468,10645,11378,30,28,30,8402,7253,6981,6598,5706,5328,1728,1476,1577,76,71,77,38,36,39,9.5,10.0,16.72,5.28,75440,4,217442,91,4,535,697,2623,3446,2117,38,62
"""510131027011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3355.00,1261.00,68.90,24,29,39,15,19,26,9,10,13,4.49,82.26,1.24,1,1,10299,8538,9110,29,28,29,8570,7469,7020,7067,6214,5683,1428,1184,1262,75,71,74,37,35,37,9.7,9.7,17.34,18.30,73806,4,92093,90,8,195,1024,1159,,1159,1,99
"""510131015003""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1227.00,602.00,79.97,46,56,76,37,46,63,9,10,13,4.09,30.77,1.20,1,1,11420,9699,10331,31,30,31,8528,7411,7044,6866,5990,5532,1583,1345,1432,80,76,80,40,38,40,9.4,10.0,39.34,7.53,75577,18,153514,91,3,360,509,2825,4001,2316,30,70
"""510131017032""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1192.00,776.00,34.22,37,45,61,28,35,47,9,10,13,3.66,83.03,1.18,1,1,12549,10460,11406,29,27,30,8569,7325,7113,6755,5807,5458,1740,1450,1581,74,69,75,37,34,38,9.3,10.0,28.49,22.68,72496,1,205428,91,7,337,917,2133,2819,1628,42,58
"""510131025001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2217.00,898.00,114.32,37,45,61,28,35,47,9,10,13,5.00,39.25,1.23,1,1,11309,9504,10164,31,29,31,8663,7575,7138,7017,6183,5652,1568,1317,1408,78,74,78,39,37,39,9.4,9.9,23.47,7.86,67013,14,134800,91,7,299,924,2126,2611,2023,18,82
"""510131034021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,871.00,506.00,44.90,44,53,72,34,43,59,9,10,13,3.85,43.35,1.18,1,1,13230,11223,12088,36,34,36,8639,7459,7158,6713,5818,5390,1834,1556,1675,92,86,92,46,43,46,9.4,9.9,27.24,11.27,56652,0,130097,91,4,482,635,2633,3212,2300,37,63
"""510131035013""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1028.00,559.00,28.23,35,43,58,26,32,44,9,10,13,3.91,77.36,1.24,1,1,10932,9175,9825,30,28,30,8671,7575,7178,7080,6232,5741,1515,1272,1361,75,71,75,38,35,38,9.2,9.8,20.55,19.80,66750,6,127933,91,28,181,1449,1986,3516,1806,11,89
"""515102001051""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1832.00,968.00,13.81,24,28,38,14,18,24,9,10,13,3.74,262.30,1.25,1,1,10517,8618,9269,32,29,32,8749,7623,7192,7137,6287,5753,1458,1195,1284,154,141,154,102,94,102,9.6,9.5,74.82,70.11,68725,0,78473,90,14,438,1188,1088,,1088,0,100
"""510131034025""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1378.00,763.00,120.41,41,50,68,32,40,55,9,10,13,4.34,27.50,1.21,1,1,12138,10435,11057,35,33,35,8658,7579,7198,6887,6050,5577,1683,1447,1532,88,83,89,44,41,45,9.4,9.9,17.19,6.34,56076,0,135280,91,10,223,1131,2450,2077,2520,16,84
"""515102001052""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2425.00,1086.00,32.83,24,29,39,15,19,25,9,10,13,3.77,124.60,1.25,1,1,10605,8770,9375,32,30,32,8766,7642,7202,7143,6284,5750,1470,1216,1299,153,143,153,101,95,101,9.7,9.5,42.65,33.08,68698,0,78302,90,8,175,884,1145,,1145,0,100
"""510131014011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1355.00,750.00,84.02,36,43,58,26,33,45,9,10,13,4.32,38.59,1.21,1,1,12024,10190,10924,34,32,34,8680,7575,7217,6927,6081,5617,1667,1413,1514,86,82,86,43,41,43,9.4,9.9,30.12,8.93,67313,9,114088,90,6,283,700,2012,2138,1962,29,71
"""510131015006""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1469.00,783.00,32.44,30,36,49,21,26,35,10,10,13,4.41,106.56,1.23,1,1,12307,10071,11054,27,26,27,8811,7606,7263,7036,6145,5664,1706,1396,1532,70,65,68,35,32,34,9.3,9.9,23.78,24.14,71705,4,158090,91,11,142,913,1585,1980,1437,27,73
"""510131014023""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1091.00,638.00,24.70,38,46,63,29,36,50,9,10,14,4.31,111.42,1.18,1,1,13577,11359,12415,35,33,35,8685,7480,7276,6713,5822,5466,1882,1575,1720,90,83,89,45,42,45,9.0,9.9,29.16,25.83,70659,10,126591,90,5,356,584,2232,2581,1741,58,42
"""510131014032""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,438.00,288.00,7.40,43,52,71,33,42,57,9,10,14,4.10,159.81,1.14,1,1,15064,12492,13848,39,36,38,8706,7421,7335,6519,5599,5319,2088,1732,1919,99,91,98,50,45,49,8.6,9.9,69.79,38.93,70766,4,124575,90,4,444,494,2567,2567,,82,18
"""510131020031""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1548.00,983.00,47.20,27,32,44,18,22,30,10,10,14,,,1.23,1,1,12596,10334,11353,34,32,33,8878,7648,7366,7046,6136,5708,1746,1433,1573,86,80,84,43,40,42,9.4,9.9,30.97,20.83,73646,0,113702,90,8,296,939,1355,1805,1109,35,65
"""510131022005""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2407.00,788.00,39.23,27,32,44,17,22,30,10,11,14,4.68,94.05,1.27,1,1,11579,9619,10366,30,28,29,8914,7769,7373,7233,6364,5861,1605,1333,1436,76,72,75,38,36,38,9.4,9.7,19.49,20.09,70472,6,86967,90,13,180,998,1339,1493,1313,15,85
"""510131024001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,768.00,490.00,45.55,32,39,52,22,28,39,10,10,14,3.80,40.85,1.26,1,1,12066,10120,10885,25,24,25,8947,7730,7376,7210,6266,5804,1673,1403,1508,64,61,64,32,31,32,9.6,9.9,15.36,10.76,72889,6,135025,90,5,521,748,1730,2513,1522,21,79
"""510131035022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1000.00,477.00,50.64,18,21,28,9,11,15,10,11,14,2.97,27.95,1.24,1,1,12169,10234,11039,35,32,34,8858,7776,7393,7084,6275,5776,1687,1419,1530,88,82,87,44,41,44,9.1,9.8,23.10,9.42,61431,2,127178,91,25,139,1575,662,1992,300,21,79
"""510131020032""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1459.00,720.00,64.47,31,37,50,21,27,37,10,10,14,3.96,44.26,1.25,1,1,12390,10278,11167,31,29,30,8928,7731,7399,7132,6233,5776,1718,1425,1547,78,74,76,39,37,38,9.3,9.9,15.04,11.17,74221,9,120913,90,6,313,764,1649,2190,1378,33,67
"""510131014022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,852.00,378.00,19.47,44,53,72,34,43,59,10,10,14,5.69,110.44,1.18,1,1,14213,11859,13031,38,35,37,8816,7586,7404,6750,5853,5503,1970,1644,1806,96,89,95,48,45,48,9.0,9.9,27.69,19.41,68632,3,120997,90,5,382,589,2635,2411,3000,62,38
"""510131015002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1323.00,572.00,61.41,47,57,78,37,47,64,10,11,14,5.08,47.33,1.26,1,1,11776,10102,10683,29,28,29,8915,7772,7405,7209,6301,5850,1632,1400,1480,74,71,75,37,35,37,9.0,10.0,14.88,9.31,73423,42,166944,91,3,434,426,2878,3746,2232,43,57
"""515102003012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1247.00,496.00,11.82,32,38,51,22,27,38,10,11,14,4.68,196.63,1.29,1,1,10942,9064,9703,28,26,28,9042,7898,7458,7392,6518,5980,1517,1257,1345,134,124,134,89,82,89,9.6,9.5,43.43,41.98,67726,2,75984,90,12,212,868,1689,,1689,0,100
"""510131034011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1020.00,93.00,339.03,34,42,56,25,31,42,10,11,14,4.05,1.11,1.32,1,1,10324,8809,9232,26,26,26,9034,8009,7471,7536,6723,6125,1431,1221,1279,67,65,67,33,33,33,9.6,10.0,0.95,0.27,74229,16,150729,91,8,177,857,1896,,1896,0,100
"""517600305002""","""Richmond, VA""",1.00,1972.00,993.00,73.61,32,38,35,19,24,21,13,14,14,3.42,46.13,1.07,1,1,10705,9063,10495,22,20,23,7705,6708,7480,5810,5076,5600,1483,1256,1454,411,377,426,348,319,361,9.6,9.6,52.64,13.49,29472,0,100513,91,3,348,441,944,,944,0,100
"""510594204002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1814.00,1142.00,52.86,28,34,46,19,23,32,10,11,14,4.41,95.28,1.26,1,1,13304,11116,11865,22,20,22,9142,7963,7498,7188,6322,5749,1844,1541,1644,109,99,105,60,55,58,9.3,9.8,24.97,21.60,44790,0,67752,89,26,100,1433,1430,,1430,0,100
"""510594528012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3295.00,1168.00,60.56,32,38,52,22,27,38,10,11,14,4.02,77.52,1.29,1,1,11542,9476,10223,27,25,26,9098,7937,7534,7368,6503,5990,1600,1314,1417,130,121,127,72,67,70,9.4,9.6,18.18,19.29,71150,0,82279,90,30,215,1530,1688,1769,1683,6,94
