blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""518100420001""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1105.00,457.00,697.63,87,105,94,63,78,68,24,27,26,9.64,6.31,1.98,2,2,24086,21248,23777,1,1,1,14121,12693,13869,10764,9736,10557,3338,2944,3295,20,12,17,19,12,16,1.5,8.1,0.75,0.66,14658,100,13320,86,23,92,2054,3074,3074,,97,3
"""515200204003""","""Kingsport-Bristol-Bristol, TN-VA""",1.00,2501.00,1002.00,644.25,61,72,48,30,38,22,30,34,26,9.99,15.54,1.75,2,2,21786,19472,23798,0,0,0,12071,10788,13870,9051,8089,10572,3020,2699,3298,0,0,0,0,0,0,4.4,0.7,2.19,1.56,5477,72,5959,87,15,100,1114,996,995,1000,78,22
"""518000755011""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,630.00,266.00,728.83,57,69,62,33,42,36,24,27,26,9.71,3.54,1.97,2,2,24557,21896,24231,0,0,0,14147,12796,13871,10744,9762,10513,3403,3034,3358,0,0,0,0,0,0,3.5,4.8,1.55,0.36,6961,86,9640,87,19,65,1220,1631,1676,1475,78,22
"""511790102141""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1460.00,456.00,372.01,42,50,68,25,31,43,17,19,26,12.00,14.71,2.15,2,2,25456,22566,23833,2,1,1,15835,14209,13871,12264,11056,10545,3529,3128,3303,43,24,24,6,4,4,2.6,5.0,2.08,1.23,9890,89,7829,86,23,102,1068,1917,1897,2056,87,13
"""517000320024""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,2068.00,695.00,328.40,58,69,63,34,43,37,24,27,26,11.39,24.11,1.98,2,2,24180,21336,23867,1,0,1,14124,12671,13873,10763,9710,10556,3351,2957,3307,11,4,10,11,4,9,1.7,6.3,2.57,2.12,14225,100,10784,86,17,129,1070,1670,1670,,98,2
"""510619307062""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1871.00,649.00,1923.65,36,43,57,18,23,32,17,19,26,10.72,3.62,2.14,2,2,25894,23126,24284,1,0,0,15828,14373,13874,12227,11167,10508,3590,3206,3365,11,0,0,9,0,0,4.2,2.4,1.74,0.34,4189,74,4138,85,26,61,1235,1423,1591,1050,69,31
"""511959315004""","""Big Stone Gap, VA""",1.00,1392.00,454.00,9476.48,56,66,41,23,28,15,33,38,26,8.25,0.40,1.71,2,2,21555,19179,24171,1,1,1,11855,10861,13874,8846,8181,10505,2988,2658,3349,22,22,20,18,19,17,4.1,2.0,0.45,0.05,1816,51,1412,81,113,23,2556,669,759,516,63,37
"""511539004081""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1061.00,321.00,266.69,54,65,88,37,46,63,17,19,26,11.39,13.71,2.17,2,2,24295,21448,22714,3,2,2,15832,14112,13876,12394,11089,10681,3368,2973,3147,71,50,48,14,10,9,1.5,6.6,1.49,1.20,20589,100,13212,87,27,110,1544,2812,2812,,97,3
"""511910102002""","""Kingsport-Bristol-Bristol, TN-VA""",1.00,2038.00,815.00,7663.93,57,67,45,23,29,17,34,38,28,10.35,1.10,1.96,2,2,23825,21357,25855,0,0,0,13447,12161,15271,10140,9193,11684,3303,2961,3583,4,8,4,4,7,4,0.9,0.9,0.28,0.11,2039,87,2151,83,80,35,1744,754,754,,93,7
"""510839303012""",,1.00,1483.00,550.00,49630.33,76,91,53,38,47,25,38,44,28,10.28,0.11,1.97,2,2,23610,21147,25557,0,0,0,13458,12386,15271,10180,9449,11723,3273,2931,3542,5,6,7,4,5,6,1.7,2.0,0.10,0.01,1582,75,1719,81,158,14,3048,1115,1286,509,78,22
"""516839104022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1087.00,263.00,163.40,45,55,74,28,35,48,17,19,26,13.20,21.24,2.15,2,2,25527,22412,23774,1,0,0,15864,14224,13878,12276,11117,10583,3539,3107,3294,49,0,0,8,0,0,2.0,6.2,2.22,1.61,14924,92,20122,89,18,137,1194,2171,2171,,98,2
"""511790103031""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1683.00,500.00,9583.36,46,56,75,27,34,47,19,21,28,12.59,0.66,2.35,2,2,27462,24499,25850,1,0,0,17234,15746,15272,13407,12349,11690,3807,3396,3582,20,1,0,3,0,0,0.3,6.0,0.09,0.05,4498,98,4976,83,160,10,2840,2107,2090,2281,91,9
"""510350802004""",,1.00,1119.00,463.00,8914.81,75,90,52,37,46,24,39,44,28,10.62,0.55,1.97,2,2,24120,21617,25893,0,0,0,13537,12408,15272,10193,9411,11682,3344,2997,3588,0,0,2,0,0,1,1.1,1.8,0.24,0.05,1836,81,1993,82,159,27,2871,1068,1167,548,84,16
"""510411009103""","""Richmond, VA""",1.00,1631.00,675.00,628.69,53,63,58,29,36,32,23,26,26,10.18,10.93,1.97,2,2,24165,21337,24011,0,0,0,14079,12672,13880,10730,9716,10553,3349,2957,3327,0,0,0,0,0,0,1.6,7.4,1.23,1.07,13805,99,14406,87,27,96,1521,1458,1458,,93,7
"""511770204063""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1648.00,565.00,8930.93,40,48,65,22,27,37,19,21,28,11.45,0.72,2.35,2,2,27482,24608,25890,1,0,0,17222,15816,15284,13398,12404,11696,3810,3411,3588,14,0,0,3,0,0,0.5,3.1,0.08,0.06,3357,88,3099,83,388,27,4652,1664,1807,1097,80,20
"""510190306022""","""Lynchburg, VA""",1.00,1385.00,570.00,4511.06,62,72,56,32,39,28,30,33,28,10.44,1.32,2.01,2,2,24729,22146,25630,0,0,0,14368,12589,14869,10942,9520,11317,3427,3070,3552,0,0,0,0,0,0,1.0,4.6,0.26,0.13,3798,96,3474,83,84,31,2582,1258,1311,930,86,14
"""518000753023""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,826.00,318.00,3096.13,49,58,53,23,29,25,26,29,28,10.18,1.05,2.12,2,2,25895,23269,25589,0,0,0,15135,13834,14870,11547,10609,11324,3588,3224,3546,0,0,0,0,0,0,1.6,3.0,0.32,0.10,3492,92,3404,83,88,33,2449,1133,1167,1013,78,22
"""511319303004""",,1.00,638.00,302.00,18829.01,92,111,64,54,68,35,37,43,28,9.06,0.15,1.93,2,2,22904,20723,25592,0,0,0,13131,12094,15274,9955,9218,11727,3175,2873,3546,1,4,0,1,4,0,2.1,1.6,0.18,0.02,1619,90,1857,82,59,16,3065,1588,1588,,75,25
"""510790301021""","""Charlottesville, VA""",1.00,1730.00,658.00,25747.19,51,60,56,25,31,28,26,29,28,10.48,0.27,2.11,2,2,24914,22361,25603,0,0,0,15526,13775,15081,12072,10676,11533,3454,3099,3548,0,0,0,0,0,0,1.7,1.8,0.07,0.03,2110,81,2136,82,208,14,3345,1250,1438,807,70,30
"""510230404022""","""Roanoke, VA""",1.00,1074.00,403.00,1910.85,52,62,50,26,32,24,27,30,26,10.07,2.12,1.88,2,2,22688,19896,23925,0,0,0,13358,12081,13887,10214,9324,10571,3144,2757,3315,0,0,0,0,0,0,4.6,1.6,1.73,0.21,5067,57,7431,87,18,96,1218,1075,1159,745,80,20
"""516400701021""",,1.00,984.00,445.00,765.57,69,81,43,31,38,17,38,43,26,9.77,5.68,1.66,2,2,22049,20053,24707,0,0,0,11621,10549,13888,8565,7769,10464,3056,2780,3424,0,0,0,0,0,0,3.4,3.8,0.89,0.58,3125,92,4349,84,19,106,1135,782,864,564,73,27
"""511210215001""","""Blacksburg-Christiansburg-Radford, VA""",1.00,2270.00,894.00,13231.20,84,100,72,52,65,44,32,35,28,10.81,0.73,2.04,2,2,24337,21620,25475,0,0,0,14467,12716,15082,11095,9719,11551,3372,2997,3530,0,0,1,0,0,1,1.6,1.0,0.27,0.07,2853,72,2322,83,136,23,2785,1986,1986,,84,16
"""511076107012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2617.00,835.00,1172.83,50,60,82,33,41,56,17,19,26,10.92,7.78,2.18,2,2,24166,21624,22854,1,0,1,15820,14193,13889,12457,11193,10714,3350,2998,3167,14,3,9,3,1,2,2.6,4.0,1.72,0.71,7534,89,9206,87,20,67,1091,2529,2591,2099,87,13
"""516400701013""",,1.00,563.00,197.00,211.03,69,81,43,31,39,18,38,42,26,6.96,6.50,1.66,1,2,21323,19158,24104,0,0,0,11533,10368,13890,8577,7713,10549,2956,2656,3340,0,0,0,0,0,0,2.8,4.0,2.45,0.93,3645,100,5012,84,6,234,656,795,795,,91,9
"""517353402004""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,729.00,341.00,658.78,64,76,69,40,49,43,24,27,26,8.99,4.66,1.98,2,2,24264,21300,23964,1,0,0,14133,12756,13890,10761,9804,10561,3362,2952,3321,10,0,8,8,0,7,2.4,6.0,1.67,0.52,10000,70,8740,85,52,33,2636,1938,1938,,89,11
"""515900014002""","""Danville, VA""",1.00,1282.00,668.00,2305.18,62,74,48,31,38,22,32,36,26,8.66,2.51,1.75,2,2,22091,19668,24322,0,0,0,12102,10975,13890,9040,8248,10518,3062,2726,3370,0,0,1,0,0,1,3.8,3.4,0.91,0.29,3931,71,3774,84,29,70,1541,979,1040,786,76,24
"""516200901003""",,1.00,1500.00,712.00,1203.38,87,105,56,50,63,30,37,42,26,8.50,5.03,1.70,2,2,22929,20595,24921,0,0,0,11970,10833,13892,8785,7971,10431,3178,2855,3453,6,7,8,6,6,7,2.3,6.1,0.91,0.59,3071,87,3130,81,42,49,1312,1355,1512,694,81,19
"""510510402003""","""Big Stone Gap, VA""",1.00,705.00,328.00,12181.39,64,77,46,31,39,20,33,38,26,7.81,0.21,1.73,2,2,21459,18829,24163,1,1,1,11901,10866,13893,8909,8241,10524,2975,2610,3348,18,15,21,15,13,18,3.9,2.5,0.12,0.03,1509,39,1625,81,138,16,3271,915,1094,475,71,29
"""510411009341""","""Richmond, VA""",1.00,3136.00,819.00,510.55,52,62,57,28,36,32,24,27,26,11.76,18.87,1.97,2,2,24532,21884,24362,0,0,0,14106,12746,13893,10707,9714,10517,3399,3033,3376,0,0,0,0,0,0,2.2,5.6,1.47,1.60,11273,100,10735,87,34,128,1388,1421,1400,1509,81,19
"""510411004092""","""Richmond, VA""",1.00,2761.00,991.00,752.72,53,63,58,29,37,33,24,26,26,10.77,14.18,1.97,2,2,24569,21838,24410,0,0,0,14100,12697,13893,10696,9671,10511,3405,3026,3383,0,0,0,0,0,0,2.1,6.1,1.83,1.32,9310,99,10179,86,20,87,1393,1464,1436,1686,89,11
"""510411004072""","""Richmond, VA""",1.00,1102.00,357.00,781.74,49,59,55,26,32,29,24,27,26,10.82,4.94,1.97,2,2,24515,21975,24340,0,0,0,14118,12796,13895,10721,9750,10522,3397,3045,3373,0,0,0,0,0,0,2.6,6.2,0.68,0.46,9402,100,9922,86,30,85,1258,1295,1346,1140,75,25
"""510594921004""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,916.00,324.00,802.49,59,71,97,41,52,71,17,19,26,11.06,4.47,2.17,2,2,24892,21877,23176,3,2,1,15827,14299,13897,12363,11258,10679,3451,3033,3212,13,8,7,7,5,4,1.9,7.9,0.52,0.40,20560,97,20969,88,28,48,1266,3186,3186,,93,7
"""510230405022""","""Roanoke, VA""",1.00,574.00,271.00,2886.95,50,60,48,24,30,22,27,31,26,9.35,0.88,1.87,2,2,23505,21212,24539,0,0,0,13443,12302,13897,10186,9363,10496,3257,2939,3400,0,0,0,0,0,0,3.8,3.3,0.28,0.09,2768,73,2900,83,72,40,1916,995,1130,806,58,42
"""511179305001""",,1.00,765.00,341.00,12283.88,68,82,51,32,40,22,36,41,28,9.63,0.27,1.97,2,2,23617,21198,25664,0,0,0,13461,12371,15275,10183,9427,11714,3274,2938,3556,4,5,5,3,4,5,1.8,0.8,0.10,0.03,1464,82,1407,81,100,20,2338,1006,1088,707,79,21
"""510770601024""",,1.00,1065.00,420.00,8512.38,75,89,46,31,39,17,43,50,28,10.93,0.54,1.90,2,2,23016,20746,25757,0,0,0,12983,11924,15276,9790,9044,11702,3190,2876,3569,2,4,4,2,4,4,1.4,1.0,0.20,0.05,1930,85,1593,82,113,25,2797,785,802,709,81,19
"""511610302032""","""Roanoke, VA""",1.00,2773.00,1060.00,1030.85,56,67,54,30,37,28,26,30,26,10.10,10.39,1.87,2,2,22588,20105,23704,0,0,0,13292,11895,13899,10162,9109,10615,3130,2786,3285,0,0,0,0,0,0,2.1,5.5,1.55,1.03,8662,98,12323,87,18,96,1285,1258,1286,1007,90,10
"""510411009293""","""Richmond, VA""",1.00,2555.00,881.00,589.81,56,67,61,32,40,36,24,26,26,11.08,16.55,1.97,2,2,24325,21440,24180,0,0,0,14092,12683,13899,10720,9712,10548,3371,2971,3351,1,0,0,0,0,0,1.4,7.4,1.32,1.49,12594,94,12228,86,39,71,1731,1600,1600,,95,5
"""515400008002""","""Charlottesville, VA""",1.00,597.00,256.00,270.73,56,66,62,33,41,37,24,25,26,8.52,8.06,1.94,2,2,22611,20030,23286,0,0,0,14203,12234,13900,11065,9456,10669,3135,2776,3227,3,2,3,8,6,8,2.1,5.9,1.76,0.95,13976,100,29745,90,19,95,1205,1642,1642,,90,10
"""510853203002""","""Richmond, VA""",1.00,2521.00,951.00,15274.72,64,78,71,39,48,43,26,29,28,11.13,0.69,2.18,2,2,26181,23396,26052,0,0,0,15472,14135,15276,11844,10893,11666,3628,3242,3610,0,0,0,0,0,0,0.4,5.1,0.11,0.06,2974,97,3550,82,128,28,2504,1924,1998,1133,91,9
"""511210209003""","""Blacksburg-Christiansburg-Radford, VA""",1.00,1343.00,611.00,3413.33,56,66,49,27,34,23,29,32,26,9.69,1.73,1.85,2,2,23027,20706,24035,0,0,0,13267,11542,13902,10072,8666,10567,3191,2870,3331,4,6,4,4,6,5,4.0,1.5,0.87,0.18,3034,69,4026,85,49,53,1761,1040,1149,841,65,35
"""510731003022""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1867.00,668.00,1429.39,53,64,58,29,36,32,24,27,26,10.35,4.84,1.98,2,2,24574,21830,24279,0,0,0,14165,12798,13902,10753,9773,10531,3405,3025,3364,7,0,6,6,0,5,3.5,3.5,0.91,0.47,3890,73,3181,83,23,98,1051,1431,1464,1285,82,18
"""510010902003""",,1.00,2832.00,1239.00,18097.29,68,82,53,35,44,26,33,38,28,10.27,0.70,1.92,2,2,23510,21154,25449,0,0,0,13195,12088,14861,9929,9148,11326,3259,2932,3527,7,7,9,6,6,8,1.9,2.1,0.37,0.07,1872,83,1555,81,94,18,2234,1148,1303,613,77,23
"""517402131042""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1569.00,534.00,368.74,64,77,69,40,50,44,24,27,26,10.87,15.74,1.98,2,2,24327,21647,24001,1,0,0,14169,12799,13904,10789,9795,10570,3371,3000,3326,9,4,8,8,4,8,2.3,5.4,1.87,1.45,13913,98,10770,87,34,83,1413,1960,1971,1909,82,18
"""517500102002""","""Blacksburg-Christiansburg-Radford, VA""",1.00,879.00,278.00,264.60,65,76,56,36,45,31,29,31,26,9.98,10.48,1.83,2,2,21533,19201,22556,2,2,2,13216,11382,13905,9940,8427,10488,2984,2662,3126,292,294,291,284,286,283,4.1,2.2,2.27,1.05,6397,94,7898,87,4,254,532,1374,1448,981,84,16
"""510350806012""",,1.00,1015.00,414.00,7734.61,65,78,46,28,35,18,38,43,28,10.00,0.54,1.91,2,2,23515,20947,25303,0,0,1,13150,12025,14862,9883,9116,11345,3260,2904,3506,7,5,11,6,5,9,2.0,1.5,0.14,0.05,1685,66,1545,81,136,28,2257,813,879,516,82,18
"""510594803001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2841.00,903.00,2560.20,69,84,115,52,65,89,17,19,26,10.74,3.79,2.18,2,2,24148,21346,22659,2,1,1,15813,14144,13905,12457,11180,10760,3348,2959,3140,8,5,5,4,3,3,0.7,8.8,0.52,0.35,17761,100,29339,88,53,46,2053,4001,4001,,100,0
"""511552101003""","""Blacksburg-Christiansburg-Radford, VA""",1.00,1031.00,429.00,1166.09,52,60,45,23,28,19,29,31,26,9.36,3.44,1.86,2,2,22635,20228,23679,0,1,1,13243,11454,13905,10101,8645,10618,3137,2804,3281,5,6,6,6,6,6,4.3,1.3,1.34,0.37,4673,75,5499,86,17,104,995,856,851,871,73,27
"""517000319012""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1877.00,784.00,635.10,59,71,64,35,43,38,24,27,26,10.07,12.43,1.98,2,2,24506,21789,24177,0,0,0,14169,12790,13906,10773,9771,10555,3396,3019,3350,0,0,0,0,0,0,2.0,6.4,1.29,1.23,13246,100,15034,87,33,89,1797,1701,1770,1310,85,15
"""511076110251""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2975.00,879.00,908.89,60,73,99,43,54,73,17,19,26,11.23,10.86,2.19,2,2,24098,21391,22717,1,1,1,15838,14097,13907,12479,11123,10749,3341,2965,3148,18,9,10,4,2,2,2.4,4.1,4.41,0.97,13076,82,15417,89,16,76,1014,3295,3295,,99,1
"""511539015092""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1583.00,526.00,3332.90,49,60,81,31,38,53,19,21,28,12.56,1.98,2.35,2,2,27504,24444,25826,1,0,0,17251,15710,15278,13425,12322,11699,3813,3389,3579,13,0,0,3,0,0,0.3,4.3,0.31,0.16,6176,100,7187,86,93,38,2326,2359,2359,,97,3
"""511539009041""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2822.00,801.00,1123.93,54,65,89,37,46,63,17,19,26,11.96,8.52,2.16,2,2,25034,22144,23449,2,1,1,15869,14163,13909,12356,11076,10633,3470,3070,3249,42,18,27,8,3,5,2.1,5.6,1.81,0.71,9719,91,7973,85,19,42,1311,2838,2905,1633,95,5
"""517750101003""","""Roanoke, VA""",1.00,1212.00,434.00,802.48,67,80,64,40,50,38,26,29,26,9.98,5.40,1.86,2,2,22796,20328,23910,0,0,0,13263,11804,13910,10102,8986,10596,3159,2817,3313,1,2,1,1,2,1,1.6,7.2,1.18,0.54,8726,97,14740,87,22,128,1021,1694,1694,,96,4
"""510090106002""","""Lynchburg, VA""",1.00,1319.00,462.00,6652.26,51,59,46,22,28,20,28,31,26,10.90,0.76,1.86,2,2,23616,21305,24439,1,1,1,13412,11691,13911,10138,8735,10522,3273,2953,3387,2,3,2,4,5,4,3.0,5.8,0.44,0.07,3773,80,4861,83,74,28,2511,893,966,747,67,33
"""518100454271""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1795.00,547.00,574.17,60,72,65,35,44,39,24,27,26,11.88,11.32,1.98,2,2,24575,21915,24257,0,0,0,14177,12833,13911,10764,9795,10544,3405,3037,3361,7,1,6,7,1,6,2.4,5.4,2.49,0.95,10508,91,7966,85,48,31,1582,1739,1772,1617,79,21
"""511539014104""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1968.00,519.00,459.56,51,62,84,34,43,59,17,19,26,12.88,14.54,2.15,2,2,25428,22129,23623,1,0,0,15837,14269,13911,12294,11201,10638,3525,3068,3273,18,0,0,3,0,0,2.9,4.2,3.76,1.13,13372,65,20094,90,31,82,1133,2632,2632,,94,6
"""511410302003""",,1.00,1772.00,832.00,12606.02,55,65,39,17,21,11,38,44,28,9.13,0.60,1.90,2,2,22784,20276,25507,0,0,0,12976,11894,15080,9815,9081,11539,3158,2811,3535,3,2,7,2,2,6,1.6,0.8,0.07,0.07,2045,70,1646,82,168,20,3314,487,,487,82,18
"""510310201013""","""Lynchburg, VA""",1.00,2390.00,1042.00,15644.22,60,70,54,29,36,26,31,34,28,10.78,0.72,2.08,2,2,25080,22387,26010,0,0,0,14772,12955,15278,11296,9851,11674,3475,3103,3604,0,0,0,0,0,0,0.8,3.1,0.27,0.07,2114,92,2701,82,77,65,1846,1150,1150,,92,8
"""511059506003""",,1.00,1051.00,387.00,12827.39,66,78,42,24,30,14,42,48,28,10.14,0.31,1.90,2,2,22857,20417,25658,1,1,1,12973,11929,15279,9786,9079,11701,3168,2830,3555,19,20,22,16,17,19,0.9,2.0,0.07,0.03,1009,77,868,79,225,16,3318,632,642,578,84,16
"""511870203003""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1023.00,378.00,6552.42,37,44,59,18,22,31,19,21,28,11.59,0.67,2.35,2,2,27551,24676,25970,1,0,0,17257,15775,15279,13421,12354,11680,3819,3421,3599,17,0,0,14,0,0,0.9,3.1,0.16,0.06,2586,96,2770,83,93,24,2486,1373,1373,,86,14
"""515500214023""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1931.00,688.00,440.63,57,68,62,33,41,36,24,27,26,10.37,16.18,2.00,2,2,23831,21156,23514,0,0,0,14166,12670,13914,10862,9739,10654,3302,2932,3258,2,0,2,2,0,2,2.6,4.1,1.76,1.56,13382,94,12658,88,21,100,1346,1610,1610,,87,13
"""511179301012""",,1.00,1101.00,369.00,4312.10,61,73,46,28,36,20,33,37,26,10.32,0.88,1.76,2,2,22153,19566,24265,0,0,1,12155,11043,13914,9076,8325,10541,3071,2712,3362,8,6,11,7,5,10,4.2,2.4,0.76,0.09,1634,52,1985,82,43,33,1381,887,950,698,75,25
"""510310206001""","""Lynchburg, VA""",1.00,1037.00,371.00,8230.09,56,65,51,25,31,22,31,34,28,10.31,0.46,2.08,2,2,24900,22212,25827,0,0,0,14787,13005,15279,11335,9926,11698,3450,3079,3579,1,0,2,2,0,6,1.1,1.9,0.13,0.05,1828,81,1896,82,127,63,2322,995,1006,927,86,14
"""510259302012""",,1.00,800.00,281.00,17796.96,70,84,51,34,42,23,37,42,28,10.96,0.17,2.00,2,2,23786,20964,25460,0,0,1,13639,12477,15279,10333,9566,11737,3297,2906,3528,9,5,14,7,4,12,1.3,2.0,0.09,0.02,1308,62,1433,81,169,16,3010,1032,1032,,93,7
"""511019501022""","""Richmond, VA""",1.00,1434.00,552.00,24753.28,57,69,64,32,40,35,26,30,28,10.45,0.23,2.18,2,2,25992,23359,25850,0,0,0,15491,14236,15280,11889,10999,11697,3602,3237,3582,0,0,0,0,0,0,1.1,3.4,0.09,0.02,2395,89,2769,82,174,16,3466,1580,1673,1263,77,23
"""511610302013""","""Roanoke, VA""",1.00,2485.00,851.00,688.30,57,67,54,30,38,28,26,29,26,10.65,13.17,1.86,2,2,22650,20088,23799,0,0,0,13277,11822,13920,10139,9038,10622,3139,2784,3298,0,0,0,0,0,0,1.6,6.5,1.88,1.24,10127,100,18789,88,18,149,1030,1277,1277,,97,3
"""510379301003""",,1.00,1207.00,424.00,29464.69,71,85,49,32,40,21,39,45,28,10.76,0.15,2.00,2,2,24645,22247,25663,0,0,0,13774,12687,15262,10351,9595,11697,3416,3084,3556,6,9,8,5,8,7,1.6,1.8,0.07,0.01,1330,81,1447,81,174,15,3130,927,1063,543,74,26
"""511959317001""","""Big Stone Gap, VA""",1.00,1251.00,541.00,7455.54,56,67,41,23,29,15,33,38,26,9.24,0.67,1.71,2,2,21656,19375,24246,1,1,1,11864,10865,13922,8844,8160,10547,3002,2686,3360,18,20,15,15,17,13,4.5,1.2,2.19,0.07,1340,58,1293,81,58,24,1493,682,865,389,62,38
"""510594816001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1691.00,521.00,1008.52,66,80,110,49,61,84,17,19,26,11.23,5.80,2.17,2,2,24908,21779,23153,2,1,1,15844,14286,13923,12381,11262,10712,3453,3019,3208,10,4,3,5,2,2,1.1,8.7,0.66,0.52,22795,100,33539,89,35,56,1875,3760,3760,,100,0
"""511959316002""","""Big Stone Gap, VA""",1.00,1204.00,554.00,11549.87,60,72,44,27,34,18,33,38,26,8.09,0.39,1.72,2,2,21715,19439,24288,1,1,1,11894,10922,13924,8861,8203,10539,3010,2695,3366,23,25,20,19,21,17,4.2,1.3,0.36,0.05,1193,55,1149,80,106,24,2514,797,961,563,59,41
"""510270104001""",,1.00,1166.00,538.00,14710.38,67,80,41,28,35,16,39,44,26,8.59,0.31,1.65,2,2,20803,18521,24252,1,2,1,11428,10494,13925,8517,7899,10540,2884,2567,3361,27,28,24,23,24,20,3.9,1.7,0.51,0.04,1203,47,1133,80,165,14,3038,700,764,593,63,37
"""510411008161""","""Richmond, VA""",1.00,1105.00,426.00,358.32,50,59,55,26,33,29,24,27,26,10.35,12.31,1.97,2,2,24572,21856,24413,0,0,0,14133,12742,13926,10728,9714,10543,3405,3029,3383,0,0,0,0,0,0,2.0,6.3,1.59,1.19,10069,100,9976,86,26,73,1603,1305,1346,1017,88,12
"""510411008151""","""Richmond, VA""",1.00,1625.00,545.00,637.46,50,60,55,27,33,30,24,27,26,11.04,9.44,1.97,2,2,24449,21763,24286,0,0,0,14136,12778,13926,10747,9763,10561,3388,3016,3365,0,0,0,0,0,0,2.0,6.5,1.18,0.85,11379,98,10529,86,37,73,1530,1329,1326,1346,83,17
"""510538403003""","""Richmond, VA""",1.00,3087.00,978.00,1821.50,49,58,54,25,32,28,24,27,26,11.39,6.12,1.97,2,2,24844,22253,24692,0,0,0,14144,12822,13927,10701,9738,10505,3443,3084,3422,0,0,0,0,0,0,2.8,4.9,1.09,0.54,4781,88,4246,83,37,63,1536,1260,1309,1107,76,24
"""511430104003""","""Danville, VA""",1.00,2197.00,918.00,31740.80,60,71,46,25,31,18,35,40,28,10.27,0.30,1.95,2,2,23440,21109,25596,0,0,0,13297,12246,15069,10043,9313,11516,3249,2926,3547,5,6,6,4,5,5,1.6,1.8,0.06,0.03,1758,79,1719,81,210,17,3169,801,885,576,73,27
"""511730307014""",,1.00,1045.00,411.00,2030.30,59,71,45,27,34,19,33,37,26,10.07,2.04,1.78,2,2,22966,20580,24532,0,0,0,12374,11260,13928,9187,8403,10523,3183,2853,3399,4,4,5,3,4,5,4.0,2.5,2.03,0.20,1942,68,2227,82,40,42,1539,849,948,628,69,31
"""510839301002""",,1.00,639.00,292.00,21717.56,68,81,48,30,38,20,38,43,28,9.12,0.12,1.95,2,2,23112,20285,25161,1,0,1,13286,12158,15069,10071,9340,11565,3204,2812,3487,11,7,18,10,6,15,1.5,1.9,0.06,0.01,1423,52,1414,81,250,15,3503,890,890,,89,11
"""511770201111""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2239.00,752.00,480.57,39,47,63,22,27,37,17,19,26,11.33,17.73,2.15,2,2,26021,23130,24394,2,0,1,15880,14323,13928,12250,11110,10541,3607,3206,3380,23,7,7,4,1,1,2.0,5.6,1.67,1.56,9239,96,6381,85,28,88,1599,1678,1677,1683,88,12
