"","CT2","FIPS","Geographic Area Name","Tpop","Accees to Care","Education","Employment Access","Labor Force Participation","Population Density","Walkability","Spatial Segregation","Income Inequality","Affordability","Environmental","Food Access","Townsend","Incarceration","Mobility","County","LifeExpectancy"
"1354","51117930800",0.138,"Census Tract 9308, Mecklenburg County, Virginia",0.241,0.939,0.462,0.002,0.467,0.001,0.674,0.91,0.596,0.421,0.845,0.999,0.8,0.844,0.871,"Mecklenburg County",0.459
"1355","51161030804",0.191,"Census Tract 308.04, Roanoke County, Virginia",0.124,0.949,0.491,0.073,0.656,0.027,0.437,0.841,0.578,0.487,0.794,0.952,0.8,0.851,0.756,"Roanoke County",0.628
"1356","51041101009",0.048,"Census Tract 1010.09, Chesterfield County, Virginia",0.513,0.904,0.585,0.021,0.719,0.012,0.174,0.857,0.746,0.329,0.828,0.916,0.8,0.975,0.853,"Chesterfield County",0.554
"1357","51685920100",0.815,"Census Tract 9201, Manassas Park city, Virginia",0.473,0.862,0.311,0.103,0.74,0.095,0.905,0.94,0.687,0.658,0.739,0.883,0.8,0.921,0.866,"Manassas Park city",0.642
"1358","51710004001",0.845,"Census Tract 40.01, Norfolk city, Virginia",0.081,0.981,0.774,0.273,0.622,0.074,0.458,0.967,0.707,0.487,0.617,0.998,0.8,0.983,0.815,"Norfolk city",0.784
"1359","51141030302",0.167,"Census Tract 303.02, Patrick County, Virginia",0.266,0.903,0.406,0.003,0.574,0.001,0.437,0.804,0.632,0.461,0.88,0.997,0.8,0.79,0.894,"Patrick County",0.51
"1360","51069051002",0.081,"Census Tract 510.02, Frederick County, Virginia",0.38,0.892,0.406,0.042,0.764,0.033,0.568,0.807,0.649,0.605,0.784,0.935,0.8,0.945,0.84,"Frederick County",0.679
"1361","51153901224",0.181,"Census Tract 9012.24, Prince William County, Virginia",0.301,0.914,0.566,0.082,0.685,0.035,0.605,0.893,0.732,0.632,0.746,0.993,0.8,0.959,0.953,"Prince William County",0.537
"1362","51107611013",0.126,"Census Tract 6110.13, Loudoun County, Virginia",0.318,0.931,0.66,0.105,0.681,0.048,0.358,0.748,0.744,0.579,0.718,0.994,0.801,1,0.858,"Loudoun County",0.706
"1363","51087200907",0.103,"Census Tract 2009.07, Henrico County, Virginia",0.242,0.951,0.575,0.075,0.656,0.012,0.5,0.965,0.644,0.592,0.723,0.892,0.801,0.917,0.741,"Henrico County",0.639
"1364","51073100302",0.086,"Census Tract 1003.02, Gloucester County, Virginia",0.374,0.925,0.434,0.008,0.665,0.005,0.589,0.717,0.747,0.513,0.862,0.76,0.801,0.822,0.871,"Gloucester County",0.591
"1365","51510201803",0.607,"Census Tract 2018.03, Alexandria city, Virginia",0.146,0.994,0.774,0.379,0.802,0.142,0.489,0.907,0.77,0.645,0.563,1,0.801,0.958,0.748,"Alexandria city",0.699
"1366","51740213104",0.881,"Census Tract 2131.04, Portsmouth city, Virginia",0.286,0.936,0.509,0.048,0.69,0.041,0.3,0.435,0.832,0.461,0.621,0.819,0.801,0.869,0.978,"Portsmouth city",0.486
"1367","51041100922",0.048,"Census Tract 1009.22, Chesterfield County, Virginia",0.306,0.928,0.509,0.111,0.655,0.015,0.753,0.94,0.79,0.553,0.719,0.796,0.801,0.917,0.914,"Chesterfield County",0.557
"1368","51059482603",0.069,"Census Tract 4826.03, Fairfax County, Virginia",0.194,0.986,0.642,0.201,0.615,0.033,0.537,0.7,0.763,0.553,0.69,0.998,0.801,0.994,0.854,"Fairfax County",0.791
"1369","51061930206",0.072,"Census Tract 9302.06, Fauquier County, Virginia",0.152,0.945,0.5,0.014,0.606,0.001,0.305,0.874,0.656,0.605,0.867,0.885,0.802,0.919,0.849,"Fauquier County",0.608
"1370","51179010403",0.212,"Census Tract 104.03, Stafford County, Virginia",0.235,0.932,0.547,0.024,0.74,0.005,0.226,0.907,0.677,0.605,0.798,0.933,0.802,0.926,0.895,"Stafford County",0.571
"1371","51183870201",0.217,"Census Tract 8702.01, Sussex County, Virginia",0.172,0.964,0.396,0.004,0.338,0,0.253,0.834,0.657,0.553,0.894,0.747,0.802,0.861,0.803,"Sussex County",0.429
"1372","51800075802",0.952,"Census Tract 758.02, Suffolk city, Virginia",0.135,0.943,0.406,0.002,0.592,0,0.011,0.945,0.749,0.408,0.931,0.662,0.802,0.879,0.829,"Suffolk city",0.443
"1373","51550020808",0.654,"Census Tract 208.08, Chesapeake city, Virginia",0.205,0.953,0.5,0.146,0.517,0.037,0.489,0.526,0.671,0.566,0.752,0.983,0.802,0.731,0.865,"Chesapeake city",0.618
"1374","51071930200",0.083,"Census Tract 9302, Giles County, Virginia",0.22,0.921,0.406,0.002,0.598,0.001,0.489,0.702,0.73,0.487,0.879,0.995,0.802,0.801,0.933,"Giles County",0.53
"1375","51810046019",0.964,"Census Tract 460.19, Virginia Beach city, Virginia",0.189,0.99,0.519,0.151,0.652,0.043,0.721,0.974,0.708,0.539,0.784,0.926,0.802,0.916,0.808,"Virginia Beach city",0.618
"1376","51179010105",0.212,"Census Tract 101.05, Stafford County, Virginia",0.602,0.958,0.547,0.034,0.739,0.034,0.511,0.742,0.831,0.605,0.801,0.906,0.803,0.938,0.898,"Stafford County",0.635
"1377","51550020805",0.654,"Census Tract 208.05, Chesapeake city, Virginia",0.364,0.976,0.604,0.15,0.711,0.018,0.868,0.838,0.814,0.526,0.773,0.941,0.803,0.92,0.846,"Chesapeake city",0.547
"1378","51015070603",0.017,"Census Tract 706.03, Augusta County, Virginia",0.251,0.979,0.566,0.014,0.585,0.011,0.116,0.737,0.683,0.382,0.874,0.845,0.803,0.93,0.874,"Augusta County",0.588
"1379","51099040400",0.117,"Census Tract 404, King George County, Virginia",0.334,0.989,0.481,0.011,0.708,0.002,0.358,0.906,0.688,0.632,0.862,0.893,0.803,0.857,0.913,"King George County",0.632
"1380","51087200904",0.103,"Census Tract 2009.04, Henrico County, Virginia",0.389,0.908,0.547,0.076,0.533,0.009,0.642,0.638,0.638,0.526,0.713,0.902,0.804,0.906,0.874,"Henrico County",0.672
"1381","51013100700",0.014,"Census Tract 1007, Arlington County, Virginia",0.352,0.919,0.689,0.507,0.764,0.089,0.947,0.811,0.556,0.566,0.583,0.839,0.804,0.99,0.899,"Arlington County",0.716
"1382","51105950100",0.124,"Census Tract 9501, Lee County, Virginia",0.2,0.916,0.33,0,0.37,0,0.563,0.721,0.599,0.316,0.882,0.418,0.804,0.638,0.88,"Lee County",0.659
"1383","51059431400",0.069,"Census Tract 4314, Fairfax County, Virginia",0.296,0.916,0.632,0.126,0.623,0.057,0.695,0.829,0.757,0.566,0.7,0.952,0.804,0.959,0.893,"Fairfax County",0.78
"1384","51187020300",0.222,"Census Tract 203, Warren County, Virginia",0.44,0.966,0.434,0.009,0.568,0.002,0.721,0.609,0.585,0.697,0.881,0.794,0.804,0.9,0.891,"Warren County",0.635
"1385","51069050300",0.081,"Census Tract 503, Frederick County, Virginia",0.389,0.912,0.462,0.006,0.603,0.001,0.411,0.58,0.717,0.5,0.906,0.933,0.804,0.946,0.853,"Frederick County",0.595
"1386","51770003000",0.917,"Census Tract 30, Roanoke city, Virginia",0.276,0.928,0.575,0.094,0.538,0.017,0.853,0.79,0.505,0.5,0.72,0.997,0.805,0.946,0.819,"Roanoke city",0.564
"1387","51009010201",0.01,"Census Tract 102.01, Amherst County, Virginia",0.31,0.915,0.481,0.007,0.527,0.002,0.605,0.858,0.642,0.461,0.889,1,0.805,0.904,0.79,"Amherst County",0.497
"1388","51171040101",0.203,"Census Tract 401.01, Shenandoah County, Virginia",0.19,0.925,0.434,0.007,0.491,0.003,0.305,0.758,0.646,0.487,0.863,0.854,0.805,0.934,0.835,"Shenandoah County",0.534
"1389","51770002200",0.917,"Census Tract 22, Roanoke city, Virginia",0.196,0.926,0.387,0.07,0.601,0.018,0.526,0.89,0.736,0.553,0.78,0.922,0.805,0.852,0.938,"Roanoke city",0.426
"1390","51760010600",0.905,"Census Tract 106, Richmond city, Virginia",0.145,0.97,0.538,0.19,0.56,0.053,0.105,0.707,0.631,0.592,0.548,0.668,0.805,0.561,0.907,"Richmond city",0.382
"1391","51087200415",0.103,"Census Tract 2004.15, Henrico County, Virginia",0.294,0.947,0.679,0.058,0.701,0.02,0.116,0.872,0.514,0.355,0.738,0.96,0.805,0.962,0.832,"Henrico County",0.639
"1392","51179010502",0.212,"Census Tract 105.02, Stafford County, Virginia",0.256,0.937,0.547,0.036,0.605,0.007,0.595,0.835,0.706,0.671,0.778,0.933,0.805,0.9,0.882,"Stafford County",0.635
"1393","51185020200",0.219,"Census Tract 202, Tazewell County, Virginia",0.302,0.907,0.387,0.006,0.484,0.003,0.763,0.767,0.657,0.408,0.867,0.679,0.805,0.849,0.899,"Tazewell County",0.49
"1394","51095080104",0.112,"Census Tract 801.04, James City County, Virginia",0.153,1,0.736,0.028,0.425,0.004,0.405,0.899,0.434,0.434,0.85,0.972,0.805,0.983,0.955,"James City County",0.639
"1395","51167030402",0.198,"Census Tract 304.02, Russell County, Virginia",0.179,0.946,0.396,0.001,0.507,0,0.2,0.723,0.698,0.263,0.896,0.701,0.805,0.855,0.951,"Russell County",0.578
"1396","51047930204",0.055,"Census Tract 9302.04, Culpeper County, Virginia",0.105,0.961,0.509,0.028,0.574,0.011,0.237,0.908,0.683,0.684,0.804,0.884,0.805,0.797,0.902,"Culpeper County",0.514
"1397","51683910402",0.813,"Census Tract 9104.02, Manassas city, Virginia",0.434,0.968,0.519,0.086,0.694,0.038,0.853,0.914,0.777,0.579,0.756,0.968,0.805,0.977,0.806,"Manassas city",0.767
"1398","51067020901",0.079,"Census Tract 209.01, Franklin County, Virginia",0.236,0.911,0.377,0.003,0.577,0.001,0.3,0.882,0.541,0.579,0.862,0.867,0.805,0.778,0.905,"Franklin County",0.493
"1399","51027010400",0.031,"Census Tract 104, Buchanan County, Virginia",0.12,0.923,0.425,0.002,0.472,0,0.305,0.805,0.637,0.211,0.874,0.628,0.806,0.745,0.805,"Buchanan County",0.432
"1400","51031020300",0.036,"Census Tract 203, Campbell County, Virginia",0.247,0.942,0.491,0.03,0.638,0.016,0.816,0.817,0.752,0.539,0.812,0.901,0.806,0.969,0.951,"Campbell County",0.622
"1401","51750010201",0.893,"Census Tract 102.01, Radford city, Virginia",0.244,0.99,0.519,0.026,0.534,0.011,0.437,0.693,0.272,0.553,0.834,0.759,0.806,0.836,0.895,"Radford city",0.507
"1402","51550020001",0.654,"Census Tract 200.01, Chesapeake city, Virginia",0.093,0.962,0.472,0.124,0.698,0.024,0.411,0.846,0.358,0.539,0.751,0.926,0.806,0.89,0.89,"Chesapeake city",0.426
"1403","51059422402",0.069,"Census Tract 4224.02, Fairfax County, Virginia",0.322,0.995,0.642,0.167,0.782,0.061,0.805,0.933,0.714,0.645,0.72,0.996,0.806,0.996,0.937,NA,0.723
"1404","51165010302",0.195,"Census Tract 103.02, Rockingham County, Virginia",0.193,0.958,0.557,0.006,0.669,0.002,0.053,0.8,0.737,0.447,0.904,0.81,0.806,0.896,0.848,"Rockingham County",0.672
"1405","51087201601",0.103,"Census Tract 2016.01, Henrico County, Virginia",0.228,0.939,0.5,0.019,0.652,0.001,0.174,0.909,0.764,0.474,0.778,0.912,0.806,0.934,0.962,"Henrico County",0.581
"1406","51143010803",0.169,"Census Tract 108.03, Pittsylvania County, Virginia",0.201,0.946,0.358,0.004,0.629,0.001,0.105,0.926,0.582,0.368,0.834,0.963,0.807,0.809,0.866,"Pittsylvania County",0.47
"1407","51023040100",0.026,"Census Tract 401, Botetourt County, Virginia",0.215,0.938,0.396,0.001,0.475,0,0.379,0.728,0.66,0.5,0.925,0.779,0.807,0.874,0.967,"Botetourt County",0.503
"1408","51059432202",0.069,"Census Tract 4322.02, Fairfax County, Virginia",0.294,0.968,0.67,0.117,0.628,0.041,0.568,0.788,0.754,0.605,0.728,0.964,0.807,0.992,0.88,"Fairfax County",0.791
"1409","51810045425",0.964,"Census Tract 454.25, Virginia Beach city, Virginia",0.198,0.939,0.509,0.046,0.714,0.053,0.642,0.862,0.848,0.395,0.882,0.988,0.807,0.965,0.938,"Virginia Beach city",0.649
"1410","51155210700",0.184,"Census Tract 2107, Pulaski County, Virginia",0.237,0.943,0.406,0.009,0.545,0.015,0.7,0.722,0.709,0.579,0.832,0.677,0.807,0.822,0.875,"Pulaski County",0.503
"1411","51165011700",0.195,"Census Tract 117, Rockingham County, Virginia",0.268,0.909,0.547,0.033,0.627,0.004,0.211,0.737,0.631,0.487,0.823,0.746,0.807,0.936,0.73,"Rockingham County",0.625
"1412","51550021014",0.654,"Census Tract 210.14, Chesapeake city, Virginia",0.14,1,0.594,0.029,0.794,0.002,0.174,0.874,0.689,0.395,0.884,0.909,0.807,0.951,0.847,"Chesapeake city",0.608
"1413","51540000900",0.642,"Census Tract 9, Charlottesville city, Virginia",0.134,0.955,0.604,0.1,0.76,0.014,0.432,0.883,0.631,0.605,0.81,0.973,0.808,0.959,0.822,"Charlottesville city",0.669
"1414","51810046009",0.964,"Census Tract 460.09, Virginia Beach city, Virginia",0.339,0.983,0.491,0.152,0.635,0.041,0.974,0.957,0.752,0.5,0.771,0.998,0.808,0.944,0.885,"Virginia Beach city",0.699
"1415","51141030101",0.167,"Census Tract 301.01, Patrick County, Virginia",0.164,0.967,0.415,0.002,0.571,0,0.195,0.81,0.627,0.447,0.894,0.946,0.808,0.902,0.956,"Patrick County",0.429
"1416","51031020200",0.036,"Census Tract 202, Campbell County, Virginia",0.347,0.928,0.491,0.019,0.602,0.002,0.674,0.828,0.559,0.474,0.82,0.786,0.808,0.879,0.828,"Campbell County",0.459
"1417","51045050100",0.052,"Census Tract 501, Craig County, Virginia",0.32,0.929,0.434,0.002,0.557,0,0.542,0.653,0.676,0.513,0.939,0.964,0.808,0.947,0.857,"Craig County",0.608
"1418","51141030202",0.167,"Census Tract 302.02, Patrick County, Virginia",0.165,0.96,0.406,0.003,0.519,0,0.353,0.787,0.674,0.408,0.884,0.961,0.808,0.856,0.929,"Patrick County",0.466
"1419","51059430203",0.069,"Census Tract 4302.03, Fairfax County, Virginia",0.18,0.966,0.698,0.161,0.722,0.038,0.353,0.9,0.671,0.539,0.73,0.873,0.809,1,0.911,"Fairfax County",0.733
"1420","51153901415",0.181,"Census Tract 9014.15, Prince William County, Virginia",0.278,0.939,0.604,0.06,0.865,0.031,0.489,0.9,0.812,0.566,0.787,1,0.809,0.976,0.94,NA,0.684
"1421","51660000301",0.785,"Census Tract 3.01, Harrisonburg city, Virginia",0.222,0.921,0.613,0.076,0.719,0.024,0.774,0.797,0.627,0.487,0.795,0.993,0.809,0.9,0.875,"Harrisonburg city",0.723
"1422","51011040200",0.012,"Census Tract 402, Appomattox County, Virginia",0.294,0.916,0.443,0.002,0.602,0,0.379,0.83,0.636,0.447,0.897,0.97,0.809,0.863,0.958,"Appomattox County",0.53
"1423","51590000700",0.702,"Census Tract 7, Danville city, Virginia",0.215,0.973,0.604,0.055,0.542,0.024,0.737,0.865,0.523,0.329,0.714,0.999,0.809,0.791,0.869,"Danville city",0.581
"1424","51760040900",0.905,"Census Tract 409, Richmond city, Virginia",0.164,0.953,0.736,0.246,0.895,0.081,0.542,0.868,0.617,0.539,0.566,0.882,0.809,0.954,0.773,"Richmond city",0.581
"1425","51019030501",0.021,"Census Tract 305.01, Bedford County, Virginia",0.264,0.911,0.396,0.002,0.555,0,0.305,0.761,0.792,0.513,0.864,0.996,0.809,0.89,0.921,"Bedford County",0.561
"1426","51820003400",0.976,"Census Tract 34, Waynesboro city, Virginia",0.361,0.95,0.547,0.029,0.718,0.025,0.805,0.771,0.599,0.447,0.829,0.998,0.809,0.846,0.878,"Waynesboro city",0.622
"1427","51600300200",0.714,"Census Tract 3002, Fairfax city, Virginia",0.334,0.978,0.613,0.237,0.686,0.027,0.989,0.805,0.627,0.579,0.652,0.934,0.809,0.969,0.881,"Fairfax city",0.716
"1428","51007930101",0.007,"Census Tract 9301.01, Amelia County, Virginia",0.133,0.971,0.406,0.002,0.566,0,0.105,0.927,0.622,0.566,0.902,0.947,0.809,0.871,0.964,"Amelia County",0.466
"1429","51131930200",0.155,"Census Tract 9302, Northampton County, Virginia",0.228,0.917,0.462,0.002,0.565,0,0.668,0.853,0.533,0.408,0.936,0.688,0.81,0.843,0.935,"Northampton County",0.801
"1430","51031020402",0.036,"Census Tract 204.02, Campbell County, Virginia",0.212,0.932,0.509,0.019,0.655,0.014,0.484,0.807,0.7,0.513,0.841,0.98,0.81,0.959,0.936,"Campbell County",0.703
"1431","51155210500",0.184,"Census Tract 2105, Pulaski County, Virginia",0.127,0.958,0.443,0.002,0.589,0,0.2,0.748,0.71,0.434,0.886,1,0.81,0.85,0.922,"Pulaski County",0.5
"1432","51810043005",0.964,"Census Tract 430.05, Virginia Beach city, Virginia",0.141,0.977,0.698,0.04,0.28,0.183,0.305,0.803,0.583,0.461,0.759,0.475,0.81,0.991,0.877,"Virginia Beach city",0.74
"1433","51199050206",0.236,"Census Tract 502.06, York County, Virginia",0.443,0.916,0.67,0.043,0.649,0.022,0.463,0.947,0.725,0.329,0.834,0.999,0.81,0.976,0.932,"York County",0.693
"1434","51095080305",0.112,"Census Tract 803.05, James City County, Virginia",0.325,0.978,0.557,0.039,0.638,0.017,0.342,0.882,0.692,0.553,0.864,0.915,0.81,0.907,0.895,"James City County",0.561
"1435","51143010804",0.169,"Census Tract 108.04, Pittsylvania County, Virginia",0.156,0.961,0.434,0.004,0.506,0.001,0.2,0.93,0.696,0.461,0.832,0.963,0.81,0.88,0.979,"Pittsylvania County",0.47
"1436","51137110104",0.162,"Census Tract 1101.04, Orange County, Virginia",0.243,0.936,0.415,0.007,0.578,0.001,0.016,0.762,0.689,0.434,0.896,0.991,0.811,0.831,0.865,"Orange County",0.642
"1437","51810044402",0.964,"Census Tract 444.02, Virginia Beach city, Virginia",0.361,0.98,0.613,0.078,0.721,0.035,0.947,0.786,0.61,0.513,0.811,1,0.811,0.946,0.776,"Virginia Beach city",0.642
"1438","51095080304",0.112,"Census Tract 803.04, James City County, Virginia",0.392,0.932,0.689,0.011,0.615,0.006,0.305,0.811,0.679,0.224,0.879,0.897,0.811,0.978,0.902,"James City County",0.818
"1439","51179010108",0.212,"Census Tract 101.08, Stafford County, Virginia",0.363,0.93,0.575,0.028,0.739,0.017,0.342,0.899,0.776,0.618,0.772,0.897,0.811,0.925,0.85,"Stafford County",0.655
"1440","51165010200",0.195,"Census Tract 102, Rockingham County, Virginia",0.218,0.929,0.406,0.006,0.657,0.003,0.379,0.763,0.648,0.513,0.898,0.747,0.811,0.839,0.931,"Rockingham County",0.426
"1441","51143010400",0.169,"Census Tract 104, Pittsylvania County, Virginia",0.238,0.943,0.368,0.002,0.497,0,0.195,0.917,0.499,0.368,0.855,0.802,0.811,0.826,0.904,"Pittsylvania County",0.497
"1442","51107611207",0.126,"Census Tract 6112.07, Loudoun County, Virginia",0.234,0.952,0.679,0.149,0.799,0.034,0.658,0.867,0.699,0.592,0.701,0.998,0.811,0.991,0.891,"Loudoun County",0.764
"1443","51059480301",0.069,"Census Tract 4803.01, Fairfax County, Virginia",0.186,0.964,0.774,0.139,0.581,0.006,0.132,0.782,0.603,0.395,0.709,0.98,0.811,1,0.915,"Fairfax County",0.821
"1444","51033030201",0.038,"Census Tract 302.01, Caroline County, Virginia",0.193,0.95,0.453,0.009,0.761,0.001,0.026,0.843,0.636,0.487,0.817,0.967,0.812,0.805,0.894,"Caroline County",0.483
"1445","51065020104",0.076,"Census Tract 201.04, Fluvanna County, Virginia",0.397,0.924,0.613,0.008,0.624,0.01,0.411,0.725,0.737,0.513,0.888,0.913,0.812,0.946,0.928,"Fluvanna County",0.804
"1446","51107610504",0.126,"Census Tract 6105.04, Loudoun County, Virginia",0.534,0.953,0.557,0.081,0.775,0.055,0.805,0.836,0.717,0.658,0.769,0.982,0.812,0.989,0.802,"Loudoun County",0.72
"1447","51107611014",0.126,"Census Tract 6110.14, Loudoun County, Virginia",0.284,0.933,0.679,0.118,0.824,0.034,0.553,0.818,0.736,0.605,0.717,0.981,0.812,0.977,0.871,"Loudoun County",0.709
"1448","51003010303",0.002,"Census Tract 103.03, Albemarle County, Virginia",0.339,0.917,0.594,0.029,0.732,0.016,0.668,0.79,0.77,0.5,0.879,0.922,0.812,0.993,0.836,"Albemarle County",0.689
"1449","51179010210",0.212,"Census Tract 102.10, Stafford County, Virginia",0.545,0.895,0.557,0.029,0.778,0.019,0.116,0.886,0.762,0.618,0.755,0.893,0.812,0.96,0.896,"Stafford County",0.584
"1450","51550021011",0.654,"Census Tract 210.11, Chesapeake city, Virginia",0.249,0.958,0.585,0.053,0.682,0.034,0.332,0.85,0.775,0.289,0.866,0.987,0.812,0.978,0.891,"Chesapeake city",0.608
"1451","51095080202",0.112,"Census Tract 802.02, James City County, Virginia",0.358,0.984,0.642,0.036,0.606,0.015,0.595,0.787,0.661,0.434,0.848,0.996,0.812,0.918,0.858,"James City County",0.655
"1452","51099040302",0.117,"Census Tract 403.02, King George County, Virginia",0.161,0.931,0.5,0.013,0.644,0.001,0.037,0.882,0.684,0.566,0.851,0.846,0.813,0.85,0.816,"King George County",0.595
"1453","51680001602",0.809,"Census Tract 16.02, Lynchburg city, Virginia",0.22,0.956,0.547,0.042,0.654,0.038,0.226,0.898,0.559,0.579,0.784,0.93,0.813,0.946,0.661,"Lynchburg city",0.625
"1454","51165010301",0.195,"Census Tract 103.01, Rockingham County, Virginia",0.121,0.95,0.406,0.007,0.697,0.001,0.116,0.789,0.625,0.513,0.893,0.811,0.813,0.905,0.832,"Rockingham County",0.628
"1455","51810046214",0.964,"Census Tract 462.14, Virginia Beach city, Virginia",0.352,0.921,0.557,0.082,0.719,0.061,0.774,0.846,0.799,0.461,0.804,0.914,0.813,0.937,0.902,NA,0.633
"1456","51191010800",0.226,"Census Tract 108, Washington County, Virginia",0.204,0.935,0.425,0.001,0.522,0,0.253,0.686,0.697,0.368,0.934,0.999,0.813,0.83,0.847,"Washington County",0.537
"1457","51059460702",0.069,"Census Tract 4607.02, Fairfax County, Virginia",0.301,0.936,0.726,0.25,0.76,0.038,0.879,0.792,0.546,0.421,0.694,0.999,0.813,1,0.855,"Fairfax County",0.75
"1458","51087200302",0.103,"Census Tract 2003.02, Henrico County, Virginia",0.21,0.975,0.604,0.232,0.806,0.03,0.842,0.843,0.638,0.513,0.667,1,0.813,0.962,0.863,"Henrico County",0.611
"1459","51035080603",0.041,"Census Tract 806.03, Carroll County, Virginia",0.186,0.918,0.321,0.002,0.542,0.001,0.263,0.775,0.27,0.395,0.87,0.668,0.813,0.841,0.812,"Carroll County",0.473
"1460","51073100201",0.086,"Census Tract 1002.01, Gloucester County, Virginia",0.34,0.926,0.453,0.005,0.606,0.001,0.447,0.817,0.724,0.513,0.883,0.825,0.813,0.888,0.859,"Gloucester County",0.581
"1461","51013103401",0.014,"Census Tract 1034.01, Arlington County, Virginia",0.093,0.985,0.528,0.675,0.907,0.026,0.405,0.943,0.942,0.553,0.554,0.997,0.814,1,0.849,"Arlington County",0.642
"1462","51810045000",0.964,"Census Tract 450, Virginia Beach city, Virginia",0.15,0.976,0.585,0.054,0.99,0.002,0.121,0.97,0.953,0.276,0.741,0,0.814,1,0.347,NA,0.591
"1463","51041100929",0.048,"Census Tract 1009.29, Chesterfield County, Virginia",0.386,0.989,0.613,0.05,0.693,0.021,0.563,0.824,0.641,0.434,0.799,0.909,0.814,0.981,0.829,"Chesterfield County",0.639
"1464","51059470800",0.069,"Census Tract 4708, Fairfax County, Virginia",0.19,0.965,0.802,0.322,0.63,0.032,0.537,0.814,0.634,0.395,0.674,0.988,0.814,1,0.78,"Fairfax County",0.774
"1465","51710003800",0.845,"Census Tract 38, Norfolk city, Virginia",0.16,0.963,0.717,0.199,0.671,0.068,0.726,0.97,0.517,0.5,0.62,0.997,0.814,0.993,0.795,"Norfolk city",0.642
